country,mw,layer,seed,nodes,n_completed,n_truncated,energy_kwh,ci_weighted_mean,cfe_canonical_pct,co2_g_it,co2_g_facility,source,_wall_s,v1_n_jobs,d_cfe_vs_fcfs_pp,d_ci_vs_fcfs_g,d_cfe_vs_easy_fcfs_pp,d_ci_vs_easy_fcfs_g,d_cfe_vs_saf_pp,d_ci_vs_saf_g,d_cfe_vs_replay_pp,d_ci_vs_replay_g
CH,1,easy_fcfs,0,667,20000.0000,0.0000,259.4721,33.2949,95.8381,8639.1062,10366.9275,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1,easy_fcfs,1,667,20000.0000,0.0000,259.4721,33.2949,95.8381,8639.1062,10366.9275,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1,easy_fcfs,2,667,20000.0000,0.0000,259.4721,33.2949,95.8381,8639.1062,10366.9275,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1,easy_fcfs,3,667,20000.0000,0.0000,259.4721,33.2949,95.8381,8639.1062,10366.9275,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1,easy_fcfs,4,667,20000.0000,0.0000,259.4721,33.2949,95.8381,8639.1062,10366.9275,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1,easy_fcfs,5,667,20000.0000,0.0000,259.4721,33.2949,95.8381,8639.1062,10366.9275,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1,easy_fcfs,6,667,20000.0000,0.0000,259.4721,33.2949,95.8381,8639.1062,10366.9275,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1,easy_fcfs,7,667,20000.0000,0.0000,259.4721,33.2949,95.8381,8639.1062,10366.9275,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1,fcfs,0,667,20000.0000,0.0000,259.4721,33.2949,95.8381,8639.1062,10366.9275,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1,fcfs,1,667,20000.0000,0.0000,259.4721,33.2949,95.8381,8639.1062,10366.9275,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1,fcfs,2,667,20000.0000,0.0000,259.4721,33.2949,95.8381,8639.1062,10366.9275,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1,fcfs,3,667,20000.0000,0.0000,259.4721,33.2949,95.8381,8639.1062,10366.9275,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1,fcfs,4,667,20000.0000,0.0000,259.4721,33.2949,95.8381,8639.1062,10366.9275,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1,fcfs,5,667,20000.0000,0.0000,259.4721,33.2949,95.8381,8639.1062,10366.9275,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1,fcfs,6,667,20000.0000,0.0000,259.4721,33.2949,95.8381,8639.1062,10366.9275,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1,fcfs,7,667,20000.0000,0.0000,259.4721,33.2949,95.8381,8639.1062,10366.9275,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1,fsla_M0,0,667,,,765.1275,31.8976,96.0128,24192.9485,28667.2999,v1_fsla_dispatcher,0.0000,20000.0000,0.1747,1.3974,0.1747,1.3974,0.1747,1.3974,0.1747,1.3974
CH,1,fsla_M0,1,667,,,866.8525,32.0080,95.9990,27403.2114,32274.9278,v1_fsla_dispatcher,0.0000,20000.0000,0.1609,1.2870,0.1609,1.2870,0.1609,1.2870,0.1609,1.2870
CH,1,fsla_M0,2,667,,,866.8525,32.0342,95.9957,27416.1194,32308.1279,v1_fsla_dispatcher,0.0000,20000.0000,0.1576,1.2607,0.1576,1.2607,0.1576,1.2607,0.1576,1.2607
CH,1,fsla_M0,3,667,,,765.1275,31.8975,96.0128,24194.6536,28644.7559,v1_fsla_dispatcher,0.0000,20000.0000,0.1747,1.3974,0.1747,1.3974,0.1747,1.3974,0.1747,1.3974
CH,1,fsla_M0,4,667,,,866.8525,32.0070,95.9991,27406.9548,32317.3201,v1_fsla_dispatcher,0.0000,20000.0000,0.1610,1.2879,0.1610,1.2879,0.1610,1.2879,0.1610,1.2879
CH,1,fsla_M0,5,667,,,866.8525,32.0534,95.9933,27434.3583,32313.0598,v1_fsla_dispatcher,0.0000,20000.0000,0.1552,1.2416,0.1552,1.2416,0.1552,1.2416,0.1552,1.2416
CH,1,fsla_M0,6,667,,,866.8525,32.0079,95.9990,27403.1680,32274.9897,v1_fsla_dispatcher,0.0000,20000.0000,0.1609,1.2871,0.1609,1.2871,0.1609,1.2871,0.1609,1.2871
CH,1,fsla_M0,7,667,,,866.8525,32.0534,95.9933,27434.3583,32313.0598,v1_fsla_dispatcher,0.0000,20000.0000,0.1552,1.2416,0.1552,1.2416,0.1552,1.2416,0.1552,1.2416
CH,1,fsla_M1,0,667,,,765.1275,31.8976,96.0128,24192.9485,28667.2999,v1_fsla_dispatcher,0.0000,20000.0000,0.1747,1.3974,0.1747,1.3974,0.1747,1.3974,0.1747,1.3974
CH,1,fsla_M1,1,667,,,866.8525,32.0080,95.9990,27403.2114,32274.9278,v1_fsla_dispatcher,0.0000,20000.0000,0.1609,1.2870,0.1609,1.2870,0.1609,1.2870,0.1609,1.2870
CH,1,fsla_M1,2,667,,,866.8525,32.0342,95.9957,27416.1194,32308.1279,v1_fsla_dispatcher,0.0000,20000.0000,0.1576,1.2607,0.1576,1.2607,0.1576,1.2607,0.1576,1.2607
CH,1,fsla_M1,3,667,,,765.1275,31.8975,96.0128,24194.6536,28644.7559,v1_fsla_dispatcher,0.0000,20000.0000,0.1747,1.3974,0.1747,1.3974,0.1747,1.3974,0.1747,1.3974
CH,1,fsla_M1,4,667,,,866.8525,32.0070,95.9991,27406.9548,32317.3201,v1_fsla_dispatcher,0.0000,20000.0000,0.1610,1.2879,0.1610,1.2879,0.1610,1.2879,0.1610,1.2879
CH,1,fsla_M1,5,667,,,866.8525,32.0534,95.9933,27434.3583,32313.0598,v1_fsla_dispatcher,0.0000,20000.0000,0.1552,1.2416,0.1552,1.2416,0.1552,1.2416,0.1552,1.2416
CH,1,fsla_M1,6,667,,,866.8525,32.0079,95.9990,27403.1680,32274.9897,v1_fsla_dispatcher,0.0000,20000.0000,0.1609,1.2871,0.1609,1.2871,0.1609,1.2871,0.1609,1.2871
CH,1,fsla_M1,7,667,,,866.8525,32.0534,95.9933,27434.3583,32313.0598,v1_fsla_dispatcher,0.0000,20000.0000,0.1552,1.2416,0.1552,1.2416,0.1552,1.2416,0.1552,1.2416
CH,1,fsla_M2,0,667,,,765.1275,31.8976,96.0128,24192.9485,28667.2999,v1_fsla_dispatcher,0.0000,20000.0000,0.1747,1.3974,0.1747,1.3974,0.1747,1.3974,0.1747,1.3974
CH,1,fsla_M2,1,667,,,866.8525,32.0080,95.9990,27403.2114,32274.9278,v1_fsla_dispatcher,0.0000,20000.0000,0.1609,1.2870,0.1609,1.2870,0.1609,1.2870,0.1609,1.2870
CH,1,fsla_M2,2,667,,,866.8525,32.0342,95.9957,27416.1194,32308.1279,v1_fsla_dispatcher,0.0000,20000.0000,0.1576,1.2607,0.1576,1.2607,0.1576,1.2607,0.1576,1.2607
CH,1,fsla_M2,3,667,,,765.1275,31.8975,96.0128,24194.6536,28644.7559,v1_fsla_dispatcher,0.0000,20000.0000,0.1747,1.3974,0.1747,1.3974,0.1747,1.3974,0.1747,1.3974
CH,1,fsla_M2,4,667,,,866.8525,32.0070,95.9991,27406.9548,32317.3201,v1_fsla_dispatcher,0.0000,20000.0000,0.1610,1.2879,0.1610,1.2879,0.1610,1.2879,0.1610,1.2879
CH,1,fsla_M2,5,667,,,866.8525,32.0534,95.9933,27434.3583,32313.0598,v1_fsla_dispatcher,0.0000,20000.0000,0.1552,1.2416,0.1552,1.2416,0.1552,1.2416,0.1552,1.2416
CH,1,fsla_M2,6,667,,,866.8525,32.0079,95.9990,27403.1680,32274.9897,v1_fsla_dispatcher,0.0000,20000.0000,0.1609,1.2871,0.1609,1.2871,0.1609,1.2871,0.1609,1.2871
CH,1,fsla_M2,7,667,,,866.8525,32.0534,95.9933,27434.3583,32313.0598,v1_fsla_dispatcher,0.0000,20000.0000,0.1552,1.2416,0.1552,1.2416,0.1552,1.2416,0.1552,1.2416
CH,1,fsla_M3,0,667,,,765.1275,31.8976,96.0128,24192.9485,28667.2999,v1_fsla_dispatcher,0.0000,20000.0000,0.1747,1.3974,0.1747,1.3974,0.1747,1.3974,0.1747,1.3974
CH,1,fsla_M3,1,667,,,866.8525,32.0080,95.9990,27403.2114,32274.9278,v1_fsla_dispatcher,0.0000,20000.0000,0.1609,1.2870,0.1609,1.2870,0.1609,1.2870,0.1609,1.2870
CH,1,fsla_M3,2,667,,,866.8525,32.0342,95.9957,27416.1194,32308.1279,v1_fsla_dispatcher,0.0000,20000.0000,0.1576,1.2607,0.1576,1.2607,0.1576,1.2607,0.1576,1.2607
CH,1,fsla_M3,3,667,,,765.1275,31.8975,96.0128,24194.6536,28644.7559,v1_fsla_dispatcher,0.0000,20000.0000,0.1747,1.3974,0.1747,1.3974,0.1747,1.3974,0.1747,1.3974
CH,1,fsla_M3,4,667,,,866.8525,32.0070,95.9991,27406.9548,32317.3201,v1_fsla_dispatcher,0.0000,20000.0000,0.1610,1.2879,0.1610,1.2879,0.1610,1.2879,0.1610,1.2879
CH,1,fsla_M3,5,667,,,866.8525,32.0534,95.9933,27434.3583,32313.0598,v1_fsla_dispatcher,0.0000,20000.0000,0.1552,1.2416,0.1552,1.2416,0.1552,1.2416,0.1552,1.2416
CH,1,fsla_M3,6,667,,,866.8525,32.0079,95.9990,27403.1680,32274.9897,v1_fsla_dispatcher,0.0000,20000.0000,0.1609,1.2871,0.1609,1.2871,0.1609,1.2871,0.1609,1.2871
CH,1,fsla_M3,7,667,,,866.8525,32.0534,95.9933,27434.3583,32313.0598,v1_fsla_dispatcher,0.0000,20000.0000,0.1552,1.2416,0.1552,1.2416,0.1552,1.2416,0.1552,1.2416
CH,1,fsla_none,0,667,,,379.7367,31.0631,96.1171,11651.7581,14212.3402,v1_fsla_dispatcher,0.0000,20000.0000,0.2790,2.2319,0.2790,2.2319,0.2790,2.2319,0.2790,2.2319
CH,1,fsla_none,1,667,,,379.7367,31.0631,96.1171,11651.7581,14212.3402,v1_fsla_dispatcher,0.0000,20000.0000,0.2790,2.2319,0.2790,2.2319,0.2790,2.2319,0.2790,2.2319
CH,1,fsla_none,2,667,,,379.7367,31.0631,96.1171,11651.7581,14212.3402,v1_fsla_dispatcher,0.0000,20000.0000,0.2790,2.2319,0.2790,2.2319,0.2790,2.2319,0.2790,2.2319
CH,1,fsla_none,3,667,,,379.7367,31.0631,96.1171,11651.7581,14212.3402,v1_fsla_dispatcher,0.0000,20000.0000,0.2790,2.2319,0.2790,2.2319,0.2790,2.2319,0.2790,2.2319
CH,1,fsla_none,4,667,,,379.7367,31.0631,96.1171,11651.7581,14212.3402,v1_fsla_dispatcher,0.0000,20000.0000,0.2790,2.2319,0.2790,2.2319,0.2790,2.2319,0.2790,2.2319
CH,1,fsla_none,5,667,,,379.7367,31.0631,96.1171,11651.7581,14212.3402,v1_fsla_dispatcher,0.0000,20000.0000,0.2790,2.2319,0.2790,2.2319,0.2790,2.2319,0.2790,2.2319
CH,1,fsla_none,6,667,,,379.7367,31.0631,96.1171,11651.7581,14212.3402,v1_fsla_dispatcher,0.0000,20000.0000,0.2790,2.2319,0.2790,2.2319,0.2790,2.2319,0.2790,2.2319
CH,1,fsla_none,7,667,,,379.7367,31.0631,96.1171,11651.7581,14212.3402,v1_fsla_dispatcher,0.0000,20000.0000,0.2790,2.2319,0.2790,2.2319,0.2790,2.2319,0.2790,2.2319
CH,1,replay,0,667,20000.0000,0.0000,259.4721,33.2949,95.8381,8639.1062,10366.9275,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1,replay,1,667,20000.0000,0.0000,259.4721,33.2949,95.8381,8639.1062,10366.9275,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1,replay,2,667,20000.0000,0.0000,259.4721,33.2949,95.8381,8639.1062,10366.9275,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1,replay,3,667,20000.0000,0.0000,259.4721,33.2949,95.8381,8639.1062,10366.9275,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1,replay,4,667,20000.0000,0.0000,259.4721,33.2949,95.8381,8639.1062,10366.9275,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1,replay,5,667,20000.0000,0.0000,259.4721,33.2949,95.8381,8639.1062,10366.9275,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1,replay,6,667,20000.0000,0.0000,259.4721,33.2949,95.8381,8639.1062,10366.9275,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1,replay,7,667,20000.0000,0.0000,259.4721,33.2949,95.8381,8639.1062,10366.9275,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1,saf,0,667,20000.0000,0.0000,259.4721,33.2949,95.8381,8639.1062,10366.9275,v2_scheduler,0.0000,,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000
CH,1,saf,1,667,20000.0000,0.0000,259.4721,33.2949,95.8381,8639.1062,10366.9275,v2_scheduler,0.0000,,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000
CH,1,saf,2,667,20000.0000,0.0000,259.4721,33.2949,95.8381,8639.1062,10366.9275,v2_scheduler,0.0000,,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000
CH,1,saf,3,667,20000.0000,0.0000,259.4721,33.2949,95.8381,8639.1062,10366.9275,v2_scheduler,0.0000,,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000
CH,1,saf,4,667,20000.0000,0.0000,259.4721,33.2949,95.8381,8639.1062,10366.9275,v2_scheduler,0.0000,,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000
CH,1,saf,5,667,20000.0000,0.0000,259.4721,33.2949,95.8381,8639.1062,10366.9275,v2_scheduler,0.0000,,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000
CH,1,saf,6,667,20000.0000,0.0000,259.4721,33.2949,95.8381,8639.1062,10366.9275,v2_scheduler,0.0000,,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000
CH,1,saf,7,667,20000.0000,0.0000,259.4721,33.2949,95.8381,8639.1062,10366.9275,v2_scheduler,0.0000,,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000
CH,10,easy_fcfs,0,6667,20000.0000,0.0000,2392.4925,33.3013,95.8373,79673.0544,95607.6653,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,10,easy_fcfs,1,6667,20000.0000,0.0000,2392.4925,33.3013,95.8373,79673.0544,95607.6653,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,10,easy_fcfs,2,6667,20000.0000,0.0000,2392.4925,33.3013,95.8373,79673.0544,95607.6653,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,10,easy_fcfs,3,6667,20000.0000,0.0000,2392.4925,33.3013,95.8373,79673.0544,95607.6653,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,10,easy_fcfs,4,6667,20000.0000,0.0000,2392.4925,33.3013,95.8373,79673.0544,95607.6653,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,10,easy_fcfs,5,6667,20000.0000,0.0000,2392.4925,33.3013,95.8373,79673.0544,95607.6653,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,10,easy_fcfs,6,6667,20000.0000,0.0000,2392.4925,33.3013,95.8373,79673.0544,95607.6653,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,10,easy_fcfs,7,6667,20000.0000,0.0000,2392.4925,33.3013,95.8373,79673.0544,95607.6653,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,10,fcfs,0,6667,20000.0000,0.0000,2392.4925,33.3013,95.8373,79673.0544,95607.6653,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,10,fcfs,1,6667,20000.0000,0.0000,2392.4925,33.3013,95.8373,79673.0544,95607.6653,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,10,fcfs,2,6667,20000.0000,0.0000,2392.4925,33.3013,95.8373,79673.0544,95607.6653,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,10,fcfs,3,6667,20000.0000,0.0000,2392.4925,33.3013,95.8373,79673.0544,95607.6653,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,10,fcfs,4,6667,20000.0000,0.0000,2392.4925,33.3013,95.8373,79673.0544,95607.6653,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,10,fcfs,5,6667,20000.0000,0.0000,2392.4925,33.3013,95.8373,79673.0544,95607.6653,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,10,fcfs,6,6667,20000.0000,0.0000,2392.4925,33.3013,95.8373,79673.0544,95607.6653,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,10,fcfs,7,6667,20000.0000,0.0000,2392.4925,33.3013,95.8373,79673.0544,95607.6653,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CH,10,fsla_M0,0,6667,,,7101.4792,32.3792,95.9526,225669.0547,435797.7326,v1_fsla_dispatcher,0.0000,20000.0000,0.1153,0.9221,0.1153,0.9221,0.1153,0.9221,0.1153,0.9221
CH,10,fsla_M0,1,6667,,,7101.4792,32.2977,95.9628,225288.6214,437815.9124,v1_fsla_dispatcher,0.0000,20000.0000,0.1254,1.0036,0.1254,1.0036,0.1254,1.0036,0.1254,1.0036
CH,10,fsla_M0,2,6667,,,7101.4792,32.3214,95.9598,225407.5763,437380.9619,v1_fsla_dispatcher,0.0000,20000.0000,0.1225,0.9799,0.1225,0.9799,0.1225,0.9799,0.1225,0.9799
CH,10,fsla_M0,3,6667,,,7101.4792,32.3792,95.9526,225683.1140,435847.5072,v1_fsla_dispatcher,0.0000,20000.0000,0.1153,0.9221,0.1153,0.9221,0.1153,0.9221,0.1153,0.9221
CH,10,fsla_M0,4,6667,,,7101.4792,32.2979,95.9628,225336.8579,437735.5676,v1_fsla_dispatcher,0.0000,20000.0000,0.1254,1.0034,0.1254,1.0034,0.1254,1.0034,0.1254,1.0034
CH,10,fsla_M0,5,6667,,,7101.4792,32.3557,95.9555,225617.0893,436219.2493,v1_fsla_dispatcher,0.0000,20000.0000,0.1182,0.9456,0.1182,0.9456,0.1182,0.9456,0.1182,0.9456
CH,10,fsla_M0,6,6667,,,7101.4792,32.2978,95.9628,225289.3089,437814.0405,v1_fsla_dispatcher,0.0000,20000.0000,0.1254,1.0035,0.1254,1.0035,0.1254,1.0035,0.1254,1.0035
CH,10,fsla_M0,7,6667,,,7101.4792,32.3557,95.9555,225617.0893,436219.2493,v1_fsla_dispatcher,0.0000,20000.0000,0.1182,0.9456,0.1182,0.9456,0.1182,0.9456,0.1182,0.9456
CH,10,fsla_M1,0,6667,,,7101.4792,32.3792,95.9526,225669.0547,435797.7326,v1_fsla_dispatcher,0.0000,20000.0000,0.1153,0.9221,0.1153,0.9221,0.1153,0.9221,0.1153,0.9221
CH,10,fsla_M1,1,6667,,,7101.4792,32.2977,95.9628,225288.6214,437815.9124,v1_fsla_dispatcher,0.0000,20000.0000,0.1254,1.0036,0.1254,1.0036,0.1254,1.0036,0.1254,1.0036
CH,10,fsla_M1,2,6667,,,7101.4792,32.3214,95.9598,225407.5763,437380.9619,v1_fsla_dispatcher,0.0000,20000.0000,0.1225,0.9799,0.1225,0.9799,0.1225,0.9799,0.1225,0.9799
CH,10,fsla_M1,3,6667,,,7101.4792,32.3792,95.9526,225683.1140,435847.5072,v1_fsla_dispatcher,0.0000,20000.0000,0.1153,0.9221,0.1153,0.9221,0.1153,0.9221,0.1153,0.9221
CH,10,fsla_M1,4,6667,,,7101.4792,32.2979,95.9628,225336.8579,437735.5676,v1_fsla_dispatcher,0.0000,20000.0000,0.1254,1.0034,0.1254,1.0034,0.1254,1.0034,0.1254,1.0034
CH,10,fsla_M1,5,6667,,,7101.4792,32.3557,95.9555,225617.0893,436219.2493,v1_fsla_dispatcher,0.0000,20000.0000,0.1182,0.9456,0.1182,0.9456,0.1182,0.9456,0.1182,0.9456
CH,10,fsla_M1,6,6667,,,7101.4792,32.2978,95.9628,225289.3089,437814.0405,v1_fsla_dispatcher,0.0000,20000.0000,0.1254,1.0035,0.1254,1.0035,0.1254,1.0035,0.1254,1.0035
CH,10,fsla_M1,7,6667,,,7101.4792,32.3557,95.9555,225617.0893,436219.2493,v1_fsla_dispatcher,0.0000,20000.0000,0.1182,0.9456,0.1182,0.9456,0.1182,0.9456,0.1182,0.9456
CH,10,fsla_M2,0,6667,,,7101.4792,32.3792,95.9526,225669.0547,435797.7326,v1_fsla_dispatcher,0.0000,20000.0000,0.1153,0.9221,0.1153,0.9221,0.1153,0.9221,0.1153,0.9221
CH,10,fsla_M2,1,6667,,,7101.4792,32.2977,95.9628,225288.6214,437815.9124,v1_fsla_dispatcher,0.0000,20000.0000,0.1254,1.0036,0.1254,1.0036,0.1254,1.0036,0.1254,1.0036
CH,10,fsla_M2,2,6667,,,7101.4792,32.3214,95.9598,225407.5763,437380.9619,v1_fsla_dispatcher,0.0000,20000.0000,0.1225,0.9799,0.1225,0.9799,0.1225,0.9799,0.1225,0.9799
CH,10,fsla_M2,3,6667,,,7101.4792,32.3792,95.9526,225683.1140,435847.5072,v1_fsla_dispatcher,0.0000,20000.0000,0.1153,0.9221,0.1153,0.9221,0.1153,0.9221,0.1153,0.9221
CH,10,fsla_M2,4,6667,,,7101.4792,32.2979,95.9628,225336.8579,437735.5676,v1_fsla_dispatcher,0.0000,20000.0000,0.1254,1.0034,0.1254,1.0034,0.1254,1.0034,0.1254,1.0034
CH,10,fsla_M2,5,6667,,,7101.4792,32.3557,95.9555,225617.0893,436219.2493,v1_fsla_dispatcher,0.0000,20000.0000,0.1182,0.9456,0.1182,0.9456,0.1182,0.9456,0.1182,0.9456
CH,10,fsla_M2,6,6667,,,7101.4792,32.2978,95.9628,225289.3089,437814.0405,v1_fsla_dispatcher,0.0000,20000.0000,0.1254,1.0035,0.1254,1.0035,0.1254,1.0035,0.1254,1.0035
CH,10,fsla_M2,7,6667,,,7101.4792,32.3557,95.9555,225617.0893,436219.2493,v1_fsla_dispatcher,0.0000,20000.0000,0.1182,0.9456,0.1182,0.9456,0.1182,0.9456,0.1182,0.9456
CH,10,fsla_M3,0,6667,,,7101.4792,32.3792,95.9526,225669.0547,435797.7326,v1_fsla_dispatcher,0.0000,20000.0000,0.1153,0.9221,0.1153,0.9221,0.1153,0.9221,0.1153,0.9221
CH,10,fsla_M3,1,6667,,,7101.4792,32.2977,95.9628,225288.6214,437815.9124,v1_fsla_dispatcher,0.0000,20000.0000,0.1254,1.0036,0.1254,1.0036,0.1254,1.0036,0.1254,1.0036
CH,10,fsla_M3,2,6667,,,7101.4792,32.3214,95.9598,225407.5763,437380.9619,v1_fsla_dispatcher,0.0000,20000.0000,0.1225,0.9799,0.1225,0.9799,0.1225,0.9799,0.1225,0.9799
CH,10,fsla_M3,3,6667,,,7101.4792,32.3792,95.9526,225683.1140,435847.5072,v1_fsla_dispatcher,0.0000,20000.0000,0.1153,0.9221,0.1153,0.9221,0.1153,0.9221,0.1153,0.9221
CH,10,fsla_M3,4,6667,,,7101.4792,32.2979,95.9628,225336.8579,437735.5676,v1_fsla_dispatcher,0.0000,20000.0000,0.1254,1.0034,0.1254,1.0034,0.1254,1.0034,0.1254,1.0034
CH,10,fsla_M3,5,6667,,,7101.4792,32.3557,95.9555,225617.0893,436219.2493,v1_fsla_dispatcher,0.0000,20000.0000,0.1182,0.9456,0.1182,0.9456,0.1182,0.9456,0.1182,0.9456
CH,10,fsla_M3,6,6667,,,7101.4792,32.2978,95.9628,225289.3089,437814.0405,v1_fsla_dispatcher,0.0000,20000.0000,0.1254,1.0035,0.1254,1.0035,0.1254,1.0035,0.1254,1.0035
CH,10,fsla_M3,7,6667,,,7101.4792,32.3557,95.9555,225617.0893,436219.2493,v1_fsla_dispatcher,0.0000,20000.0000,0.1182,0.9456,0.1182,0.9456,0.1182,0.9456,0.1182,0.9456
CH,10,fsla_none,0,6667,,,3622.6933,31.1372,96.1078,111083.3748,189650.3234,v1_fsla_dispatcher,0.0000,20000.0000,0.2705,2.1641,0.2705,2.1641,0.2705,2.1641,0.2705,2.1641
CH,10,fsla_none,1,6667,,,3622.6933,31.1372,96.1078,111083.3748,189650.3234,v1_fsla_dispatcher,0.0000,20000.0000,0.2705,2.1641,0.2705,2.1641,0.2705,2.1641,0.2705,2.1641
CH,10,fsla_none,2,6667,,,3622.6933,31.1372,96.1078,111083.3748,189650.3234,v1_fsla_dispatcher,0.0000,20000.0000,0.2705,2.1641,0.2705,2.1641,0.2705,2.1641,0.2705,2.1641
CH,10,fsla_none,3,6667,,,3622.6933,31.1372,96.1078,111083.3748,189650.3234,v1_fsla_dispatcher,0.0000,20000.0000,0.2705,2.1641,0.2705,2.1641,0.2705,2.1641,0.2705,2.1641
CH,10,fsla_none,4,6667,,,3622.6933,31.1372,96.1078,111083.3748,189650.3234,v1_fsla_dispatcher,0.0000,20000.0000,0.2705,2.1641,0.2705,2.1641,0.2705,2.1641,0.2705,2.1641
CH,10,fsla_none,5,6667,,,3622.6933,31.1372,96.1078,111083.3748,189650.3234,v1_fsla_dispatcher,0.0000,20000.0000,0.2705,2.1641,0.2705,2.1641,0.2705,2.1641,0.2705,2.1641
