country,mw,layer,seed,nodes,n_completed,n_truncated,energy_kwh,ci_weighted_mean,cfe_canonical_pct,co2_g_it,co2_g_facility,source,_wall_s,v1_n_jobs,d_cfe_vs_fcfs_pp,d_ci_vs_fcfs_g,d_cfe_vs_easy_fcfs_pp,d_ci_vs_easy_fcfs_g,d_cfe_vs_saf_pp,d_ci_vs_saf_g,d_cfe_vs_replay_pp,d_ci_vs_replay_g
DE,10,fsla_none,3,6667,,,3622.6933,283.6902,64.5387,978470.9518,1624287.8393,v1_fsla_dispatcher,0.0000,20000.0000,7.7583,62.0662,7.7583,62.0662,7.7583,62.0662,7.7583,62.0662
DE,10,fsla_none,4,6667,,,3622.6933,283.6902,64.5387,978470.9518,1624287.8393,v1_fsla_dispatcher,0.0000,20000.0000,7.7583,62.0662,7.7583,62.0662,7.7583,62.0662,7.7583,62.0662
DE,10,fsla_none,5,6667,,,3622.6933,283.6902,64.5387,978470.9518,1624287.8393,v1_fsla_dispatcher,0.0000,20000.0000,7.7583,62.0662,7.7583,62.0662,7.7583,62.0662,7.7583,62.0662
DE,10,fsla_none,6,6667,,,3622.6933,283.6902,64.5387,978470.9518,1624287.8393,v1_fsla_dispatcher,0.0000,20000.0000,7.7583,62.0662,7.7583,62.0662,7.7583,62.0662,7.7583,62.0662
DE,10,fsla_none,7,6667,,,3622.6933,283.6902,64.5387,978470.9518,1624287.8393,v1_fsla_dispatcher,0.0000,20000.0000,7.7583,62.0662,7.7583,62.0662,7.7583,62.0662,7.7583,62.0662
DE,10,replay,0,6667,20000.0000,0.0000,2392.4925,345.7564,56.7805,827219.4814,992663.3777,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000
DE,10,replay,1,6667,20000.0000,0.0000,2392.4925,345.7564,56.7805,827219.4814,992663.3777,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000
DE,10,replay,2,6667,20000.0000,0.0000,2392.4925,345.7564,56.7805,827219.4814,992663.3777,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000
DE,10,replay,3,6667,20000.0000,0.0000,2392.4925,345.7564,56.7805,827219.4814,992663.3777,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000
DE,10,replay,4,6667,20000.0000,0.0000,2392.4925,345.7564,56.7805,827219.4814,992663.3777,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000
DE,10,replay,5,6667,20000.0000,0.0000,2392.4925,345.7564,56.7805,827219.4814,992663.3777,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000
DE,10,replay,6,6667,20000.0000,0.0000,2392.4925,345.7564,56.7805,827219.4814,992663.3777,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000
DE,10,replay,7,6667,20000.0000,0.0000,2392.4925,345.7564,56.7805,827219.4814,992663.3777,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000
DE,10,saf,0,6667,20000.0000,0.0000,2392.4925,345.7564,56.7805,827219.4814,992663.3777,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DE,10,saf,1,6667,20000.0000,0.0000,2392.4925,345.7564,56.7805,827219.4814,992663.3777,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DE,10,saf,2,6667,20000.0000,0.0000,2392.4925,345.7564,56.7805,827219.4814,992663.3777,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DE,10,saf,3,6667,20000.0000,0.0000,2392.4925,345.7564,56.7805,827219.4814,992663.3777,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DE,10,saf,4,6667,20000.0000,0.0000,2392.4925,345.7564,56.7805,827219.4814,992663.3777,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DE,10,saf,5,6667,20000.0000,0.0000,2392.4925,345.7564,56.7805,827219.4814,992663.3777,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DE,10,saf,6,6667,20000.0000,0.0000,2392.4925,345.7564,56.7805,827219.4814,992663.3777,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DE,10,saf,7,6667,20000.0000,0.0000,2392.4925,345.7564,56.7805,827219.4814,992663.3777,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DE,50,easy_fcfs,0,33333,20000.0000,0.0000,11867.9133,345.7681,56.7790,4103545.8443,4924255.0131,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
DE,50,easy_fcfs,1,33333,20000.0000,0.0000,11867.9133,345.7681,56.7790,4103545.8443,4924255.0131,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
DE,50,easy_fcfs,2,33333,20000.0000,0.0000,11867.9133,345.7681,56.7790,4103545.8443,4924255.0131,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
DE,50,easy_fcfs,3,33333,20000.0000,0.0000,11867.9133,345.7681,56.7790,4103545.8443,4924255.0131,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
DE,50,easy_fcfs,4,33333,20000.0000,0.0000,11867.9133,345.7681,56.7790,4103545.8443,4924255.0131,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
DE,50,easy_fcfs,5,33333,20000.0000,0.0000,11867.9133,345.7681,56.7790,4103545.8443,4924255.0131,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
DE,50,easy_fcfs,6,33333,20000.0000,0.0000,11867.9133,345.7681,56.7790,4103545.8443,4924255.0131,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
DE,50,easy_fcfs,7,33333,20000.0000,0.0000,11867.9133,345.7681,56.7790,4103545.8443,4924255.0131,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
DE,50,fcfs,0,33333,20000.0000,0.0000,11867.9133,345.7681,56.7790,4103545.8443,4924255.0131,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
DE,50,fcfs,1,33333,20000.0000,0.0000,11867.9133,345.7681,56.7790,4103545.8443,4924255.0131,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
DE,50,fcfs,2,33333,20000.0000,0.0000,11867.9133,345.7681,56.7790,4103545.8443,4924255.0131,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
DE,50,fcfs,3,33333,20000.0000,0.0000,11867.9133,345.7681,56.7790,4103545.8443,4924255.0131,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
DE,50,fcfs,4,33333,20000.0000,0.0000,11867.9133,345.7681,56.7790,4103545.8443,4924255.0131,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
DE,50,fcfs,5,33333,20000.0000,0.0000,11867.9133,345.7681,56.7790,4103545.8443,4924255.0131,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
DE,50,fcfs,6,33333,20000.0000,0.0000,11867.9133,345.7681,56.7790,4103545.8443,4924255.0131,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
DE,50,fcfs,7,33333,20000.0000,0.0000,11867.9133,345.7681,56.7790,4103545.8443,4924255.0131,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
DE,50,fsla_M0,0,33333,,,34941.1417,320.7117,59.9110,10605602.7459,193031913.9738,v1_fsla_dispatcher,0.0000,20000.0000,3.1321,25.0564,3.1321,25.0564,3.1321,25.0564,3.1321,25.0564
DE,50,fsla_M0,1,33333,,,34941.1417,320.7161,59.9105,10602917.1033,193072667.1642,v1_fsla_dispatcher,0.0000,20000.0000,3.1315,25.0520,3.1315,25.0520,3.1315,25.0520,3.1315,25.0520
DE,50,fsla_M0,2,33333,,,34941.1417,320.7180,59.9103,10623736.9218,192379661.2063,v1_fsla_dispatcher,0.0000,20000.0000,3.1313,25.0501,3.1313,25.0501,3.1313,25.0501,3.1313,25.0501
DE,50,fsla_M0,3,33333,,,34941.1417,320.7107,59.9112,10605643.3696,193142629.0749,v1_fsla_dispatcher,0.0000,20000.0000,3.1322,25.0574,3.1322,25.0574,3.1322,25.0574,3.1322,25.0574
DE,50,fsla_M0,4,33333,,,34941.1417,320.7194,59.9101,10627501.2799,192409696.4938,v1_fsla_dispatcher,0.0000,20000.0000,3.1311,25.0487,3.1311,25.0487,3.1311,25.0487,3.1311,25.0487
DE,50,fsla_M0,5,33333,,,34941.1417,320.7104,59.9112,10601601.6641,193169939.2412,v1_fsla_dispatcher,0.0000,20000.0000,3.1322,25.0577,3.1322,25.0577,3.1322,25.0577,3.1322,25.0577
DE,50,fsla_M0,6,33333,,,34941.1417,320.7117,59.9110,10604003.6979,192822957.4991,v1_fsla_dispatcher,0.0000,20000.0000,3.1321,25.0564,3.1321,25.0564,3.1321,25.0564,3.1321,25.0564
DE,50,fsla_M0,7,33333,,,34941.1417,320.7104,59.9112,10601601.6641,193169939.2412,v1_fsla_dispatcher,0.0000,20000.0000,3.1322,25.0577,3.1322,25.0577,3.1322,25.0577,3.1322,25.0577
DE,50,fsla_M1,0,33333,,,34941.1417,320.7117,59.9110,10605602.7459,193031913.9738,v1_fsla_dispatcher,0.0000,20000.0000,3.1321,25.0564,3.1321,25.0564,3.1321,25.0564,3.1321,25.0564
DE,50,fsla_M1,1,33333,,,34941.1417,320.7161,59.9105,10602917.1033,193072667.1642,v1_fsla_dispatcher,0.0000,20000.0000,3.1315,25.0520,3.1315,25.0520,3.1315,25.0520,3.1315,25.0520
DE,50,fsla_M1,2,33333,,,34941.1417,320.7180,59.9103,10623736.9218,192379661.2063,v1_fsla_dispatcher,0.0000,20000.0000,3.1313,25.0501,3.1313,25.0501,3.1313,25.0501,3.1313,25.0501
DE,50,fsla_M1,3,33333,,,34941.1417,320.7107,59.9112,10605643.3696,193142629.0749,v1_fsla_dispatcher,0.0000,20000.0000,3.1322,25.0574,3.1322,25.0574,3.1322,25.0574,3.1322,25.0574
DE,50,fsla_M1,4,33333,,,34941.1417,320.7194,59.9101,10627501.2799,192409696.4938,v1_fsla_dispatcher,0.0000,20000.0000,3.1311,25.0487,3.1311,25.0487,3.1311,25.0487,3.1311,25.0487
DE,50,fsla_M1,5,33333,,,34941.1417,320.7104,59.9112,10601601.6641,193169939.2412,v1_fsla_dispatcher,0.0000,20000.0000,3.1322,25.0577,3.1322,25.0577,3.1322,25.0577,3.1322,25.0577
DE,50,fsla_M1,6,33333,,,34941.1417,320.7117,59.9110,10604003.6979,192822957.4991,v1_fsla_dispatcher,0.0000,20000.0000,3.1321,25.0564,3.1321,25.0564,3.1321,25.0564,3.1321,25.0564
DE,50,fsla_M1,7,33333,,,34941.1417,320.7104,59.9112,10601601.6641,193169939.2412,v1_fsla_dispatcher,0.0000,20000.0000,3.1322,25.0577,3.1322,25.0577,3.1322,25.0577,3.1322,25.0577
DE,50,fsla_M2,0,33333,,,34941.1417,320.7117,59.9110,10605602.7459,193031913.9738,v1_fsla_dispatcher,0.0000,20000.0000,3.1321,25.0564,3.1321,25.0564,3.1321,25.0564,3.1321,25.0564
DE,50,fsla_M2,1,33333,,,34941.1417,320.7161,59.9105,10602917.1033,193072667.1642,v1_fsla_dispatcher,0.0000,20000.0000,3.1315,25.0520,3.1315,25.0520,3.1315,25.0520,3.1315,25.0520
DE,50,fsla_M2,2,33333,,,34941.1417,320.7180,59.9103,10623736.9218,192379661.2063,v1_fsla_dispatcher,0.0000,20000.0000,3.1313,25.0501,3.1313,25.0501,3.1313,25.0501,3.1313,25.0501
DE,50,fsla_M2,3,33333,,,34941.1417,320.7107,59.9112,10605643.3696,193142629.0749,v1_fsla_dispatcher,0.0000,20000.0000,3.1322,25.0574,3.1322,25.0574,3.1322,25.0574,3.1322,25.0574
DE,50,fsla_M2,4,33333,,,34941.1417,320.7194,59.9101,10627501.2799,192409696.4938,v1_fsla_dispatcher,0.0000,20000.0000,3.1311,25.0487,3.1311,25.0487,3.1311,25.0487,3.1311,25.0487
DE,50,fsla_M2,5,33333,,,34941.1417,320.7104,59.9112,10601601.6641,193169939.2412,v1_fsla_dispatcher,0.0000,20000.0000,3.1322,25.0577,3.1322,25.0577,3.1322,25.0577,3.1322,25.0577
DE,50,fsla_M2,6,33333,,,34941.1417,320.7117,59.9110,10604003.6979,192822957.4991,v1_fsla_dispatcher,0.0000,20000.0000,3.1321,25.0564,3.1321,25.0564,3.1321,25.0564,3.1321,25.0564
DE,50,fsla_M2,7,33333,,,34941.1417,320.7104,59.9112,10601601.6641,193169939.2412,v1_fsla_dispatcher,0.0000,20000.0000,3.1322,25.0577,3.1322,25.0577,3.1322,25.0577,3.1322,25.0577
DE,50,fsla_M3,0,33333,,,34941.1417,320.7117,59.9110,10605602.7459,193031913.9738,v1_fsla_dispatcher,0.0000,20000.0000,3.1321,25.0564,3.1321,25.0564,3.1321,25.0564,3.1321,25.0564
DE,50,fsla_M3,1,33333,,,34941.1417,320.7161,59.9105,10602917.1033,193072667.1642,v1_fsla_dispatcher,0.0000,20000.0000,3.1315,25.0520,3.1315,25.0520,3.1315,25.0520,3.1315,25.0520
DE,50,fsla_M3,2,33333,,,34941.1417,320.7180,59.9103,10623736.9218,192379661.2063,v1_fsla_dispatcher,0.0000,20000.0000,3.1313,25.0501,3.1313,25.0501,3.1313,25.0501,3.1313,25.0501
DE,50,fsla_M3,3,33333,,,34941.1417,320.7107,59.9112,10605643.3696,193142629.0749,v1_fsla_dispatcher,0.0000,20000.0000,3.1322,25.0574,3.1322,25.0574,3.1322,25.0574,3.1322,25.0574
DE,50,fsla_M3,4,33333,,,34941.1417,320.7194,59.9101,10627501.2799,192409696.4938,v1_fsla_dispatcher,0.0000,20000.0000,3.1311,25.0487,3.1311,25.0487,3.1311,25.0487,3.1311,25.0487
DE,50,fsla_M3,5,33333,,,34941.1417,320.7104,59.9112,10601601.6641,193169939.2412,v1_fsla_dispatcher,0.0000,20000.0000,3.1322,25.0577,3.1322,25.0577,3.1322,25.0577,3.1322,25.0577
DE,50,fsla_M3,6,33333,,,34941.1417,320.7117,59.9110,10604003.6979,192822957.4991,v1_fsla_dispatcher,0.0000,20000.0000,3.1321,25.0564,3.1321,25.0564,3.1321,25.0564,3.1321,25.0564
DE,50,fsla_M3,7,33333,,,34941.1417,320.7104,59.9112,10601601.6641,193169939.2412,v1_fsla_dispatcher,0.0000,20000.0000,3.1322,25.0577,3.1322,25.0577,3.1322,25.0577,3.1322,25.0577
DE,50,fsla_none,0,33333,,,18029.1283,283.8267,64.5217,4868026.2545,60937892.9587,v1_fsla_dispatcher,0.0000,20000.0000,7.7427,61.9414,7.7427,61.9414,7.7427,61.9414,7.7427,61.9414
DE,50,fsla_none,1,33333,,,18029.1283,283.8267,64.5217,4868026.2545,60937892.9587,v1_fsla_dispatcher,0.0000,20000.0000,7.7427,61.9414,7.7427,61.9414,7.7427,61.9414,7.7427,61.9414
DE,50,fsla_none,2,33333,,,18029.1283,283.8267,64.5217,4868026.2545,60937892.9587,v1_fsla_dispatcher,0.0000,20000.0000,7.7427,61.9414,7.7427,61.9414,7.7427,61.9414,7.7427,61.9414
DE,50,fsla_none,3,33333,,,18029.1283,283.8267,64.5217,4868026.2545,60937892.9587,v1_fsla_dispatcher,0.0000,20000.0000,7.7427,61.9414,7.7427,61.9414,7.7427,61.9414,7.7427,61.9414
DE,50,fsla_none,4,33333,,,18029.1283,283.8267,64.5217,4868026.2545,60937892.9587,v1_fsla_dispatcher,0.0000,20000.0000,7.7427,61.9414,7.7427,61.9414,7.7427,61.9414,7.7427,61.9414
DE,50,fsla_none,5,33333,,,18029.1283,283.8267,64.5217,4868026.2545,60937892.9587,v1_fsla_dispatcher,0.0000,20000.0000,7.7427,61.9414,7.7427,61.9414,7.7427,61.9414,7.7427,61.9414
DE,50,fsla_none,6,33333,,,18029.1283,283.8267,64.5217,4868026.2545,60937892.9587,v1_fsla_dispatcher,0.0000,20000.0000,7.7427,61.9414,7.7427,61.9414,7.7427,61.9414,7.7427,61.9414
DE,50,fsla_none,7,33333,,,18029.1283,283.8267,64.5217,4868026.2545,60937892.9587,v1_fsla_dispatcher,0.0000,20000.0000,7.7427,61.9414,7.7427,61.9414,7.7427,61.9414,7.7427,61.9414
DE,50,replay,0,33333,20000.0000,0.0000,11867.9133,345.7681,56.7790,4103545.8443,4924255.0131,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
DE,50,replay,1,33333,20000.0000,0.0000,11867.9133,345.7681,56.7790,4103545.8443,4924255.0131,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
DE,50,replay,2,33333,20000.0000,0.0000,11867.9133,345.7681,56.7790,4103545.8443,4924255.0131,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
DE,50,replay,3,33333,20000.0000,0.0000,11867.9133,345.7681,56.7790,4103545.8443,4924255.0131,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
DE,50,replay,4,33333,20000.0000,0.0000,11867.9133,345.7681,56.7790,4103545.8443,4924255.0131,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
DE,50,replay,5,33333,20000.0000,0.0000,11867.9133,345.7681,56.7790,4103545.8443,4924255.0131,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
DE,50,replay,6,33333,20000.0000,0.0000,11867.9133,345.7681,56.7790,4103545.8443,4924255.0131,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
DE,50,replay,7,33333,20000.0000,0.0000,11867.9133,345.7681,56.7790,4103545.8443,4924255.0131,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
DE,50,saf,0,33333,20000.0000,0.0000,11867.9133,345.7681,56.7790,4103545.8443,4924255.0131,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DE,50,saf,1,33333,20000.0000,0.0000,11867.9133,345.7681,56.7790,4103545.8443,4924255.0131,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DE,50,saf,2,33333,20000.0000,0.0000,11867.9133,345.7681,56.7790,4103545.8443,4924255.0131,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DE,50,saf,3,33333,20000.0000,0.0000,11867.9133,345.7681,56.7790,4103545.8443,4924255.0131,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DE,50,saf,4,33333,20000.0000,0.0000,11867.9133,345.7681,56.7790,4103545.8443,4924255.0131,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DE,50,saf,5,33333,20000.0000,0.0000,11867.9133,345.7681,56.7790,4103545.8443,4924255.0131,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DE,50,saf,6,33333,20000.0000,0.0000,11867.9133,345.7681,56.7790,4103545.8443,4924255.0131,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DE,50,saf,7,33333,20000.0000,0.0000,11867.9133,345.7681,56.7790,4103545.8443,4924255.0131,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FR,1,easy_fcfs,0,667,20000.0000,0.0000,259.4721,59.2469,92.5941,15372.9294,18447.5152,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FR,1,easy_fcfs,1,667,20000.0000,0.0000,259.4721,59.2469,92.5941,15372.9294,18447.5152,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FR,1,easy_fcfs,2,667,20000.0000,0.0000,259.4721,59.2469,92.5941,15372.9294,18447.5152,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FR,1,easy_fcfs,3,667,20000.0000,0.0000,259.4721,59.2469,92.5941,15372.9294,18447.5152,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FR,1,easy_fcfs,4,667,20000.0000,0.0000,259.4721,59.2469,92.5941,15372.9294,18447.5152,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FR,1,easy_fcfs,5,667,20000.0000,0.0000,259.4721,59.2469,92.5941,15372.9294,18447.5152,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FR,1,easy_fcfs,6,667,20000.0000,0.0000,259.4721,59.2469,92.5941,15372.9294,18447.5152,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FR,1,easy_fcfs,7,667,20000.0000,0.0000,259.4721,59.2469,92.5941,15372.9294,18447.5152,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FR,1,fcfs,0,667,20000.0000,0.0000,259.4721,59.2469,92.5941,15372.9294,18447.5152,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FR,1,fcfs,1,667,20000.0000,0.0000,259.4721,59.2469,92.5941,15372.9294,18447.5152,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FR,1,fcfs,2,667,20000.0000,0.0000,259.4721,59.2469,92.5941,15372.9294,18447.5152,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FR,1,fcfs,3,667,20000.0000,0.0000,259.4721,59.2469,92.5941,15372.9294,18447.5152,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FR,1,fcfs,4,667,20000.0000,0.0000,259.4721,59.2469,92.5941,15372.9294,18447.5152,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FR,1,fcfs,5,667,20000.0000,0.0000,259.4721,59.2469,92.5941,15372.9294,18447.5152,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FR,1,fcfs,6,667,20000.0000,0.0000,259.4721,59.2469,92.5941,15372.9294,18447.5152,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FR,1,fcfs,7,667,20000.0000,0.0000,259.4721,59.2469,92.5941,15372.9294,18447.5152,v2_scheduler,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FR,1,fsla_M0,0,667,,,765.1275,56.1599,92.9800,42502.7213,50335.9175,v1_fsla_dispatcher,0.0000,20000.0000,0.3859,3.0871,0.3859,3.0871,0.3859,3.0871,0.3859,3.0871
FR,1,fsla_M0,1,667,,,866.8525,56.5640,92.9295,48224.6035,56816.4894,v1_fsla_dispatcher,0.0000,20000.0000,0.3354,2.6830,0.3354,2.6830,0.3354,2.6830,0.3354,2.6830
FR,1,fsla_M0,2,667,,,866.8525,56.5622,92.9297,48234.1632,56869.5292,v1_fsla_dispatcher,0.0000,20000.0000,0.3356,2.6848,0.3356,2.6848,0.3356,2.6848,0.3356,2.6848
FR,1,fsla_M0,3,667,,,765.1275,56.1597,92.9800,42506.1537,50320.8398,v1_fsla_dispatcher,0.0000,20000.0000,0.3859,3.0872,0.3859,3.0872,0.3859,3.0872,0.3859,3.0872
FR,1,fsla_M0,4,667,,,866.8525,56.5621,92.9297,48236.1134,56889.2190,v1_fsla_dispatcher,0.0000,20000.0000,0.3356,2.6849,0.3356,2.6849,0.3356,2.6849,0.3356,2.6849
FR,1,fsla_M0,5,667,,,866.8525,56.5640,92.9295,48224.2501,56801.3999,v1_fsla_dispatcher,0.0000,20000.0000,0.3354,2.6830,0.3354,2.6830,0.3354,2.6830,0.3354,2.6830
FR,1,fsla_M0,6,667,,,866.8525,56.5637,92.9295,48224.5079,56816.5811,v1_fsla_dispatcher,0.0000,20000.0000,0.3354,2.6832,0.3354,2.6832,0.3354,2.6832,0.3354,2.6832
FR,1,fsla_M0,7,667,,,866.8525,56.5640,92.9295,48224.2501,56801.3999,v1_fsla_dispatcher,0.0000,20000.0000,0.3354,2.6830,0.3354,2.6830,0.3354,2.6830,0.3354,2.6830
FR,1,fsla_M1,0,667,,,765.1275,56.1599,92.9800,42502.7213,50335.9175,v1_fsla_dispatcher,0.0000,20000.0000,0.3859,3.0871,0.3859,3.0871,0.3859,3.0871,0.3859,3.0871
FR,1,fsla_M1,1,667,,,866.8525,56.5640,92.9295,48224.6035,56816.4894,v1_fsla_dispatcher,0.0000,20000.0000,0.3354,2.6830,0.3354,2.6830,0.3354,2.6830,0.3354,2.6830
FR,1,fsla_M1,2,667,,,866.8525,56.5622,92.9297,48234.1632,56869.5292,v1_fsla_dispatcher,0.0000,20000.0000,0.3356,2.6848,0.3356,2.6848,0.3356,2.6848,0.3356,2.6848
FR,1,fsla_M1,3,667,,,765.1275,56.1597,92.9800,42506.1537,50320.8398,v1_fsla_dispatcher,0.0000,20000.0000,0.3859,3.0872,0.3859,3.0872,0.3859,3.0872,0.3859,3.0872
FR,1,fsla_M1,4,667,,,866.8525,56.5621,92.9297,48236.1134,56889.2190,v1_fsla_dispatcher,0.0000,20000.0000,0.3356,2.6849,0.3356,2.6849,0.3356,2.6849,0.3356,2.6849
FR,1,fsla_M1,5,667,,,866.8525,56.5640,92.9295,48224.2501,56801.3999,v1_fsla_dispatcher,0.0000,20000.0000,0.3354,2.6830,0.3354,2.6830,0.3354,2.6830,0.3354,2.6830
FR,1,fsla_M1,6,667,,,866.8525,56.5637,92.9295,48224.5079,56816.5811,v1_fsla_dispatcher,0.0000,20000.0000,0.3354,2.6832,0.3354,2.6832,0.3354,2.6832,0.3354,2.6832
