policy,mechanism,seed,n_jobs,energy_kwh,co2_g_it,co2_g_facility,cfe_pct,p50_slowdown,p95_slowdown,p99_slowdown,avg_pue,swf_utilitarian,swf_nash,swf_alpha_0.5,swf_alpha_1.0,swf_alpha_2.0,jain_fairness,n_users,audit_n_over_declared,audit_n_under_declared,audit_total_penalty,audit_nom_ic_violation_rate
SAF,M3,20260523,1994,8653.3892,2103762.6177,2569329.2441,69.8267,3.3820,20.2060,26.6252,1.2466,4.0179,0.0000,12.8341,-800.5288,-38000000054.1394,0.7027,49,0,0,0.0000,0.0000
SAF,M3,20260524,1994,8663.1896,2098174.7730,2558410.4832,70.1702,3.1032,23.2809,29.1814,1.2729,2.5071,0.0000,7.8749,-879.6281,-42000000041.3410,0.6638,49,0,0,0.0000,0.0000
RLBackfilling,none,20260517,1994,8816.0925,2116771.0666,2635989.7108,70.9511,2.3139,15.7296,28.8523,1.1895,0.0000,0.0000,0.0031,-1015.4400,-49000000000.0000,0.0209,49,0,0,0.0000,0.0000
RLBackfilling,none,20260518,1994,8666.2904,2125006.9713,2584433.8984,69.0465,2.3159,15.7296,28.8523,1.2632,0.0000,0.0000,0.0031,-1015.4400,-49000000000.0000,0.0209,49,0,0,0.0000,0.0000
RLBackfilling,none,20260519,1994,8704.2392,2138698.6453,2598286.6933,68.8583,2.3099,15.7296,28.8523,1.2355,0.0000,0.0000,0.0031,-1015.4400,-49000000000.0000,0.0209,49,0,0,0.0000,0.0000
RLBackfilling,none,20260520,1994,8656.7233,2132604.6962,2587454.1600,68.6175,2.3182,15.5956,28.8523,1.2486,0.0000,0.0000,0.0031,-1015.4400,-49000000000.0000,0.0209,49,0,0,0.0000,0.0000
RLBackfilling,none,20260521,1994,8816.0925,2146865.1017,2620781.9835,69.6765,2.3139,15.5956,28.8523,1.2076,0.0000,0.0000,0.0031,-1015.4400,-49000000000.0000,0.0209,49,0,0,0.0000,0.0000
RLBackfilling,none,20260522,1994,8814.7425,2117907.2585,2593681.5443,70.8893,2.3159,15.7296,28.8523,1.2368,0.0000,0.0000,0.0031,-1015.4400,-49000000000.0000,0.0209,49,0,0,0.0000,0.0000
RLBackfilling,none,20260523,1994,8656.2392,2108779.3197,2574804.4996,69.6402,2.3139,15.5956,28.8523,1.2571,0.0000,0.0000,0.0031,-1015.4400,-49000000000.0000,0.0209,49,0,0,0.0000,0.0000
RLBackfilling,none,20260524,1994,8666.0396,2099554.2006,2566713.4165,70.1406,2.3139,15.5956,28.8523,1.2615,0.0000,0.0000,0.0031,-1015.4400,-49000000000.0000,0.0209,49,0,0,0.0000,0.0000
RLBackfilling,M0,20260517,1994,8817.4767,2112645.3614,2608135.0383,71.1399,3.1907,24.2663,30.8354,1.2013,0.7433,0.0000,2.3454,-976.3085,-47000000007.5258,0.6606,49,0,0,0.0000,0.0000
RLBackfilling,M0,20260518,1994,8666.5237,2110829.2863,2563463.2309,69.6598,2.8282,25.1976,31.7285,1.2547,0.1507,0.0000,0.7796,-996.6089,-48000000006.6337,0.4012,49,0,0,0.0000,0.0000
RLBackfilling,M0,20260519,1994,8811.5925,2149085.6609,2594708.9536,69.5359,4.6753,17.9732,27.0572,1.2404,0.6836,0.0000,2.7305,-958.3013,-46000000019.2175,0.7444,49,0,0,0.0000,0.0000
RLBackfilling,M0,20260520,1994,8653.7233,2137079.3075,2583602.1944,68.3926,3.6686,21.0097,28.0878,1.2341,1.5556,0.0000,5.3105,-904.4105,-43000000327.7961,0.6639,49,0,0,0.0000,0.0000
RLBackfilling,M0,20260521,1994,8808.7425,2133445.0521,2611589.9876,70.1695,3.2270,22.3128,30.8211,1.2101,0.4589,0.0000,1.9095,-976.9776,-47000000009.0721,0.6491,49,0,0,0.0000,0.0000
RLBackfilling,M0,20260522,1994,8810.2425,2140731.1831,2620242.9013,69.8761,3.6379,20.5932,27.5681,1.2009,1.1157,0.0000,4.6723,-919.5568,-44000000024.6018,0.6760,49,0,0,0.0000,0.0000
RLBackfilling,M0,20260523,1994,8653.3892,2103762.6177,2569329.2441,69.8267,3.3820,20.2060,26.6252,1.2466,4.0179,0.0000,12.8341,-800.5288,-38000000054.1394,0.7027,49,0,0,0.0000,0.0000
RLBackfilling,M0,20260524,1994,8663.1896,2098174.7730,2558410.4832,70.1702,3.1032,23.2809,29.1814,1.2729,2.5071,0.0000,7.8749,-879.6281,-42000000041.3410,0.6638,49,0,0,0.0000,0.0000
RLBackfilling,M1,20260517,1994,8817.4767,2112645.3614,2608135.0383,71.1399,3.1907,24.2663,30.8354,1.2013,0.7433,0.0000,2.3454,-976.3085,-47000000007.5258,0.6606,49,1278,392,505.0621,0.0000
RLBackfilling,M1,20260518,1994,8666.5237,2110829.2863,2563463.2309,69.6598,2.8282,25.1976,31.7285,1.2547,0.1507,0.0000,0.7796,-996.6089,-48000000006.6337,0.4012,49,1261,322,384.9686,0.0000
RLBackfilling,M1,20260519,1994,8811.5925,2149085.6609,2594708.9536,69.5359,4.6753,17.9732,27.0572,1.2404,0.6836,0.0000,2.7305,-958.3013,-46000000019.2175,0.7444,49,1346,512,552.0590,0.0000
RLBackfilling,M1,20260520,1994,8653.7233,2137079.3075,2583602.1944,68.3926,3.6686,21.0097,28.0878,1.2341,1.5556,0.0000,5.3105,-904.4105,-43000000327.7961,0.6639,49,1296,480,526.4421,0.0000
RLBackfilling,M1,20260521,1994,8808.7425,2133445.0521,2611589.9876,70.1695,3.2270,22.3128,30.8211,1.2101,0.4589,0.0000,1.9095,-976.9776,-47000000009.0721,0.6491,49,1280,428,526.2816,0.0000
RLBackfilling,M1,20260522,1994,8810.2425,2140731.1831,2620242.9013,69.8761,3.6379,20.5932,27.5681,1.2009,1.1157,0.0000,4.6723,-919.5568,-44000000024.6018,0.6760,49,1300,466,477.9807,0.0000
RLBackfilling,M1,20260523,1994,8653.3892,2103762.6177,2569329.2441,69.8267,3.3820,20.2060,26.6252,1.2466,4.0179,0.0000,12.8341,-800.5288,-38000000054.1394,0.7027,49,1280,432,450.5537,0.0000
RLBackfilling,M1,20260524,1994,8663.1896,2098174.7730,2558410.4832,70.1702,3.1032,23.2809,29.1814,1.2729,2.5071,0.0000,7.8749,-879.6281,-42000000041.3410,0.6638,49,1281,408,446.7570,0.0000
RLBackfilling,M2,20260517,1994,8817.4767,2112645.3614,2608135.0383,71.1399,3.1907,24.2663,30.8354,1.2013,0.7433,0.0000,2.3454,-976.3085,-47000000007.5258,0.6606,49,0,0,0.0000,0.0000
RLBackfilling,M2,20260518,1994,8666.5237,2110829.2863,2563463.2309,69.6598,2.8282,25.1976,31.7285,1.2547,0.1507,0.0000,0.7796,-996.6089,-48000000006.6337,0.4012,49,0,0,0.0000,0.0000
RLBackfilling,M2,20260519,1994,8811.5925,2149085.6609,2594708.9536,69.5359,4.6753,17.9732,27.0572,1.2404,0.6836,0.0000,2.7305,-958.3013,-46000000019.2175,0.7444,49,0,0,0.0000,0.0000
RLBackfilling,M2,20260520,1994,8653.7233,2137079.3075,2583602.1944,68.3926,3.6686,21.0097,28.0878,1.2341,1.5556,0.0000,5.3105,-904.4105,-43000000327.7961,0.6639,49,0,0,0.0000,0.0000
RLBackfilling,M2,20260521,1994,8808.7425,2133445.0521,2611589.9876,70.1695,3.2270,22.3128,30.8211,1.2101,0.4589,0.0000,1.9095,-976.9776,-47000000009.0721,0.6491,49,0,0,0.0000,0.0000
RLBackfilling,M2,20260522,1994,8810.2425,2140731.1831,2620242.9013,69.8761,3.6379,20.5932,27.5681,1.2009,1.1157,0.0000,4.6723,-919.5568,-44000000024.6018,0.6760,49,0,0,0.0000,0.0000
RLBackfilling,M2,20260523,1994,8653.3892,2103762.6177,2569329.2441,69.8267,3.3820,20.2060,26.6252,1.2466,4.0179,0.0000,12.8341,-800.5288,-38000000054.1394,0.7027,49,0,0,0.0000,0.0000
RLBackfilling,M2,20260524,1994,8663.1896,2098174.7730,2558410.4832,70.1702,3.1032,23.2809,29.1814,1.2729,2.5071,0.0000,7.8749,-879.6281,-42000000041.3410,0.6638,49,0,0,0.0000,0.0000
RLBackfilling,M3,20260517,1994,8817.4767,2112645.3614,2608135.0383,71.1399,3.1907,24.2663,30.8354,1.2013,0.7433,0.0000,2.3454,-976.3085,-47000000007.5258,0.6606,49,0,0,0.0000,0.0000
RLBackfilling,M3,20260518,1994,8666.5237,2110829.2863,2563463.2309,69.6598,2.8282,25.1976,31.7285,1.2547,0.1507,0.0000,0.7796,-996.6089,-48000000006.6337,0.4012,49,0,0,0.0000,0.0000
RLBackfilling,M3,20260519,1994,8811.5925,2149085.6609,2594708.9536,69.5359,4.6753,17.9732,27.0572,1.2404,0.6836,0.0000,2.7305,-958.3013,-46000000019.2175,0.7444,49,0,0,0.0000,0.0000
RLBackfilling,M3,20260520,1994,8653.7233,2137079.3075,2583602.1944,68.3926,3.6686,21.0097,28.0878,1.2341,1.5556,0.0000,5.3105,-904.4105,-43000000327.7961,0.6639,49,0,0,0.0000,0.0000
RLBackfilling,M3,20260521,1994,8808.7425,2133445.0521,2611589.9876,70.1695,3.2270,22.3128,30.8211,1.2101,0.4589,0.0000,1.9095,-976.9776,-47000000009.0721,0.6491,49,0,0,0.0000,0.0000
RLBackfilling,M3,20260522,1994,8810.2425,2140731.1831,2620242.9013,69.8761,3.6379,20.5932,27.5681,1.2009,1.1157,0.0000,4.6723,-919.5568,-44000000024.6018,0.6760,49,0,0,0.0000,0.0000
RLBackfilling,M3,20260523,1994,8653.3892,2103762.6177,2569329.2441,69.8267,3.3820,20.2060,26.6252,1.2466,4.0179,0.0000,12.8341,-800.5288,-38000000054.1394,0.7027,49,0,0,0.0000,0.0000
RLBackfilling,M3,20260524,1994,8663.1896,2098174.7730,2558410.4832,70.1702,3.1032,23.2809,29.1814,1.2729,2.5071,0.0000,7.8749,-879.6281,-42000000041.3410,0.6638,49,0,0,0.0000,0.0000
GridPilot-PUE,none,20260517,1994,8824.0100,2171933.0546,2667653.7740,68.6972,13.9734,152.4839,411.2177,1.1548,0.0000,0.0000,0.0031,-1015.4400,-49000000000.0000,0.9382,49,0,0,0.0000,0.0000
GridPilot-PUE,none,20260518,1994,8824.0100,2136624.5243,2619180.1847,70.1914,13.8228,151.9516,411.2177,1.1873,0.0000,0.0000,0.0031,-1015.4400,-49000000000.0000,0.9296,49,0,0,0.0000,0.0000
GridPilot-PUE,none,20260519,1994,8826.3771,2170005.4420,2550984.2273,68.8034,13.8687,151.9516,411.2177,1.2088,0.0000,0.0000,0.0031,-1015.4400,-49000000000.0000,0.9497,49,0,0,0.0000,0.0000
GridPilot-PUE,none,20260520,1994,8824.0100,2162277.6150,2652054.4828,69.1058,14.2135,152.9736,411.2177,1.1958,0.0000,0.0000,0.0031,-1015.4400,-49000000000.0000,0.9506,49,0,0,0.0000,0.0000
GridPilot-PUE,none,20260521,1994,8824.0100,2146644.6936,2626923.3111,69.7674,14.2629,152.9736,411.2177,1.1609,0.0000,0.0000,0.0031,-1015.4400,-49000000000.0000,0.9464,49,0,0,0.0000,0.0000
GridPilot-PUE,none,20260522,1994,8824.0100,2174311.1358,2664395.0228,68.5966,14.2876,157.9583,411.2177,1.2362,0.0000,0.0000,0.0031,-1015.4400,-49000000000.0000,0.9476,49,0,0,0.0000,0.0000
GridPilot-PUE,none,20260523,1994,8824.0100,2167317.0509,2663447.5746,68.8926,14.2135,152.9736,411.2177,1.1572,0.0000,0.0000,0.0031,-1015.4400,-49000000000.0000,0.9483,49,0,0,0.0000,0.0000
GridPilot-PUE,none,20260524,1994,8824.0100,2171962.4912,2664879.9720,68.6960,14.1467,152.9736,411.2177,1.1997,0.0000,0.0000,0.0031,-1015.4400,-49000000000.0000,0.9490,49,0,0,0.0000,0.0000
GridPilot-PUE,M0,20260517,1994,8826.3771,2170637.0115,2684721.6281,68.7767,13.1900,144.6271,377.5530,1.1839,0.0000,0.0000,0.0031,-1015.4400,-49000000000.0000,0.9325,49,0,0,0.0000,0.0000
GridPilot-PUE,M0,20260518,1994,8826.3771,2156179.5600,2668628.4935,69.3884,13.1009,143.0819,368.4054,1.1484,0.0000,0.0000,0.0031,-1015.4400,-49000000000.0000,0.9454,49,0,0,0.0000,0.0000
GridPilot-PUE,M0,20260519,1994,8826.3771,2173210.0905,2537111.8428,68.6679,13.1745,144.6271,377.5530,1.2274,0.0000,0.0000,0.0031,-1015.4400,-49000000000.0000,0.9407,49,0,0,0.0000,0.0000
GridPilot-PUE,M0,20260520,1994,8826.3771,2161321.4529,2661860.2213,69.1708,13.5647,148.5703,377.5530,1.2165,0.0000,0.0000,0.0031,-1015.4400,-49000000000.0000,0.9483,49,0,0,0.0000,0.0000
GridPilot-PUE,M0,20260521,1994,8826.3771,2159048.7524,2662681.8547,69.2670,13.6504,149.0162,377.5530,1.1769,0.0079,0.0000,0.1808,-999.5574,-48000000126.5474,0.9441,49,0,0,0.0000,0.0000
GridPilot-PUE,M0,20260522,1994,8826.3771,2171931.8421,2669791.1818,68.7219,13.6504,149.7963,377.5530,1.2008,0.0720,0.0000,0.5398,-997.3476,-48000000013.8850,0.8997,49,0,0,0.0000,0.0000
GridPilot-PUE,M0,20260523,1994,8826.3771,2169261.9930,2674562.6383,68.8349,13.3363,147.0844,377.5530,1.1847,0.0079,0.0000,0.1808,-999.5574,-48000000126.5474,0.9020,49,0,0,0.0000,0.0000
GridPilot-PUE,M0,20260524,1994,8826.3771,2169993.7349,2670508.0185,68.8039,13.4031,149.0162,377.5530,1.2156,0.4446,0.0000,1.3366,-995.5273,-48000000002.2491,0.9355,49,0,0,0.0000,0.0000
GridPilot-PUE,M1,20260517,1994,8826.3771,2170637.0115,2684721.6281,68.7767,13.1900,144.6271,377.5530,1.1839,0.0000,0.0000,0.0031,-1015.4400,-49000000000.0000,0.9325,49,1728,138,4657.0668,0.0000
GridPilot-PUE,M1,20260518,1994,8826.3771,2156179.5600,2668628.4935,69.3884,13.1009,143.0819,368.4054,1.1484,0.0000,0.0000,0.0031,-1015.4400,-49000000000.0000,0.9454,49,1733,112,3496.0436,0.0000
GridPilot-PUE,M1,20260519,1994,8826.3771,2173210.0905,2537111.8428,68.6679,13.1745,144.6271,377.5530,1.2274,0.0000,0.0000,0.0031,-1015.4400,-49000000000.0000,0.9407,49,1730,202,7136.1714,0.0000
GridPilot-PUE,M1,20260520,1994,8826.3771,2161321.4529,2661860.2213,69.1708,13.5647,148.5703,377.5530,1.2165,0.0000,0.0000,0.0031,-1015.4400,-49000000000.0000,0.9483,49,1725,178,6059.1610,0.0000
GridPilot-PUE,M1,20260521,1994,8826.3771,2159048.7524,2662681.8547,69.2670,13.6504,149.0162,377.5530,1.1769,0.0079,0.0000,0.1808,-999.5574,-48000000126.5474,0.9441,49,1730,152,5090.3494,0.0000
GridPilot-PUE,M1,20260522,1994,8826.3771,2171931.8421,2669791.1818,68.7219,13.6504,149.7963,377.5530,1.2008,0.0720,0.0000,0.5398,-997.3476,-48000000013.8850,0.8997,49,1728,179,6081.7492,0.0000
GridPilot-PUE,M1,20260523,1994,8826.3771,2169261.9930,2674562.6383,68.8349,13.3363,147.0844,377.5530,1.1847,0.0079,0.0000,0.1808,-999.5574,-48000000126.5474,0.9020,49,1717,162,5498.7231,0.0000
GridPilot-PUE,M1,20260524,1994,8826.3771,2169993.7349,2670508.0185,68.8039,13.4031,149.0162,377.5530,1.2156,0.4446,0.0000,1.3366,-995.5273,-48000000002.2491,0.9355,49,1732,156,4887.3347,0.0000
GridPilot-PUE,M2,20260517,1994,8826.3771,2170637.0115,2684721.6281,68.7767,13.1900,144.6271,377.5530,1.1839,0.0000,0.0000,0.0031,-1015.4400,-49000000000.0000,0.9325,49,0,0,0.0000,0.0000
GridPilot-PUE,M2,20260518,1994,8826.3771,2156179.5600,2668628.4935,69.3884,13.1009,143.0819,368.4054,1.1484,0.0000,0.0000,0.0031,-1015.4400,-49000000000.0000,0.9454,49,0,0,0.0000,0.0000
GridPilot-PUE,M2,20260519,1994,8826.3771,2173210.0905,2537111.8428,68.6679,13.1745,144.6271,377.5530,1.2274,0.0000,0.0000,0.0031,-1015.4400,-49000000000.0000,0.9407,49,0,0,0.0000,0.0000
GridPilot-PUE,M2,20260520,1994,8826.3771,2161321.4529,2661860.2213,69.1708,13.5647,148.5703,377.5530,1.2165,0.0000,0.0000,0.0031,-1015.4400,-49000000000.0000,0.9483,49,0,0,0.0000,0.0000
GridPilot-PUE,M2,20260521,1994,8826.3771,2159048.7524,2662681.8547,69.2670,13.6504,149.0162,377.5530,1.1769,0.0079,0.0000,0.1808,-999.5574,-48000000126.5474,0.9441,49,0,0,0.0000,0.0000
GridPilot-PUE,M2,20260522,1994,8826.3771,2171931.8421,2669791.1818,68.7219,13.6504,149.7963,377.5530,1.2008,0.0720,0.0000,0.5398,-997.3476,-48000000013.8850,0.8997,49,0,0,0.0000,0.0000
GridPilot-PUE,M2,20260523,1994,8826.3771,2169261.9930,2674562.6383,68.8349,13.3363,147.0844,377.5530,1.1847,0.0079,0.0000,0.1808,-999.5574,-48000000126.5474,0.9020,49,0,0,0.0000,0.0000
GridPilot-PUE,M2,20260524,1994,8826.3771,2169993.7349,2670508.0185,68.8039,13.4031,149.0162,377.5530,1.2156,0.4446,0.0000,1.3366,-995.5273,-48000000002.2491,0.9355,49,0,0,0.0000,0.0000
GridPilot-PUE,M3,20260517,1994,8826.3771,2170637.0115,2684721.6281,68.7767,13.1900,144.6271,377.5530,1.1839,0.0000,0.0000,0.0031,-1015.4400,-49000000000.0000,0.9325,49,0,0,0.0000,0.0000
GridPilot-PUE,M3,20260518,1994,8826.3771,2156179.5600,2668628.4935,69.3884,13.1009,143.0819,368.4054,1.1484,0.0000,0.0000,0.0031,-1015.4400,-49000000000.0000,0.9454,49,0,0,0.0000,0.0000
GridPilot-PUE,M3,20260519,1994,8826.3771,2173210.0905,2537111.8428,68.6679,13.1745,144.6271,377.5530,1.2274,0.0000,0.0000,0.0031,-1015.4400,-49000000000.0000,0.9407,49,0,0,0.0000,0.0000
GridPilot-PUE,M3,20260520,1994,8826.3771,2161321.4529,2661860.2213,69.1708,13.5647,148.5703,377.5530,1.2165,0.0000,0.0000,0.0031,-1015.4400,-49000000000.0000,0.9483,49,0,0,0.0000,0.0000
GridPilot-PUE,M3,20260521,1994,8826.3771,2159048.7524,2662681.8547,69.2670,13.6504,149.0162,377.5530,1.1769,0.0079,0.0000,0.1808,-999.5574,-48000000126.5474,0.9441,49,0,0,0.0000,0.0000
GridPilot-PUE,M3,20260522,1994,8826.3771,2171931.8421,2669791.1818,68.7219,13.6504,149.7963,377.5530,1.2008,0.0720,0.0000,0.5398,-997.3476,-48000000013.8850,0.8997,49,0,0,0.0000,0.0000
GridPilot-PUE,M3,20260523,1994,8826.3771,2169261.9930,2674562.6383,68.8349,13.3363,147.0844,377.5530,1.1847,0.0079,0.0000,0.1808,-999.5574,-48000000126.5474,0.9020,49,0,0,0.0000,0.0000
GridPilot-PUE,M3,20260524,1994,8826.3771,2169993.7349,2670508.0185,68.8039,13.4031,149.0162,377.5530,1.2156,0.4446,0.0000,1.3366,-995.5273,-48000000002.2491,0.9355,49,0,0,0.0000,0.0000
