country,mw,nodes,layer,mechanism,seed,n_jobs,energy_kwh,co2_g_it,co2_g_facility,co2_tonnes_y,cfe_pct,cfe_abs_pct,ci_weighted_mean,p50_slowdown,p95_slowdown,p99_slowdown,avg_pue,jain_fairness,cfe_lift_pp_vs_none,cfe_abs_lift_pp_vs_none,ci_weighted_lift_g,co2_avoided_tonnes_y,delta_facility_pp
FR,10.0000,6667,fsla,M3,20260520,1994,60331.3467,3112040.3713,6657203.9358,37.8632,52.2159,100.0000,53.3302,14.2135,158.8130,411.2177,2.0313,0.8178,0.4518,0.0000,-0.0535,0.0800,-0.4572
FR,10.0000,6667,pue,none,20260520,1994,115401.0000,6011142.7625,12863478.4950,73.1356,50.3584,100.0000,53.3287,14.2801,159.1382,411.2177,2.0330,0.8214,0.0000,0.0000,0.0000,0.0000,0.0000
FR,10.0000,6667,pue,GridPilot-PUE,20260520,1994,60331.3467,3107011.2417,6599037.3862,37.8020,52.5215,100.0000,53.3360,13.6504,149.7963,377.5530,1.9677,0.8578,2.1631,0.0000,-0.0074,35.3336,48.6994
FR,10.0000,6667,fsla,none,20260521,1994,60314.7771,3118618.6885,6626904.9011,37.9432,51.7641,100.0000,53.2767,15.1422,172.4286,457.1975,2.0069,0.0205,0.0000,0.0000,0.0000,0.0000,0.0000
FR,10.0000,6667,fsla,M0,20260521,1994,60331.3467,3112680.5719,6652298.6221,37.8709,52.1770,100.0000,53.3287,14.2801,159.1382,411.2177,2.0330,0.7403,0.4129,0.0000,-0.0519,0.0722,-0.3832
FR,10.0000,6667,fsla,M1,20260521,1994,60331.3467,3112680.5719,6652298.6221,37.8709,52.1770,100.0000,53.3287,14.2801,159.1382,411.2177,2.0330,0.7403,0.4129,0.0000,-0.0519,0.0722,-0.3832
FR,10.0000,6667,fsla,M2,20260521,1994,60331.3467,3112680.5719,6652298.6221,37.8709,52.1770,100.0000,53.3287,14.2801,159.1382,411.2177,2.0330,0.7403,0.4129,0.0000,-0.0519,0.0722,-0.3832
FR,10.0000,6667,fsla,M3,20260521,1994,60331.3467,3112680.5719,6652298.6221,37.8709,52.1770,100.0000,53.3287,14.2801,159.1382,411.2177,2.0330,0.7403,0.4129,0.0000,-0.0519,0.0722,-0.3832
FR,10.0000,6667,pue,none,20260521,1994,115401.0000,6011142.7625,12863478.4950,73.1356,50.3584,100.0000,53.3287,14.2801,159.1382,411.2177,2.0330,0.7399,0.0000,0.0000,0.0000,0.0000,0.0000
FR,10.0000,6667,pue,GridPilot-PUE,20260521,1994,60331.3467,3102197.9350,6665870.8298,37.7434,52.8140,100.0000,53.3199,13.6895,149.7963,411.2177,2.0389,0.7504,2.4556,0.0000,0.0088,35.3922,48.1799
FR,10.0000,6667,fsla,none,20260522,1994,60314.7771,3118618.6885,6626904.9011,37.9432,51.7641,100.0000,53.2767,15.1422,172.4286,457.1975,2.0069,0.8981,0.0000,0.0000,0.0000,0.0000,0.0000
FR,10.0000,6667,fsla,M0,20260522,1994,60331.3467,3102706.4066,6628603.6669,37.7496,52.7831,100.0000,53.2699,14.1227,152.4839,411.2177,1.9997,0.8526,1.0189,0.0000,0.0068,0.1936,-0.0256
FR,10.0000,6667,fsla,M1,20260522,1994,60331.3467,3102706.4066,6628603.6669,37.7496,52.7831,100.0000,53.2699,14.1227,152.4839,411.2177,1.9997,0.8526,1.0189,0.0000,0.0068,0.1936,-0.0256
FR,10.0000,6667,fsla,M2,20260522,1994,60331.3467,3102706.4066,6628603.6669,37.7496,52.7831,100.0000,53.2699,14.1227,152.4839,411.2177,1.9997,0.8526,1.0189,0.0000,0.0068,0.1936,-0.0256
FR,10.0000,6667,fsla,M3,20260522,1994,60331.3467,3102706.4066,6628603.6669,37.7496,52.7831,100.0000,53.2699,14.1227,152.4839,411.2177,1.9997,0.8526,1.0189,0.0000,0.0068,0.1936,-0.0256
FR,10.0000,6667,pue,none,20260522,1994,115401.0000,6011142.7625,12863478.4950,73.1356,50.3584,100.0000,53.3287,14.2801,159.1382,411.2177,2.0330,0.8626,0.0000,0.0000,0.0000,0.0000,0.0000
FR,10.0000,6667,pue,GridPilot-PUE,20260522,1994,60331.3467,3111801.0687,6620872.1226,37.8602,52.2305,100.0000,53.3463,13.6783,151.2749,411.2177,1.9925,0.8862,1.8721,0.0000,-0.0176,35.2753,48.5297
FR,10.0000,6667,fsla,none,20260523,1994,60314.7771,3118618.6885,6626904.9011,37.9432,51.7641,100.0000,53.2767,15.1422,172.4286,457.1975,2.0069,0.8985,0.0000,0.0000,0.0000,0.0000,0.0000
FR,10.0000,6667,fsla,M0,20260523,1994,60331.3467,3102976.5031,6714805.4537,37.7529,52.7667,100.0000,53.2918,14.1227,152.4839,411.2177,2.0823,0.9092,1.0025,0.0000,-0.0151,0.1903,-1.3264
FR,10.0000,6667,fsla,M1,20260523,1994,60331.3467,3102976.5031,6714805.4537,37.7529,52.7667,100.0000,53.2918,14.1227,152.4839,411.2177,2.0823,0.9092,1.0025,0.0000,-0.0151,0.1903,-1.3264
FR,10.0000,6667,fsla,M2,20260523,1994,60331.3467,3102976.5031,6714805.4537,37.7529,52.7667,100.0000,53.2918,14.1227,152.4839,411.2177,2.0823,0.9092,1.0025,0.0000,-0.0151,0.1903,-1.3264
FR,10.0000,6667,fsla,M3,20260523,1994,60331.3467,3102976.5031,6714805.4537,37.7529,52.7667,100.0000,53.2918,14.1227,152.4839,411.2177,2.0823,0.9092,1.0025,0.0000,-0.0151,0.1903,-1.3264
FR,10.0000,6667,pue,none,20260523,1994,115401.0000,6011142.7625,12863478.4950,73.1356,50.3584,100.0000,53.3287,14.2801,159.1382,411.2177,2.0330,0.9322,0.0000,0.0000,0.0000,0.0000,0.0000
FR,10.0000,6667,pue,GridPilot-PUE,20260523,1994,60331.3467,3110913.3524,6610953.0640,37.8494,52.2844,100.0000,53.3701,13.4827,149.0162,411.2177,2.0393,0.8998,1.9260,0.0000,-0.0415,35.2861,48.6068
FR,10.0000,6667,fsla,none,20260524,1994,60314.7771,3118618.6885,6626904.9011,37.9432,51.7641,100.0000,53.2767,15.1422,172.4286,457.1975,2.0069,0.7087,0.0000,0.0000,0.0000,0.0000,0.0000
FR,10.0000,6667,fsla,M0,20260524,1994,60331.3467,3113170.4666,6662466.9493,37.8769,52.1473,100.0000,53.3614,14.1739,157.5217,411.2177,2.0301,0.7331,0.3831,0.0000,-0.0846,0.0663,-0.5366
FR,10.0000,6667,fsla,M1,20260524,1994,60331.3467,3113170.4666,6662466.9493,37.8769,52.1473,100.0000,53.3614,14.1739,157.5217,411.2177,2.0301,0.7331,0.3831,0.0000,-0.0846,0.0663,-0.5366
FR,10.0000,6667,fsla,M2,20260524,1994,60331.3467,3113170.4666,6662466.9493,37.8769,52.1473,100.0000,53.3614,14.1739,157.5217,411.2177,2.0301,0.7331,0.3831,0.0000,-0.0846,0.0663,-0.5366
FR,10.0000,6667,fsla,M3,20260524,1994,60331.3467,3113170.4666,6662466.9493,37.8769,52.1473,100.0000,53.3614,14.1739,157.5217,411.2177,2.0301,0.7331,0.3831,0.0000,-0.0846,0.0663,-0.5366
FR,10.0000,6667,pue,none,20260524,1994,115401.0000,6011142.7625,12863478.4950,73.1356,50.3584,100.0000,53.3287,14.2801,159.1382,411.2177,2.0330,0.7360,0.0000,0.0000,0.0000,0.0000,0.0000
FR,10.0000,6667,pue,GridPilot-PUE,20260524,1994,60331.3467,3111971.9464,6606186.6671,37.8623,52.2201,100.0000,53.3744,13.5356,149.7963,377.5530,1.9806,0.7579,1.8617,0.0000,-0.0457,35.2732,48.6439
FR,50.0000,33333,fsla,none,20260517,1994,300022.1538,15509285.1021,346253896.1254,188.6963,51.8078,100.0000,53.2853,15.0694,170.7893,451.3987,19.8421,0.7223,0.0000,0.0000,0.0000,0.0000,0.0000
FR,50.0000,33333,fsla,M0,20260517,1994,300102.6346,15468851.6974,352846923.0897,188.2044,52.3526,100.0000,53.3242,14.0970,152.9736,411.2177,20.3075,0.9415,0.5447,0.0000,-0.0390,0.4919,-1.9041
FR,50.0000,33333,fsla,M1,20260517,1994,300102.6346,15468851.6974,352846923.0897,188.2044,52.3526,100.0000,53.3242,14.0970,152.9736,411.2177,20.3075,0.9415,0.5447,0.0000,-0.0390,0.4919,-1.9041
FR,50.0000,33333,fsla,M2,20260517,1994,300102.6346,15468851.6974,352846923.0897,188.2044,52.3526,100.0000,53.3242,14.0970,152.9736,411.2177,20.3075,0.9415,0.5447,0.0000,-0.0390,0.4919,-1.9041
FR,50.0000,33333,fsla,M3,20260517,1994,300102.6346,15468851.6974,352846923.0897,188.2044,52.3526,100.0000,53.3242,14.0970,152.9736,411.2177,20.3075,0.9415,0.5447,0.0000,-0.0390,0.4919,-1.9041
FR,50.0000,33333,pue,none,20260517,1994,573970.5000,29894346.7307,681776138.1556,363.7146,50.3795,100.0000,53.3278,14.1739,157.9583,411.2177,20.4587,0.9216,0.0000,0.0000,0.0000,0.0000,0.0000
FR,50.0000,33333,pue,GridPilot-PUE,20260517,1994,300102.6346,15474744.3030,346730249.5284,188.2761,52.2806,100.0000,53.4686,13.2012,147.0844,377.5530,20.5308,0.9381,1.9011,-0.0000,-0.1408,175.4385,49.1431
FR,50.0000,33333,fsla,none,20260518,1994,300022.1538,15509285.1021,346253896.1254,188.6963,51.8078,100.0000,53.2853,15.0694,170.7893,451.3987,19.8421,0.9473,0.0000,0.0000,0.0000,0.0000,0.0000
FR,50.0000,33333,fsla,M0,20260518,1994,300102.6346,15477730.3609,350728089.3790,188.3124,52.2441,100.0000,53.3278,14.1739,157.9583,411.2177,20.4574,0.9415,0.4363,0.0000,-0.0425,0.3839,-1.2922
FR,50.0000,33333,fsla,M1,20260518,1994,300102.6346,15477730.3609,350728089.3790,188.3124,52.2441,100.0000,53.3278,14.1739,157.9583,411.2177,20.4574,0.9415,0.4363,0.0000,-0.0425,0.3839,-1.2922
FR,50.0000,33333,fsla,M2,20260518,1994,300102.6346,15477730.3609,350728089.3790,188.3124,52.2441,100.0000,53.3278,14.1739,157.9583,411.2177,20.4574,0.9415,0.4363,0.0000,-0.0425,0.3839,-1.2922
FR,50.0000,33333,fsla,M3,20260518,1994,300102.6346,15477730.3609,350728089.3790,188.3124,52.2441,100.0000,53.3278,14.1739,157.9583,411.2177,20.4574,0.9415,0.4363,0.0000,-0.0425,0.3839,-1.2922
FR,50.0000,33333,pue,none,20260518,1994,573970.5000,29894346.7307,681776138.1556,363.7146,50.3795,100.0000,53.3278,14.1739,157.9583,411.2177,20.4587,0.9430,0.0000,0.0000,0.0000,0.0000,0.0000
FR,50.0000,33333,pue,GridPilot-PUE,20260518,1994,300102.6346,15422630.7847,357548987.1912,187.6420,52.9172,100.0000,53.4140,13.2012,144.1571,369.5909,21.8048,0.9423,2.5377,-0.0000,-0.0862,176.0725,47.5562
FR,50.0000,33333,fsla,none,20260519,1994,300022.1538,15509285.1021,346253896.1254,188.6963,51.8078,100.0000,53.2853,15.0694,170.7893,451.3987,19.8421,0.7245,0.0000,0.0000,0.0000,0.0000,0.0000
FR,50.0000,33333,fsla,M0,20260519,1994,300102.6346,15451272.1925,356332805.8745,187.9905,52.5673,100.0000,53.3360,14.0810,152.4839,411.2177,21.5257,0.0201,0.7595,0.0000,-0.0507,0.7058,-2.9108
FR,50.0000,33333,fsla,M1,20260519,1994,300102.6346,15451272.1925,356332805.8745,187.9905,52.5673,100.0000,53.3360,14.0810,152.4839,411.2177,21.5257,0.0201,0.7595,0.0000,-0.0507,0.7058,-2.9108
FR,50.0000,33333,fsla,M2,20260519,1994,300102.6346,15451272.1925,356332805.8745,187.9905,52.5673,100.0000,53.3360,14.0810,152.4839,411.2177,21.5257,0.0201,0.7595,0.0000,-0.0507,0.7058,-2.9108
FR,50.0000,33333,fsla,M3,20260519,1994,300102.6346,15451272.1925,356332805.8745,187.9905,52.5673,100.0000,53.3360,14.0810,152.4839,411.2177,21.5257,0.0201,0.7595,0.0000,-0.0507,0.7058,-2.9108
FR,50.0000,33333,pue,none,20260519,1994,573970.5000,29894346.7307,681776138.1556,363.7146,50.3795,100.0000,53.3278,14.1739,157.9583,411.2177,20.4587,0.0201,0.0000,0.0000,0.0000,0.0000,0.0000
FR,50.0000,33333,pue,GridPilot-PUE,20260519,1994,300102.6346,15482228.4810,346317649.9110,188.3671,52.1892,100.0000,53.4886,13.1900,147.0844,377.5530,18.9879,0.7596,1.8097,-0.0000,-0.1608,175.3474,49.2036
FR,50.0000,33333,fsla,none,20260520,1994,300022.1538,15509285.1021,346253896.1254,188.6963,51.8078,100.0000,53.2853,15.0694,170.7893,451.3987,19.8421,0.6083,0.0000,0.0000,0.0000,0.0000,0.0000
FR,50.0000,33333,fsla,M0,20260520,1994,300102.6346,15477333.7136,351299701.2151,188.3076,52.2490,100.0000,53.3386,14.2135,157.1212,411.2177,20.4146,0.8413,0.4411,0.0000,-0.0534,0.3887,-1.4573
FR,50.0000,33333,fsla,M1,20260520,1994,300102.6346,15477333.7136,351299701.2151,188.3076,52.2490,100.0000,53.3386,14.2135,157.1212,411.2177,20.4146,0.8413,0.4411,0.0000,-0.0534,0.3887,-1.4573
FR,50.0000,33333,fsla,M2,20260520,1994,300102.6346,15477333.7136,351299701.2151,188.3076,52.2490,100.0000,53.3386,14.2135,157.1212,411.2177,20.4146,0.8413,0.4411,0.0000,-0.0534,0.3887,-1.4573
FR,50.0000,33333,fsla,M3,20260520,1994,300102.6346,15477333.7136,351299701.2151,188.3076,52.2490,100.0000,53.3386,14.2135,157.1212,411.2177,20.4146,0.8413,0.4411,0.0000,-0.0534,0.3887,-1.4573
FR,50.0000,33333,pue,none,20260520,1994,573970.5000,29894346.7307,681776138.1556,363.7146,50.3795,100.0000,53.3278,14.1739,157.9583,411.2177,20.4587,0.8417,0.0000,0.0000,0.0000,0.0000,0.0000
FR,50.0000,33333,pue,GridPilot-PUE,20260520,1994,300102.6346,15450916.6292,344554383.9399,187.9862,52.5717,100.0000,53.3323,13.5356,148.5703,377.5530,19.0081,0.8429,2.1922,0.0000,-0.0045,175.7284,49.4622
FR,50.0000,33333,fsla,none,20260521,1994,300022.1538,15509285.1021,346253896.1254,188.6963,51.8078,100.0000,53.2853,15.0694,170.7893,451.3987,19.8421,0.0205,0.0000,0.0000,0.0000,0.0000,0.0000
FR,50.0000,33333,fsla,M0,20260521,1994,300102.6346,15477684.2718,350756321.4565,188.3118,52.2447,100.0000,53.3278,14.1739,157.9583,411.2177,20.4587,0.7384,0.4368,0.0000,-0.0425,0.3845,-1.3003
FR,50.0000,33333,fsla,M1,20260521,1994,300102.6346,15477684.2718,350756321.4565,188.3118,52.2447,100.0000,53.3278,14.1739,157.9583,411.2177,20.4587,0.7384,0.4368,0.0000,-0.0425,0.3845,-1.3003
FR,50.0000,33333,fsla,M2,20260521,1994,300102.6346,15477684.2718,350756321.4565,188.3118,52.2447,100.0000,53.3278,14.1739,157.9583,411.2177,20.4587,0.7384,0.4368,0.0000,-0.0425,0.3845,-1.3003
FR,50.0000,33333,fsla,M3,20260521,1994,300102.6346,15477684.2718,350756321.4565,188.3118,52.2447,100.0000,53.3278,14.1739,157.9583,411.2177,20.4587,0.7384,0.4368,0.0000,-0.0425,0.3845,-1.3003
FR,50.0000,33333,pue,none,20260521,1994,573970.5000,29894346.7307,681776138.1556,363.7146,50.3795,100.0000,53.3278,14.1739,157.9583,411.2177,20.4587,0.7380,0.0000,0.0000,0.0000,0.0000,0.0000
FR,50.0000,33333,pue,GridPilot-PUE,20260521,1994,300102.6346,15429831.3666,351898771.9328,187.7296,52.8292,100.0000,53.3277,13.6022,149.0162,377.5530,20.5307,0.7558,2.4497,0.0000,0.0001,175.9849,48.3850
FR,50.0000,33333,fsla,none,20260522,1994,300022.1538,15509285.1021,346253896.1254,188.6963,51.8078,100.0000,53.2853,15.0694,170.7893,451.3987,19.8421,0.9081,0.0000,0.0000,0.0000,0.0000,0.0000
FR,50.0000,33333,fsla,M0,20260522,1994,300102.6346,15432521.6606,346790557.6130,187.7623,52.7964,100.0000,53.2845,14.1227,152.4839,411.2177,19.6315,0.8988,0.9885,0.0000,0.0007,0.9340,-0.1550
FR,50.0000,33333,fsla,M1,20260522,1994,300102.6346,15432521.6606,346790557.6130,187.7623,52.7964,100.0000,53.2845,14.1227,152.4839,411.2177,19.6315,0.8988,0.9885,0.0000,0.0007,0.9340,-0.1550
FR,50.0000,33333,fsla,M2,20260522,1994,300102.6346,15432521.6606,346790557.6130,187.7623,52.7964,100.0000,53.2845,14.1227,152.4839,411.2177,19.6315,0.8988,0.9885,0.0000,0.0007,0.9340,-0.1550
FR,50.0000,33333,fsla,M3,20260522,1994,300102.6346,15432521.6606,346790557.6130,187.7623,52.7964,100.0000,53.2845,14.1227,152.4839,411.2177,19.6315,0.8988,0.9885,0.0000,0.0007,0.9340,-0.1550
FR,50.0000,33333,pue,none,20260522,1994,573970.5000,29894346.7307,681776138.1556,363.7146,50.3795,100.0000,53.3278,14.1739,157.9583,411.2177,20.4587,0.8615,0.0000,0.0000,0.0000,0.0000,0.0000
FR,50.0000,33333,pue,GridPilot-PUE,20260522,1994,300102.6346,15480000.2537,345609481.7113,188.3400,52.2164,100.0000,53.3589,13.6783,149.0162,411.2177,19.5136,0.8390,1.8369,0.0000,-0.0311,175.3745,49.3075
FR,50.0000,33333,fsla,none,20260523,1994,300022.1538,15509285.1021,346253896.1254,188.6963,51.8078,100.0000,53.2853,15.0694,170.7893,451.3987,19.8421,0.8824,0.0000,0.0000,0.0000,0.0000,0.0000
FR,50.0000,33333,fsla,M0,20260523,1994,300102.6346,15432649.7156,355639019.0514,187.7639,52.7948,100.0000,53.3049,14.0494,152.4839,411.2177,21.4342,0.9128,0.9870,0.0000,-0.0196,0.9324,-2.7105
FR,50.0000,33333,fsla,M1,20260523,1994,300102.6346,15432649.7156,355639019.0514,187.7639,52.7948,100.0000,53.3049,14.0494,152.4839,411.2177,21.4342,0.9128,0.9870,0.0000,-0.0196,0.9324,-2.7105
FR,50.0000,33333,fsla,M2,20260523,1994,300102.6346,15432649.7156,355639019.0514,187.7639,52.7948,100.0000,53.3049,14.0494,152.4839,411.2177,21.4342,0.9128,0.9870,0.0000,-0.0196,0.9324,-2.7105
FR,50.0000,33333,fsla,M3,20260523,1994,300102.6346,15432649.7156,355639019.0514,187.7639,52.7948,100.0000,53.3049,14.0494,152.4839,411.2177,21.4342,0.9128,0.9870,0.0000,-0.0196,0.9324,-2.7105
FR,50.0000,33333,pue,none,20260523,1994,573970.5000,29894346.7307,681776138.1556,363.7146,50.3795,100.0000,53.3278,14.1739,157.9583,411.2177,20.4587,0.9314,0.0000,0.0000,0.0000,0.0000,0.0000
FR,50.0000,33333,pue,GridPilot-PUE,20260523,1994,300102.6346,15470542.7790,346821152.0786,188.2249,52.3319,100.0000,53.4439,13.4503,149.7963,411.2177,20.6130,0.9035,1.9524,0.0000,-0.1161,175.4896,49.1298
FR,50.0000,33333,fsla,none,20260524,1994,300022.1538,15509285.1021,346253896.1254,188.6963,51.8078,100.0000,53.2853,15.0694,170.7893,451.3987,19.8421,0.7121,0.0000,0.0000,0.0000,0.0000,0.0000
FR,50.0000,33333,fsla,M0,20260524,1994,300102.6346,15484787.8968,351721337.8395,188.3983,52.1579,100.0000,53.3721,14.1547,157.1212,411.2177,20.3923,0.7357,0.3501,0.0000,-0.0869,0.2980,-1.5790
FR,50.0000,33333,fsla,M1,20260524,1994,300102.6346,15484787.8968,351721337.8395,188.3983,52.1579,100.0000,53.3721,14.1547,157.1212,411.2177,20.3923,0.7357,0.3501,0.0000,-0.0869,0.2980,-1.5790
FR,50.0000,33333,fsla,M2,20260524,1994,300102.6346,15484787.8968,351721337.8395,188.3983,52.1579,100.0000,53.3721,14.1547,157.1212,411.2177,20.3923,0.7357,0.3501,0.0000,-0.0869,0.2980,-1.5790
FR,50.0000,33333,fsla,M3,20260524,1994,300102.6346,15484787.8968,351721337.8395,188.3983,52.1579,100.0000,53.3721,14.1547,157.1212,411.2177,20.3923,0.7357,0.3501,0.0000,-0.0869,0.2980,-1.5790
FR,50.0000,33333,pue,none,20260524,1994,573970.5000,29894346.7307,681776138.1556,363.7146,50.3795,100.0000,53.3278,14.1739,157.9583,411.2177,20.4587,0.7373,0.0000,0.0000,0.0000,0.0000,0.0000
FR,50.0000,33333,pue,GridPilot-PUE,20260524,1994,300102.6346,15475015.5505,346073880.7605,188.2794,52.2773,100.0000,53.4470,13.5072,149.7963,377.5530,19.3008,0.7601,1.8978,0.0000,-0.1192,175.4352,49.2394
CH,1.0000,667,fsla,none,20260517,1994,6375.8483,191128.5054,229173.8714,2.3254,45.2689,100.0000,30.6133,16.3300,181.0000,469.4052,1.1681,0.9507,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1.0000,667,fsla,M0,20260517,1994,6378.2154,190346.9883,233892.6312,2.3159,46.2276,100.0000,30.1946,13.4676,151.0000,324.7557,1.1921,0.8673,0.9587,0.0000,0.4187,0.0095,-2.0590
CH,1.0000,667,fsla,M1,20260517,1994,6378.2154,190346.9883,233892.6312,2.3159,46.2276,100.0000,30.1946,13.4676,151.0000,324.7557,1.1921,0.8673,0.9587,0.0000,0.4187,0.0095,-2.0590
CH,1.0000,667,fsla,M2,20260517,1994,6378.2154,190346.9883,233892.6312,2.3159,46.2276,100.0000,30.1946,13.4676,151.0000,324.7557,1.1921,0.8673,0.9587,0.0000,0.4187,0.0095,-2.0590
CH,1.0000,667,fsla,M3,20260517,1994,6378.2154,190346.9883,233892.6312,2.3159,46.2276,100.0000,30.1946,13.4676,151.0000,324.7557,1.1921,0.8673,0.9587,0.0000,0.4187,0.0095,-2.0590
CH,1.0000,667,pue,none,20260517,1994,12196.5000,366885.1064,431257.7372,4.4638,44.5213,100.0000,30.6055,15.4610,172.6894,457.1975,1.2173,0.8248,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1.0000,667,pue,GridPilot-PUE,20260517,1994,6378.2154,190280.9394,232124.9816,2.3151,46.3019,100.0000,30.6011,14.2876,157.9583,411.2177,1.2178,0.9097,1.7806,0.0000,0.0045,2.1487,46.1749
CH,1.0000,667,fsla,none,20260518,1994,6375.8483,191128.5054,229173.8714,2.3254,45.2689,100.0000,30.6133,16.3300,181.0000,469.4052,1.1681,0.8974,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1.0000,667,fsla,M0,20260518,1994,6378.2154,190174.1682,234022.6747,2.3138,46.4220,100.0000,30.0133,11.6239,140.5349,253.8636,1.2457,0.9053,1.1531,0.0000,0.6000,0.0116,-2.1158
CH,1.0000,667,fsla,M1,20260518,1994,6378.2154,190174.1682,234022.6747,2.3138,46.4220,100.0000,30.0133,11.6239,140.5349,253.8636,1.2457,0.9053,1.1531,0.0000,0.6000,0.0116,-2.1158
CH,1.0000,667,fsla,M2,20260518,1994,6378.2154,190174.1682,234022.6747,2.3138,46.4220,100.0000,30.0133,11.6239,140.5349,253.8636,1.2457,0.9053,1.1531,0.0000,0.6000,0.0116,-2.1158
CH,1.0000,667,fsla,M3,20260518,1994,6378.2154,190174.1682,234022.6747,2.3138,46.4220,100.0000,30.0133,11.6239,140.5349,253.8636,1.2457,0.9053,1.1531,0.0000,0.6000,0.0116,-2.1158
CH,1.0000,667,pue,none,20260518,1994,12196.5000,366885.1064,431257.7372,4.4638,44.5213,100.0000,30.6055,15.4610,172.6894,457.1975,1.2173,0.9484,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1.0000,667,pue,GridPilot-PUE,20260518,1994,6378.2154,189636.6326,231238.6573,2.3072,47.0265,100.0000,30.5778,14.2629,154.6558,411.2177,1.1827,0.9526,2.5052,0.0000,0.0278,2.1565,46.3804
CH,1.0000,667,fsla,none,20260519,1994,6375.8483,191128.5054,229173.8714,2.3254,45.2689,100.0000,30.6133,16.3300,181.0000,469.4052,1.1681,0.8431,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1.0000,667,fsla,M0,20260519,1994,6378.2154,189557.8029,229276.5799,2.3063,47.1151,100.0000,29.8497,11.1711,139.8372,268.8202,1.2944,0.6833,1.8462,0.0000,0.7636,0.0191,-0.0448
CH,1.0000,667,fsla,M1,20260519,1994,6378.2154,189557.8029,229276.5799,2.3063,47.1151,100.0000,29.8497,11.1711,139.8372,268.8202,1.2944,0.6833,1.8462,0.0000,0.7636,0.0191,-0.0448
CH,1.0000,667,fsla,M2,20260519,1994,6378.2154,189557.8029,229276.5799,2.3063,47.1151,100.0000,29.8497,11.1711,139.8372,268.8202,1.2944,0.6833,1.8462,0.0000,0.7636,0.0191,-0.0448
CH,1.0000,667,fsla,M3,20260519,1994,6378.2154,189557.8029,229276.5799,2.3063,47.1151,100.0000,29.8497,11.1711,139.8372,268.8202,1.2944,0.6833,1.8462,0.0000,0.7636,0.0191,-0.0448
CH,1.0000,667,pue,none,20260519,1994,12196.5000,366885.1064,431257.7372,4.4638,44.5213,100.0000,30.6055,15.4610,172.6894,457.1975,1.2173,0.7260,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1.0000,667,pue,GridPilot-PUE,20260519,1994,6378.2154,190270.9175,219381.2851,2.3150,46.3132,100.0000,30.6127,14.2958,157.5217,411.2177,1.2079,0.7305,1.7919,0.0000,-0.0072,2.1488,49.1299
CH,1.0000,667,fsla,none,20260520,1994,6375.8483,191128.5054,229173.8714,2.3254,45.2689,100.0000,30.6133,16.3300,181.0000,469.4052,1.1681,0.8784,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1.0000,667,fsla,M0,20260520,1994,6378.2154,191808.4732,240500.3558,2.3337,44.5840,100.0000,29.9832,12.2897,142.1765,301.0000,1.3081,0.4704,-0.6849,0.0000,0.6301,-0.0083,-4.9423
CH,1.0000,667,fsla,M1,20260520,1994,6378.2154,191808.4732,240500.3558,2.3337,44.5840,100.0000,29.9832,12.2897,142.1765,301.0000,1.3081,0.4704,-0.6849,0.0000,0.6301,-0.0083,-4.9423
CH,1.0000,667,fsla,M2,20260520,1994,6378.2154,191808.4732,240500.3558,2.3337,44.5840,100.0000,29.9832,12.2897,142.1765,301.0000,1.3081,0.4704,-0.6849,0.0000,0.6301,-0.0083,-4.9423
CH,1.0000,667,fsla,M3,20260520,1994,6378.2154,191808.4732,240500.3558,2.3337,44.5840,100.0000,29.9832,12.2897,142.1765,301.0000,1.3081,0.4704,-0.6849,0.0000,0.6301,-0.0083,-4.9423
CH,1.0000,667,pue,none,20260520,1994,12196.5000,366885.1064,431257.7372,4.4638,44.5213,100.0000,30.6055,15.4610,172.6894,457.1975,1.2173,0.7624,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1.0000,667,pue,GridPilot-PUE,20260520,1994,6378.2154,190114.6232,230844.3117,2.3131,46.4889,100.0000,30.5731,14.3783,159.0564,411.2177,1.1955,0.8552,1.9676,0.0000,0.0324,2.1507,46.4718
CH,1.0000,667,fsla,none,20260521,1994,6375.8483,191128.5054,229173.8714,2.3254,45.2689,100.0000,30.6133,16.3300,181.0000,469.4052,1.1681,0.0205,0.0000,0.0000,0.0000,0.0000,0.0000
CH,1.0000,667,fsla,M0,20260521,1994,6378.2154,192912.0858,246975.4285,2.3471,43.3429,100.0000,29.8969,12.2179,139.4615,348.8988,1.2695,0.7598,-1.9260,0.0000,0.7164,-0.0217,-7.7677
CH,1.0000,667,fsla,M1,20260521,1994,6378.2154,192912.0858,246975.4285,2.3471,43.3429,100.0000,29.8969,12.2179,139.4615,348.8988,1.2695,0.7598,-1.9260,0.0000,0.7164,-0.0217,-7.7677
CH,1.0000,667,fsla,M2,20260521,1994,6378.2154,192912.0858,246975.4285,2.3471,43.3429,100.0000,29.8969,12.2179,139.4615,348.8988,1.2695,0.7598,-1.9260,0.0000,0.7164,-0.0217,-7.7677
