country,mw,seed,hyper,value,energy_kwh,ci_weighted_mean,cfe_canonical_pct,cfe_pct,cfe_abs_pct,p95_slowdown,n_jobs
SE,10,3,alpha_scale,0.5000,7101.4792,11.8695,98.5163,31.2997,100.0000,1680.6167,20000
SE,10,4,alpha_scale,0.5000,7101.4792,11.8695,98.5163,31.3090,100.0000,1680.6167,20000
SE,10,5,alpha_scale,0.5000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,6,alpha_scale,0.5000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,7,alpha_scale,0.5000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,0,alpha_scale,1.0000,7101.4792,11.8695,98.5163,31.3009,100.0000,1680.6167,20000
SE,10,1,alpha_scale,1.0000,7101.4792,11.8695,98.5163,31.3024,100.0000,1680.6167,20000
SE,10,2,alpha_scale,1.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,3,alpha_scale,1.0000,7101.4792,11.8695,98.5163,31.2997,100.0000,1680.6167,20000
SE,10,4,alpha_scale,1.0000,7101.4792,11.8695,98.5163,31.3090,100.0000,1680.6167,20000
SE,10,5,alpha_scale,1.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,6,alpha_scale,1.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,7,alpha_scale,1.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,0,alpha_scale,2.0000,7101.4792,11.8695,98.5163,31.3009,100.0000,1680.6167,20000
SE,10,1,alpha_scale,2.0000,7101.4792,11.8695,98.5163,31.3024,100.0000,1680.6167,20000
SE,10,2,alpha_scale,2.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,3,alpha_scale,2.0000,7101.4792,11.8695,98.5163,31.2997,100.0000,1680.6167,20000
SE,10,4,alpha_scale,2.0000,7101.4792,11.8695,98.5163,31.3090,100.0000,1680.6167,20000
SE,10,5,alpha_scale,2.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,6,alpha_scale,2.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,7,alpha_scale,2.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,0,alpha_scale,4.0000,7101.4792,11.8695,98.5163,31.3009,100.0000,1680.6167,20000
SE,10,1,alpha_scale,4.0000,7101.4792,11.8695,98.5163,31.3024,100.0000,1680.6167,20000
SE,10,2,alpha_scale,4.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,3,alpha_scale,4.0000,7101.4792,11.8695,98.5163,31.2997,100.0000,1680.6167,20000
SE,10,4,alpha_scale,4.0000,7101.4792,11.8695,98.5163,31.3090,100.0000,1680.6167,20000
SE,10,5,alpha_scale,4.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,6,alpha_scale,4.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,7,alpha_scale,4.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,0,short_job_s,1.0000,7101.4792,11.8695,98.5163,31.3009,100.0000,1680.6167,20000
SE,10,1,short_job_s,1.0000,7101.4792,11.8695,98.5163,31.3024,100.0000,1680.6167,20000
SE,10,2,short_job_s,1.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,3,short_job_s,1.0000,7101.4792,11.8695,98.5163,31.2997,100.0000,1680.6167,20000
SE,10,4,short_job_s,1.0000,7101.4792,11.8695,98.5163,31.3090,100.0000,1680.6167,20000
SE,10,5,short_job_s,1.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,6,short_job_s,1.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,7,short_job_s,1.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,0,short_job_s,60.0000,7101.4792,11.8695,98.5163,31.3009,100.0000,1680.6167,20000
SE,10,1,short_job_s,60.0000,7101.4792,11.8695,98.5163,31.3024,100.0000,1680.6167,20000
SE,10,2,short_job_s,60.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,3,short_job_s,60.0000,7101.4792,11.8695,98.5163,31.2997,100.0000,1680.6167,20000
SE,10,4,short_job_s,60.0000,7101.4792,11.8695,98.5163,31.3090,100.0000,1680.6167,20000
SE,10,5,short_job_s,60.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,6,short_job_s,60.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,7,short_job_s,60.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,0,short_job_s,300.0000,7101.4792,11.8695,98.5163,31.3009,100.0000,1680.6167,20000
SE,10,1,short_job_s,300.0000,7101.4792,11.8695,98.5163,31.3024,100.0000,1680.6167,20000
SE,10,2,short_job_s,300.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,3,short_job_s,300.0000,7101.4792,11.8695,98.5163,31.2997,100.0000,1680.6167,20000
SE,10,4,short_job_s,300.0000,7101.4792,11.8695,98.5163,31.3090,100.0000,1680.6167,20000
SE,10,5,short_job_s,300.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,6,short_job_s,300.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,7,short_job_s,300.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,0,t4_envelope_scale,1.0000,7101.4792,11.8695,98.5163,31.3009,100.0000,1680.6167,20000
SE,10,1,t4_envelope_scale,1.0000,7101.4792,11.8695,98.5163,31.3024,100.0000,1680.6167,20000
SE,10,2,t4_envelope_scale,1.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,3,t4_envelope_scale,1.0000,7101.4792,11.8695,98.5163,31.2997,100.0000,1680.6167,20000
SE,10,4,t4_envelope_scale,1.0000,7101.4792,11.8695,98.5163,31.3090,100.0000,1680.6167,20000
SE,10,5,t4_envelope_scale,1.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,6,t4_envelope_scale,1.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,7,t4_envelope_scale,1.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,0,t4_envelope_scale,2.0000,7101.4792,11.8695,98.5163,31.3009,100.0000,1680.6167,20000
SE,10,1,t4_envelope_scale,2.0000,7101.4792,11.8695,98.5163,31.3024,100.0000,1680.6167,20000
SE,10,2,t4_envelope_scale,2.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,3,t4_envelope_scale,2.0000,7101.4792,11.8695,98.5163,31.2997,100.0000,1680.6167,20000
SE,10,4,t4_envelope_scale,2.0000,7101.4792,11.8695,98.5163,31.3090,100.0000,1680.6167,20000
SE,10,5,t4_envelope_scale,2.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,6,t4_envelope_scale,2.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,7,t4_envelope_scale,2.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,0,window_scale,0.5000,7101.4792,11.8695,98.5163,31.3009,100.0000,1680.6167,20000
SE,10,1,window_scale,0.5000,7101.4792,11.8695,98.5163,31.3024,100.0000,1680.6167,20000
SE,10,2,window_scale,0.5000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,3,window_scale,0.5000,7101.4792,11.8695,98.5163,31.2997,100.0000,1680.6167,20000
SE,10,4,window_scale,0.5000,5467.4042,12.0694,98.4913,30.8432,100.0000,1260.6167,20000
SE,10,5,window_scale,0.5000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,6,window_scale,0.5000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,7,window_scale,0.5000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,0,window_scale,1.0000,7101.4792,11.8695,98.5163,31.3009,100.0000,1680.6167,20000
SE,10,1,window_scale,1.0000,7101.4792,11.8695,98.5163,31.3024,100.0000,1680.6167,20000
SE,10,2,window_scale,1.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,3,window_scale,1.0000,7101.4792,11.8695,98.5163,31.2997,100.0000,1680.6167,20000
SE,10,4,window_scale,1.0000,7101.4792,11.8695,98.5163,31.3090,100.0000,1680.6167,20000
SE,10,5,window_scale,1.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,6,window_scale,1.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,7,window_scale,1.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,0,window_scale,2.0000,7101.4792,11.8695,98.5163,31.3009,100.0000,1680.6167,20000
SE,10,1,window_scale,2.0000,7101.4792,11.8695,98.5163,31.3024,100.0000,1680.6167,20000
SE,10,2,window_scale,2.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,3,window_scale,2.0000,7101.4792,11.8695,98.5163,31.2997,100.0000,1680.6167,20000
SE,10,4,window_scale,2.0000,7101.4792,11.8695,98.5163,31.3090,100.0000,1680.6167,20000
SE,10,5,window_scale,2.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,6,window_scale,2.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
SE,10,7,window_scale,2.0000,7101.4792,11.8695,98.5163,31.2993,100.0000,1680.6167,20000
