t,gpu_index,power_w,sm_clock_mhz,util_gpu,pcap_set,rapl_pkg_uj
0.0000,0,90.47,1530,0.0,,191877009403
0.0000,1,79.68,1530,0.0,,191877009403
0.0000,2,76.49,1530,0.0,,191877009403
0.0142,0,90.47,1530,0.0,,191877848268
0.0142,1,79.68,1530,0.0,,191877848268
0.0142,2,76.49,1530,0.0,,191877848268
0.0271,0,89.99,1530,0.0,,191878685730
0.0271,1,79.68,1530,0.0,,191878685730
0.0271,2,76.49,1530,0.0,,191878685730
0.0724,0,89.93,1530,0.0,,191881695427
0.0724,1,79.68,1530,0.0,,191881695427
0.0724,2,76.49,1530,0.0,,191881695427
0.0871,0,89.93,1530,0.0,,191882684804
0.0871,1,79.68,1530,0.0,,191882684804
0.0871,2,76.49,1530,0.0,,191882684804
0.1002,0,89.93,1530,0.0,,191883534777
0.1002,1,79.68,1530,0.0,,191883534777
0.1002,2,76.49,1530,0.0,,191883534777
0.1138,0,89.93,1530,0.0,,191884388413
0.1138,1,79.68,1530,0.0,,191884388413
0.1138,2,76.00,1530,0.0,,191884388413
0.1273,0,89.99,1530,0.0,,191885290754
0.1273,1,79.68,1530,0.0,,191885290754
0.1273,2,76.00,1530,0.0,,191885290754
0.1402,0,89.99,1530,0.0,,191886134990
0.1402,1,79.20,1530,0.0,,191886134990
0.1402,2,76.00,1530,0.0,,191886134990
0.1540,0,89.99,1530,0.0,,191887003518
0.1540,1,79.20,1530,0.0,,191887003518
0.1540,2,76.00,1530,0.0,,191887003518
0.1685,0,89.93,1530,0.0,,191888013892
0.1685,1,79.14,1530,0.0,,191888013892
0.1685,2,76.00,1530,0.0,,191888013892
0.1821,0,89.93,1530,0.0,,191888886082
0.1821,1,79.20,1530,0.0,,191888886082
0.1821,2,76.00,1530,0.0,,191888886082
0.1951,0,89.93,1530,0.0,,191889745272
0.1951,1,79.20,1530,0.0,,191889745272
0.1951,2,76.00,1530,0.0,,191889745272
0.2089,0,89.44,1530,0.0,,191890680511
0.2089,1,79.20,1530,0.0,,191890680511
0.2089,2,76.00,1530,0.0,,191890680511
0.2220,0,89.50,1530,0.0,,191891549894
0.2220,1,79.20,1530,0.0,,191891549894
0.2220,2,76.00,1530,0.0,,191891549894
0.2349,0,89.50,1530,0.0,,191892412806
0.2349,1,79.20,1530,0.0,,191892412806
0.2349,2,75.51,1530,0.0,,191892412806
0.2516,0,89.50,1530,0.0,,191893548729
0.2516,1,79.20,1530,0.0,,191893548729
0.2516,2,75.51,1530,0.0,,191893548729
0.2645,0,89.50,1530,0.0,,191894356344
0.2645,1,79.20,1530,0.0,,191894356344
0.2645,2,75.51,1530,0.0,,191894356344
0.2776,0,89.50,1530,0.0,,191895221149
