t,gpu_index,power_w,sm_clock_mhz,util_gpu,pcap_set,rapl_pkg_uj
5.4898,1,258.24,1530,1.0,,186896424742
5.4898,2,272.58,1530,1.0,,186896424742
5.5018,0,278.44,1507,1.0,,186897169247
5.5018,1,258.24,1530,1.0,,186897169247
5.5018,2,276.12,1530,1.0,,186897169247
5.5145,0,277.00,1507,1.0,,186897982050
5.5145,1,257.29,1530,1.0,,186897982050
5.5145,2,275.94,1530,1.0,,186897982050
5.5302,0,277.00,1507,1.0,,186898986381
5.5302,1,259.67,1530,1.0,,186898986381
5.5302,2,275.94,1530,1.0,,186898986381
5.5423,0,281.98,1507,1.0,,186899733083
5.5423,1,259.67,1530,1.0,,186899733083
5.5423,2,269.70,1530,1.0,,186899733083
5.5550,0,280.55,1507,1.0,,186900485400
5.5550,1,257.29,1530,1.0,,186900485400
5.5550,2,275.94,1530,1.0,,186900485400
5.5697,0,280.55,1507,1.0,,186901422532
5.5697,1,259.50,1530,1.0,,186901422532
5.5697,2,275.94,1530,1.0,,186901422532
5.5817,0,281.02,1507,1.0,,186902168990
5.5817,1,259.50,1530,1.0,,186902168990
5.5817,2,273.54,1530,1.0,,186902168990
5.6159,0,276.23,1507,1.0,,186904353249
5.6159,1,259.67,1530,1.0,,186904353249
5.6159,2,277.86,1530,1.0,,186904353249
5.6305,0,276.23,1507,1.0,,186905230749
5.6305,1,260.63,1530,1.0,,186905230749
5.6305,2,277.86,1530,1.0,,186905230749
5.6425,0,273.17,1507,1.0,,186906039219
5.6425,1,260.63,1530,1.0,,186906039219
5.6425,2,272.58,1530,1.0,,186906039219
5.6554,0,276.53,1507,1.0,,186906803194
5.6554,1,261.58,1530,1.0,,186906803194
5.6554,2,276.60,1530,1.0,,186906803194
5.6699,0,276.53,1507,1.0,,186907723541
5.6699,1,261.88,1530,1.0,,186907723541
5.6699,2,276.60,1530,1.0,,186907723541
5.6819,0,279.88,1507,1.0,,186908424162
5.6819,1,261.88,1530,1.0,,186908424162
5.6819,2,274.02,1530,1.0,,186908424162
5.6945,0,279.88,1507,1.0,,186909234096
5.6945,1,260.63,1530,1.0,,186909234096
5.6945,2,275.27,1530,1.0,,186909234096
5.7087,0,281.02,1507,1.0,,186910092187
5.7087,1,262.36,1530,1.0,,186910092187
5.7087,2,275.27,1530,1.0,,186910092187
5.7213,0,282.17,1507,1.0,,186910904685
5.7213,1,262.36,1530,1.0,,186910904685
5.7213,2,276.60,1530,1.0,,186910904685
5.7341,0,282.17,1507,1.0,,186911730672
5.7341,1,261.10,1530,1.0,,186911730672
5.7341,2,269.88,1530,1.0,,186911730672
5.7482,0,281.02,1507,1.0,,186912607867
5.7482,1,262.84,1530,1.0,,186912607867
5.7482,2,269.88,1530,1.0,,186912607867
5.7609,0,276.71,1507,1.0,,186913352128
5.7609,1,262.84,1530,1.0,,186913352128
5.7609,2,276.12,1530,1.0,,186913352128
5.7736,0,276.71,1507,1.0,,186914161330
5.7736,1,261.58,1530,1.0,,186914161330
5.7736,2,276.12,1530,1.0,,186914161330
5.7857,0,277.67,1507,1.0,,186914907849
5.7857,1,261.58,1530,1.0,,186914907849
5.7857,2,271.32,1530,1.0,,186914907849
5.7984,0,279.40,1507,1.0,,186915720835
5.7984,1,257.11,1530,1.0,,186915720835
5.7984,2,273.54,1530,1.0,,186915720835
5.8117,0,279.40,1507,1.0,,186916529304
5.8117,1,261.10,1530,1.0,,186916529304
5.8117,2,273.54,1530,1.0,,186916529304
5.8237,0,275.75,1507,1.0,,186917281012
5.8237,1,261.10,1530,1.0,,186917281012
5.8237,2,272.76,1530,1.0,,186917281012
5.8364,0,277.96,1507,1.0,,186918089847
5.8364,1,257.29,1530,1.0,,186918089847
5.8364,2,275.16,1530,1.0,,186918089847
5.8507,0,277.96,1507,1.0,,186918962953
5.8507,1,260.63,1530,1.0,,186918962953
5.8507,2,275.16,1530,1.0,,186918962953
5.8628,0,276.53,1507,1.0,,186919709594
5.8628,1,260.63,1530,1.0,,186919709594
5.8628,2,273.72,1530,1.0,,186919709594
5.8755,0,280.36,1507,1.0,,186920521482
5.8755,1,258.24,1530,1.0,,186920521482
5.8755,2,277.38,1530,1.0,,186920521482
5.8913,0,280.36,1507,1.0,,186921464656
5.8913,1,261.58,1530,1.0,,186921464656
5.8913,2,277.38,1530,1.0,,186921464656
5.9033,0,281.02,1507,1.0,,186922209832
5.9033,1,261.58,1530,1.0,,186922209832
5.9033,2,271.62,1530,1.0,,186922209832
5.9160,0,282.27,1507,1.0,,186923018607
5.9160,1,259.19,1530,1.0,,186923018607
5.9160,2,276.89,1530,1.0,,186923018607
5.9307,0,282.27,1507,1.0,,186923963184
5.9307,1,262.54,1530,1.0,,186923963184
5.9307,2,276.89,1530,1.0,,186923963184
5.9428,0,278.15,1507,1.0,,186924712084
5.9428,1,262.54,1530,1.0,,186924712084
5.9428,2,272.76,1530,1.0,,186924712084
5.9555,0,280.36,1507,1.0,,186925463181
5.9555,1,260.15,1530,1.0,,186925463181
5.9555,2,276.12,1530,1.0,,186925463181
5.9709,0,280.36,1507,1.0,,186926410322
5.9709,1,263.01,1530,1.0,,186926410322
5.9709,2,276.12,1530,1.0,,186926410322
5.9830,0,277.67,1507,1.0,,186927208782
5.9830,1,263.01,1530,1.0,,186927208782
5.9830,2,275.64,1530,1.0,,186927208782
5.9956,0,273.17,1507,1.0,,186927958413
5.9956,1,261.58,1530,1.0,,186927958413
5.9956,2,270.18,1530,1.0,,186927958413
6.0113,0,273.17,1507,1.0,,186928964881
6.0113,1,263.97,1530,1.0,,186928964881
6.0113,2,270.18,1530,1.0,,186928964881
6.0234,0,277.48,1507,1.0,,186929712620
6.0234,1,263.97,1530,1.0,,186929712620
6.0234,2,277.08,1530,1.0,,186929712620
6.0361,0,274.13,1507,1.0,,186930465060
6.0361,1,262.06,1530,1.0,,186930465060
6.0361,2,272.76,1530,1.0,,186930465060
6.0513,0,274.13,1507,1.0,,186931465973
6.0513,1,257.29,1530,1.0,,186931465973
6.0513,2,272.76,1530,1.0,,186931465973
6.0634,0,280.36,1507,1.0,,186932212980
6.0634,1,257.29,1530,1.0,,186932212980
6.0634,2,275.46,1530,1.0,,186932212980
6.0761,0,280.07,1507,1.0,,186932967617
6.0761,1,262.54,1530,1.0,,186932967617
6.0761,2,275.16,1530,1.0,,186932967617
6.0912,0,280.07,1507,1.0,,186933902307
6.0912,1,257.76,1530,1.0,,186933902307
6.0912,2,275.16,1530,1.0,,186933902307
6.1032,0,281.50,1507,1.0,,186934647544
6.1032,1,257.76,1530,1.0,,186934647544
6.1032,2,276.42,1530,1.0,,186934647544
6.1160,0,276.71,1507,1.0,,186935456502
6.1160,1,260.32,1530,1.0,,186935456502
6.1160,2,274.98,1530,1.0,,186935456502
6.1314,0,276.71,1507,1.0,,186936400958
6.1314,1,259.19,1530,1.0,,186936400958
6.1314,2,274.98,1530,1.0,,186936400958
6.1435,0,279.40,1507,1.0,,186937153092
6.1435,1,259.19,1530,1.0,,186937153092
6.1435,2,270.84,1530,1.0,,186937153092
6.1562,0,275.27,1507,1.0,,186937964613
6.1562,1,258.89,1530,1.0,,186937964613
6.1562,2,274.02,1530,1.0,,186937964613
6.1715,0,275.27,1507,1.0,,186938906444
6.1715,1,259.67,1530,1.0,,186938906444
6.1715,2,274.02,1530,1.0,,186938906444
6.1835,0,278.92,1507,1.0,,186939657114
6.1835,1,259.67,1530,1.0,,186939657114
6.1835,2,273.24,1530,1.0,,186939657114
6.1962,0,275.09,1507,1.0,,186940462593
6.1962,1,259.19,1530,1.0,,186940462593
6.1962,2,275.46,1530,1.0,,186940462593
6.2110,0,275.09,1507,1.0,,186941406926
6.2110,1,261.10,1530,1.0,,186941406926
6.2110,2,275.46,1530,1.0,,186941406926
6.2235,0,279.88,1522,1.0,,186942151920
6.2235,1,261.10,1530,1.0,,186942151920
6.2235,2,276.42,1530,1.0,,186942151920
6.2389,0,284.19,1522,1.0,,186943096436
6.2389,1,261.10,1530,1.0,,186943096436
6.2389,2,278.33,1530,1.0,,186943096436
6.2522,0,284.19,1522,1.0,,186943967833
6.2522,1,262.06,1530,1.0,,186943967833
6.2522,2,278.33,1530,1.0,,186943967833
6.2642,0,279.88,1522,1.0,,186944710385
6.2642,1,262.06,1530,1.0,,186944710385
6.2642,2,273.06,1530,1.0,,186944710385
6.2769,0,283.04,1522,1.0,,186945463068
6.2769,1,261.58,1530,1.0,,186945463068
6.2769,2,276.12,1530,1.0,,186945463068
6.2916,0,283.04,1522,1.0,,186946402885
6.2916,1,262.54,1530,1.0,,186946402885
6.2916,2,276.12,1530,1.0,,186946402885
6.3036,0,283.23,1515,1.0,,186947156728
6.3036,1,262.54,1530,1.0,,186947156728
6.3036,2,274.50,1530,1.0,,186947156728
6.3163,0,283.23,1515,1.0,,186947965992
6.3163,1,260.63,1530,1.0,,186947965992
6.3163,2,276.42,1530,1.0,,186947965992
6.3306,0,285.15,1515,1.0,,186948839647
6.3306,1,263.01,1530,1.0,,186948839647
6.3306,2,276.42,1530,1.0,,186948839647
6.3432,0,278.44,1515,1.0,,186949591293
6.3432,1,263.01,1530,1.0,,186949591293
6.3432,2,277.08,1530,1.0,,186949591293
6.3559,0,278.44,1515,1.0,,186950402631
6.3559,1,261.10,1530,1.0,,186950402631
6.3559,2,270.18,1530,1.0,,186950402631
6.3704,0,284.48,1515,1.0,,186951339823
6.3704,1,259.67,1530,1.0,,186951339823
6.3704,2,270.18,1530,1.0,,186951339823
6.3831,0,284.19,1515,1.0,,186952092385
6.3831,1,259.67,1530,1.0,,186952092385
6.3831,2,277.38,1530,1.0,,186952092385
6.3958,0,284.19,1515,1.0,,186952916479
6.3958,1,261.58,1530,1.0,,186952916479
6.3958,2,272.76,1530,1.0,,186952916479
6.4098,0,286.59,1515,1.0,,186953793735
6.4098,1,259.67,1530,1.0,,186953793735
6.4098,2,272.76,1530,1.0,,186953793735
6.4225,0,280.17,1515,1.0,,186954539827
6.4225,1,259.67,1530,1.0,,186954539827
6.4225,2,275.46,1530,1.0,,186954539827
6.4352,0,280.17,1515,1.0,,186955348968
6.4352,1,262.54,1530,1.0,,186955348968
6.4352,2,275.46,1530,1.0,,186955348968
6.4473,0,287.06,1515,1.0,,186956096159
6.4473,1,262.54,1530,1.0,,186956096159
6.4473,2,274.20,1530,1.0,,186956096159
6.4601,0,283.23,1507,1.0,,186956906520
6.4601,1,260.63,1530,1.0,,186956906520
6.4601,2,269.70,1530,1.0,,186956906520
6.4759,0,283.23,1507,1.0,,186957912133
6.4759,1,263.01,1530,1.0,,186957912133
6.4759,2,274.50,1530,1.0,,186957912133
6.4900,0,274.79,1507,1.0,,186958787314
6.4900,1,259.67,1530,1.0,,186958787314
6.4900,2,274.50,1530,1.0,,186958787314
6.5027,0,276.53,1507,1.0,,186959537434
6.5027,1,259.67,1530,1.0,,186959537434
6.5027,2,271.32,1530,1.0,,186959537434
6.5154,0,276.53,1507,1.0,,186960341997
6.5154,1,263.49,1530,1.0,,186960341997
6.5154,2,271.32,1530,1.0,,186960341997
6.5274,0,279.40,1507,1.0,,186961092911
6.5274,1,263.49,1530,1.0,,186961092911
6.5274,2,274.50,1530,1.0,,186961092911
6.5401,0,274.90,1507,1.0,,186961901442
6.5401,1,260.63,1530,1.0,,186961901442
6.5401,2,275.16,1530,1.0,,186961901442
6.5534,0,274.90,1507,1.0,,186962707470
6.5534,1,263.01,1530,1.0,,186962707470
6.5534,2,275.16,1530,1.0,,186962707470
6.5657,0,280.84,1507,1.0,,186963455576
6.5657,1,263.01,1530,1.0,,186963455576
6.5657,2,274.02,1530,1.0,,186963455576
6.5784,0,279.88,1507,1.0,,186964265449
6.5784,1,261.10,1530,1.0,,186964265449
6.5784,2,272.76,1530,1.0,,186964265449
6.5931,0,279.88,1507,1.0,,186965144353
6.5931,1,263.49,1530,1.0,,186965144353
6.5931,2,272.76,1530,1.0,,186965144353
6.6051,0,282.27,1507,1.0,,186965885257
6.6051,1,263.49,1530,1.0,,186965885257
6.6051,2,275.94,1530,1.0,,186965885257
6.6177,0,278.44,1507,1.0,,186966698671
6.6177,1,262.36,1530,1.0,,186966698671
6.6177,2,272.10,1530,1.0,,186966698671
6.6337,0,278.44,1507,1.0,,186967701537
6.6337,1,257.11,1530,1.0,,186967701537
6.6337,2,272.10,1530,1.0,,186967701537
6.6457,0,280.84,1507,1.0,,186968448178
6.6457,1,257.11,1530,1.0,,186968448178
6.6457,2,278.33,1530,1.0,,186968448178
6.6591,0,275.57,1507,1.0,,186969261591
6.6591,1,262.84,1530,1.0,,186969261591
6.6591,2,273.54,1530,1.0,,186969261591
6.6741,0,275.57,1507,1.0,,186970203361
6.6741,1,258.55,1530,1.0,,186970203361
6.6741,2,273.54,1530,1.0,,186970203361
6.6861,0,279.88,1507,1.0,,186970950003
6.6861,1,258.55,1530,1.0,,186970950003
6.6861,2,277.08,1530,1.0,,186970950003
6.6988,0,275.86,1507,1.0,,186971759327
6.6988,1,263.31,1530,1.0,,186971759327
6.6988,2,275.94,1530,1.0,,186971759327
6.7129,0,275.86,1507,1.0,,186972640794
6.7129,1,258.55,1530,1.0,,186972640794
6.7129,2,275.94,1530,1.0,,186972640794
6.7250,0,279.88,1507,1.0,,186973394149
6.7250,1,258.55,1530,1.0,,186973394149
6.7250,2,271.92,1530,1.0,,186973394149
6.7403,0,283.71,1522,1.0,,186974328900
6.7403,1,258.72,1530,1.0,,186974328900
6.7403,2,276.42,1530,1.0,,186974328900
6.7537,0,283.71,1522,1.0,,186975140055
6.7537,1,259.98,1530,1.0,,186975140055
6.7537,2,276.42,1530,1.0,,186975140055
6.7657,0,280.36,1522,1.0,,186975881081
6.7657,1,259.98,1530,1.0,,186975881081
6.7657,2,271.80,1530,1.0,,186975881081
6.7785,0,283.04,1522,1.0,,186976698401
6.7785,1,259.19,1530,1.0,,186976698401
6.7785,2,274.98,1530,1.0,,186976698401
6.7933,0,283.04,1522,1.0,,186977633884
6.7933,1,260.45,1530,1.0,,186977633884
6.7933,2,274.98,1530,1.0,,186977633884
6.8053,0,284.38,1515,1.0,,186978390535
6.8053,1,260.45,1530,1.0,,186978390535
6.8053,2,274.02,1530,1.0,,186978390535
6.8180,0,284.38,1515,1.0,,186979197906
6.8180,1,259.85,1530,1.0,,186979197906
6.8180,2,275.46,1530,1.0,,186979197906
6.8339,0,277.19,1507,1.0,,186980140470
6.8339,1,262.54,1530,1.0,,186980140470
6.8339,2,275.46,1530,1.0,,186980140470
6.8467,0,277.67,1507,1.0,,186980956141
6.8467,1,262.54,1530,1.0,,186980956141
6.8467,2,276.89,1530,1.0,,186980956141
6.8596,0,279.40,1507,1.0,,186981767541
6.8596,1,262.06,1530,1.0,,186981767541
6.8596,2,272.76,1530,1.0,,186981767541
6.8751,0,279.40,1507,1.0,,186982709189
6.8751,1,263.49,1530,1.0,,186982709189
6.8751,2,272.76,1530,1.0,,186982709189
6.8871,0,277.00,1507,1.0,,186983461445
6.8871,1,263.49,1530,1.0,,186983461445
6.8871,2,275.27,1530,1.0,,186983461445
6.8998,0,278.74,1507,1.0,,186984269549
6.8998,1,262.54,1530,1.0,,186984269549
6.8998,2,274.98,1530,1.0,,186984269549
6.9145,0,278.74,1507,1.0,,186985210220
6.9145,1,263.49,1530,1.0,,186985210220
6.9145,2,274.98,1530,1.0,,186985210220
6.9265,0,278.44,1507,1.0,,186985954908
6.9265,1,263.49,1530,1.0,,186985954908
6.9265,2,276.42,1530,1.0,,186985954908
6.9392,0,281.32,1507,1.0,,186986707286
6.9392,1,263.49,1530,1.0,,186986707286
6.9392,2,274.50,1530,1.0,,186986707286
6.9547,0,281.32,1507,1.0,,186987710885
6.9547,1,258.72,1530,1.0,,186987710885
6.9547,2,274.50,1530,1.0,,186987710885
6.9668,0,281.50,1507,1.0,,186988461615
6.9668,1,258.72,1530,1.0,,186988461615
6.9668,2,277.86,1530,1.0,,186988461615
6.9794,0,279.59,1507,1.0,,186989208623
6.9794,1,263.97,1530,1.0,,186989208623
6.9794,2,273.54,1530,1.0,,186989208623
6.9944,0,279.59,1507,1.0,,186990152163
6.9944,1,259.67,1530,1.0,,186990152163
6.9944,2,273.54,1530,1.0,,186990152163
7.0064,0,279.11,1507,1.0,,186990895386
7.0064,1,259.67,1530,1.0,,186990895386
7.0064,2,274.68,1530,1.0,,186990895386
7.0191,0,275.27,1507,1.0,,186991702025
7.0191,1,257.76,1530,1.0,,186991702025
7.0191,2,275.64,1530,1.0,,186991702025
7.0345,0,275.27,1507,1.0,,186992642696
7.0345,1,260.63,1530,1.0,,186992642696
7.0345,2,275.64,1530,1.0,,186992642696
7.0470,0,278.44,1507,1.0,,186993452020
7.0470,1,260.63,1530,1.0,,186993452020
7.0470,2,274.50,1530,1.0,,186993452020
7.0601,0,274.13,1507,1.0,,186994264030
7.0601,1,259.02,1530,1.0,,186994264030
7.0601,2,277.86,1530,1.0,,186994264030
7.0754,0,274.13,1507,1.0,,186995203480
7.0754,1,262.06,1530,1.0,,186995203480
7.0754,2,277.86,1530,1.0,,186995203480
7.0874,0,278.26,1507,1.0,,186995953051
7.0874,1,262.06,1530,1.0,,186995953051
7.0874,2,272.10,1530,1.0,,186995953051
7.1000,0,276.05,1507,1.0,,186996697373
7.1000,1,259.50,1530,1.0,,186996697373
7.1000,2,277.38,1530,1.0,,186996697373
7.1146,0,276.05,1507,1.0,,186997633833
7.1146,1,262.54,1530,1.0,,186997633833
7.1146,2,277.38,1530,1.0,,186997633833
7.1266,0,281.32,1507,1.0,,186998383953
7.1266,1,262.54,1530,1.0,,186998383953
7.1266,2,273.54,1530,1.0,,186998383953
7.1393,0,280.55,1507,1.0,,186999191324
7.1393,1,260.15,1530,1.0,,186999191324
7.1393,2,276.89,1530,1.0,,186999191324
7.1547,0,280.55,1507,1.0,,187000133033
7.1547,1,263.01,1530,1.0,,187000133033
7.1547,2,276.89,1530,1.0,,187000133033
7.1667,0,281.32,1507,1.0,,187000877050
7.1667,1,263.01,1530,1.0,,187000877050
7.1667,2,276.42,1530,1.0,,187000877050
7.1794,0,277.00,1507,1.0,,187001688327
7.1794,1,261.41,1530,1.0,,187001688327
7.1794,2,270.66,1530,1.0,,187001688327
7.1951,0,277.00,1507,1.0,,187002629548
7.1951,1,263.97,1530,1.0,,187002629548
7.1951,2,270.66,1530,1.0,,187002629548
7.2071,0,280.36,1507,1.0,,187003380584
7.2071,1,263.97,1530,1.0,,187003380584
7.2071,2,277.38,1530,1.0,,187003380584
7.2198,0,275.57,1507,1.0,,187004204312
7.2198,1,261.88,1530,1.0,,187004204312
7.2198,2,273.54,1530,1.0,,187004204312
7.2352,0,275.57,1515,1.0,,187005159815
7.2352,1,264.27,1530,1.0,,187005159815
7.2352,2,273.54,1530,1.0,,187005159815
7.2473,0,283.52,1515,1.0,,187005890099
7.2473,1,264.27,1530,1.0,,187005890099
7.2473,2,276.23,1530,1.0,,187005890099
7.2607,0,282.56,1515,1.0,,187006718222
7.2607,1,262.36,1530,1.0,,187006718222
7.2607,2,275.94,1530,1.0,,187006718222
7.2747,0,282.56,1515,1.0,,187007591449
7.2747,1,257.59,1530,1.0,,187007591449
7.2747,2,275.94,1530,1.0,,187007591449
7.2867,0,282.46,1507,1.0,,187008348527
7.2867,1,257.59,1530,1.0,,187008348527
7.2867,2,276.89,1530,1.0,,187008348527
7.2993,0,282.46,1507,1.0,,187009153884
7.2993,1,261.58,1530,1.0,,187009153884
7.2993,2,273.06,1530,1.0,,187009153884
7.3127,0,279.88,1507,1.0,,187009965345
7.3127,1,257.59,1530,1.0,,187009965345
7.3127,2,273.06,1530,1.0,,187009965345
7.3253,0,280.36,1507,1.0,,187010779857
7.3253,1,257.59,1530,1.0,,187010779857
7.3253,2,277.86,1530,1.0,,187010779857
7.3380,0,280.36,1507,1.0,,187011587533
7.3380,1,261.41,1530,1.0,,187011587533
7.3380,2,277.86,1530,1.0,,187011587533
7.3500,0,276.53,1507,1.0,,187012337165
7.3500,1,261.41,1530,1.0,,187012337165
7.3500,2,273.36,1530,1.0,,187012337165
7.3628,0,278.92,1507,1.0,,187013087956
7.3628,1,260.15,1530,1.0,,187013087956
7.3628,2,277.86,1530,1.0,,187013087956
7.3761,0,278.92,1507,1.0,,187013959536
7.3761,1,260.93,1530,1.0,,187013959536
7.3761,2,277.86,1530,1.0,,187013959536
7.3882,0,275.86,1507,1.0,,187014704285
7.3882,1,260.93,1530,1.0,,187014704285
7.3882,2,272.40,1530,1.0,,187014704285
7.4009,0,280.65,1522,1.0,,187015457335
7.4009,1,261.10,1530,1.0,,187015457335
7.4009,2,276.23,1530,1.0,,187015457335
7.4155,0,280.65,1522,1.0,,187016386654
7.4155,1,261.88,1530,1.0,,187016386654
7.4155,2,276.23,1530,1.0,,187016386654
7.4275,0,282.75,1515,1.0,,187017142145
7.4275,1,261.88,1530,1.0,,187017142145
7.4275,2,274.50,1530,1.0,,187017142145
7.4401,0,282.75,1515,1.0,,187017885490
7.4401,1,259.67,1530,1.0,,187017885490
7.4401,2,275.94,1530,1.0,,187017885490
7.4539,0,285.15,1515,1.0,,187018764577
7.4539,1,262.06,1530,1.0,,187018764577
7.4539,2,275.94,1530,1.0,,187018764577
7.4666,0,280.36,1515,1.0,,187019574329
7.4666,1,262.06,1530,1.0,,187019574329
7.4666,2,276.89,1530,1.0,,187019574329
7.4794,0,280.36,1515,1.0,,187020315111
7.4794,1,260.63,1530,1.0,,187020315111
7.4794,2,278.33,1530,1.0,,187020315111
7.4939,0,283.90,1515,1.0,,187021257430
7.4939,1,263.01,1530,1.0,,187021257430
7.4939,2,278.33,1530,1.0,,187021257430
7.5066,0,283.23,1507,1.0,,187022068646
7.5066,1,263.01,1530,1.0,,187022068646
7.5066,2,274.79,1530,1.0,,187022068646
7.5193,0,283.23,1507,1.0,,187022812846
7.5193,1,261.10,1530,1.0,,187022812846
7.5193,2,275.16,1530,1.0,,187022812846
7.5333,0,275.27,1507,1.0,,187023686135
7.5333,1,262.84,1530,1.0,,187023686135
7.5333,2,275.16,1530,1.0,,187023686135
7.5460,0,276.71,1507,1.0,,187024494421
7.5460,1,262.84,1530,1.0,,187024494421
7.5460,2,275.46,1530,1.0,,187024494421
7.5587,0,276.71,1507,1.0,,187025295322
7.5587,1,261.58,1530,1.0,,187025295322
7.5587,2,275.46,1530,1.0,,187025295322
7.5707,0,279.88,1507,1.0,,187025977327
7.5707,1,261.58,1530,1.0,,187025977327
7.5707,2,275.16,1530,1.0,,187025977327
7.5834,0,274.13,1507,1.0,,187026788483
7.5834,1,264.92,1530,1.0,,187026788483
7.5834,2,275.94,1530,1.0,,187026788483
7.5968,0,274.13,1507,1.0,,187027592924
7.5968,1,261.10,1530,1.0,,187027592924
7.5968,2,275.94,1530,1.0,,187027592924
7.6089,0,280.36,1507,1.0,,187028341945
7.6089,1,261.10,1530,1.0,,187028341945
7.6089,2,272.58,1530,1.0,,187028341945
7.6215,0,279.11,1507,1.0,,187029146753
7.6215,1,258.24,1530,1.0,,187029146753
7.6215,2,277.86,1530,1.0,,187029146753
7.6367,0,279.11,1507,1.0,,187030085471
7.6367,1,262.06,1530,1.0,,187030085471
7.6367,2,277.86,1530,1.0,,187030085471
7.6491,0,282.94,1507,1.0,,187030826009
7.6491,1,262.06,1530,1.0,,187030826009
7.6491,2,271.62,1530,1.0,,187030826009
7.6618,0,279.11,1507,1.0,,187031633441
7.6618,1,258.72,1530,1.0,,187031633441
7.6618,2,277.38,1530,1.0,,187031633441
7.7115,0,274.61,1507,1.0,,187034771372
7.7115,1,260.63,1530,1.0,,187034771372
7.7115,2,275.75,1530,1.0,,187034771372
7.7250,0,277.48,1507,1.0,,187035583077
7.7250,1,261.41,1530,1.0,,187035583077
7.7250,2,275.16,1530,1.0,,187035583077
7.7388,0,277.48,1515,1.0,,187036463202
7.7388,1,264.92,1530,1.0,,187036463202
7.7388,2,275.16,1530,1.0,,187036463202
7.7509,0,278.26,1515,1.0,,187037211063
7.7509,1,264.92,1530,1.0,,187037211063
7.7509,2,276.42,1530,1.0,,187037211063
7.7636,0,282.56,1515,1.0,,187038013368
7.7636,1,261.88,1530,1.0,,187038013368
7.7636,2,276.42,1530,1.0,,187038013368
7.7762,0,282.56,1515,1.0,,187038758179
7.7762,1,264.44,1530,1.0,,187038758179
7.7762,2,275.94,1530,1.0,,187038758179
7.7890,0,282.75,1507,1.0,,187039575376
7.7890,1,264.44,1530,1.0,,187039575376
7.7890,2,277.38,1530,1.0,,187039575376
7.8018,0,282.75,1507,1.0,,187040382869
7.8018,1,261.10,1530,1.0,,187040382869
7.8018,2,277.38,1530,1.0,,187040382869
7.8142,0,279.40,1507,1.0,,187041120904
7.8142,1,263.97,1530,1.0,,187041120904
7.8142,2,272.58,1530,1.0,,187041120904
7.8275,0,280.84,1507,1.0,,187041935417
7.8275,1,263.97,1530,1.0,,187041935417
7.8275,2,276.42,1530,1.0,,187041935417
7.8402,0,280.84,1507,1.0,,187042739858
7.8402,1,260.45,1530,1.0,,187042739858
7.8402,2,276.42,1530,1.0,,187042739858
7.8522,0,276.53,1507,1.0,,187043487476
7.8522,1,264.92,1530,1.0,,187043487476
7.8522,2,274.02,1530,1.0,,187043487476
7.8671,0,280.36,1507,1.0,,187044424668
7.8671,1,264.92,1530,1.0,,187044424668
7.8671,2,275.46,1530,1.0,,187044424668
7.8798,0,280.36,1507,1.0,,187045170516
7.8798,1,262.06,1530,1.0,,187045170516
7.8798,2,275.46,1530,1.0,,187045170516
7.8925,0,277.78,1507,1.0,,187045980877
7.8925,1,265.40,1530,1.0,,187045980877
7.8925,2,276.42,1530,1.0,,187045980877
7.9072,0,283.42,1515,1.0,,187046921366
7.9072,1,265.40,1530,1.0,,187046921366
7.9072,2,276.89,1530,1.0,,187046921366
7.9199,0,283.42,1515,1.0,,187047668312
7.9199,1,262.36,1530,1.0,,187047668312
7.9199,2,276.89,1530,1.0,,187047668312
7.9320,0,283.71,1507,1.0,,187048417883
7.9320,1,262.36,1530,1.0,,187048417883
7.9320,2,275.94,1530,1.0,,187048417883
7.9446,0,282.75,1507,1.0,,187049221531
7.9446,1,261.58,1530,1.0,,187049221531
7.9446,2,278.81,1530,1.0,,187049221531
7.9597,0,282.75,1507,1.0,,187050157563
7.9597,1,262.84,1530,1.0,,187050157563
7.9597,2,278.81,1530,1.0,,187050157563
7.9717,0,278.92,1507,1.0,,187050899200
7.9717,1,262.84,1530,1.0,,187050899200
7.9717,2,273.83,1530,1.0,,187050899200
7.9844,0,280.36,1507,1.0,,187051708524
7.9844,1,262.06,1530,1.0,,187051708524
7.9844,2,276.60,1530,1.0,,187051708524
7.9999,0,280.36,1507,1.0,,187052644190
7.9999,1,263.31,1530,1.0,,187052644190
7.9999,2,276.60,1530,1.0,,187052644190
8.0119,0,278.44,1507,1.0,,187053386254
8.0119,1,263.31,1530,1.0,,187053386254
8.0119,2,275.94,1530,1.0,,187053386254
8.0246,0,280.17,1507,1.0,,187054192770
8.0246,1,263.49,1530,1.0,,187054192770
8.0246,2,272.88,1530,1.0,,187054192770
8.0399,0,280.17,1507,1.0,,187055131733
8.0399,1,264.27,1530,1.0,,187055131733
8.0399,2,272.88,1530,1.0,,187055131733
8.0520,0,278.74,1507,1.0,,187055876055
8.0520,1,264.27,1530,1.0,,187055876055
8.0520,2,277.38,1530,1.0,,187055876055
8.0647,0,281.80,1507,1.0,,187056682449
8.0647,1,264.44,1530,1.0,,187056682449
8.0647,2,272.40,1530,1.0,,187056682449
8.0800,0,281.80,1507,1.0,,187057636548
8.0800,1,262.54,1530,1.0,,187057636548
8.0800,2,272.40,1530,1.0,,187057636548
8.0922,0,282.75,1507,1.0,,187058380199
8.0922,1,262.54,1530,1.0,,187058380199
8.0922,2,278.81,1530,1.0,,187058380199
