t_s,gpu_index,power_w,sm_clock_mhz,mem_clock_mhz,temperature_c,util_gpu,util_mem,mem_used_mib,fan_pct,throttle_reasons,cpu_util,rapl_pkg_uj
0.0000,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,0.0000,271299620411
0.0101,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.0201,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.0302,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.0403,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.0503,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.0604,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.0705,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.0805,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.0906,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.1007,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,0.0179,271309127955
0.1107,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.1208,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.1309,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.1410,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.1510,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.1611,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.1712,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.1813,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.1913,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.2014,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,0.0179,271318612916
0.2115,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.2216,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.2316,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.2417,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.2518,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.2619,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.2719,0,63.44,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.2820,0,63.44,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.2921,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.3021,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,0.0152,271328045693
0.3122,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.3223,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.3324,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.3424,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.3525,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.3626,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.3727,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.3827,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.3928,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.4029,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,0.0166,271337542189
0.4129,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.4230,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.4331,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.4432,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.4532,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.4633,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.4734,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.4835,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.4935,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.5036,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,0.0166,271347037771
0.5137,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.5238,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.5338,0,63.40,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.5439,0,63.40,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.5539,0,63.35,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.5640,0,63.35,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.5741,0,63.35,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.5841,0,63.35,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.5942,0,63.35,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.6042,0,63.35,1380,877,45,0.0,0.0,273,,0x0000000000000001,0.7514,271369592156
0.6143,0,63.35,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.6244,0,63.35,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.6344,0,63.44,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.6445,0,63.44,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.6545,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.6646,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.6747,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.6847,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.6948,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.7048,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,0.1807,271383115131
0.7149,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.7250,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.7350,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.7451,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.7551,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.7652,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.7753,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.7853,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.7954,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.8055,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,0.0166,271393517510
0.8155,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.8256,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.8356,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.8457,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.8558,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.8658,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.8759,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.8859,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.8960,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.9061,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,0.0139,271403864468
0.9161,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.9262,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.9363,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.9464,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.9564,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.9665,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.9766,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.9866,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
0.9967,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.0068,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,0.0179,271413517398
1.0169,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.0269,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.0370,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.0471,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.0572,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.0672,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.0773,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.0874,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.0975,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.1075,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,0.0152,271423313332
1.1176,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.1277,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.1378,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.1478,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.1579,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.1680,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.1780,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.1881,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.1982,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.2083,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,0.0166,271433039137
1.2183,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.2284,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.2385,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.2486,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.2586,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.2687,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.2788,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.2889,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.2989,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.3090,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,0.0165,271442719594
1.3191,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.3292,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.3392,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.3493,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.3594,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.3694,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.3795,0,63.48,1380,877,45,0.0,0.0,273,,0x0000000000000001,,
1.3896,0,63.48,1380,877,45,0.0,0.0,274,,0x0000000000000001,,
1.3997,0,63.48,1380,877,45,0.0,0.0,276,,0x0000000000000001,,
1.4097,0,63.48,1380,877,45,0.0,0.0,276,,0x0000000000000001,0.0179,271452366053
1.4198,0,63.48,1380,877,45,0.0,0.0,276,,0x0000000000000001,,
1.4299,0,63.48,1380,877,45,0.0,0.0,276,,0x0000000000000001,,
1.4400,0,63.48,1380,877,45,0.0,0.0,276,,0x0000000000000001,,
1.4500,0,63.48,1380,877,45,0.0,0.0,276,,0x0000000000000001,,
1.4601,0,63.48,1380,877,45,0.0,0.0,276,,0x0000000000000001,,
1.4702,0,63.48,1380,877,45,0.0,0.0,288,,0x0000000000000001,,
1.4921,0,63.48,1380,877,45,0.0,0.0,288,,0x0000000000000001,,
1.5022,0,63.48,1380,877,45,0.0,0.0,288,,0x0000000000000001,,
1.5123,0,63.48,1380,877,45,0.0,0.0,290,,0,,
1.5223,0,63.48,1380,877,45,0.0,0.0,300,,0,0.0148,271463062986
1.5324,0,63.48,1380,877,45,0.0,0.0,334,,0,,
1.5425,0,63.48,1380,877,45,0.0,0.0,584,,0,,
1.5526,0,63.48,1380,877,45,0.0,0.0,778,,0,,
1.5626,0,63.97,1380,877,45,0.0,0.0,780,,0,,
1.5727,0,63.97,1380,877,45,0.0,0.0,872,,0,,
1.5828,0,151.48,1380,877,46,0.0,0.0,992,,0,,
1.5929,0,151.48,1380,877,46,0.0,0.0,992,,0,,
1.6029,0,188.82,1380,877,46,0.14,0.02,992,,0,,
1.6130,0,188.82,1380,877,47,0.14,0.02,992,,0,,
1.6231,0,251.53,1380,877,47,0.14,0.02,992,,0,0.0166,271472865208
1.6332,0,251.53,1380,877,47,0.14,0.02,992,,0,,
1.6432,0,262.63,1380,877,47,0.14,0.02,992,,0,,
1.6533,0,262.63,1380,877,47,0.14,0.02,992,,0,,
1.6634,0,263.12,1380,877,47,0.14,0.02,992,,0,,
1.6735,0,263.12,1380,877,48,0.14,0.02,992,,0,,
1.6835,0,261.98,1380,877,48,0.14,0.02,992,,0,,
1.6936,0,261.98,1380,877,48,0.14,0.02,992,,0,,
1.7037,0,262.46,1380,877,48,0.14,0.02,992,,0,,
1.7137,0,262.46,1380,877,48,0.14,0.02,992,,0,,
1.7238,0,264.56,1380,877,48,0.14,0.02,992,,0,0.0179,271482790048
1.7339,0,264.56,1380,877,49,0.14,0.02,992,,0,,
1.7440,0,263.60,1380,877,49,0.14,0.02,992,,0,,
1.7540,0,263.60,1380,877,49,0.14,0.02,992,,0,,
1.7641,0,260.22,1380,877,49,1.0,0.2,992,,0,,
1.7742,0,260.22,1380,877,49,1.0,0.2,992,,0,,
1.7843,0,265.83,1380,877,49,1.0,0.2,992,,0,,
1.7943,0,265.83,1380,877,49,1.0,0.2,992,,0,,
1.8044,0,264.87,1380,877,49,1.0,0.2,992,,0,,
1.8145,0,264.87,1380,877,49,1.0,0.2,992,,0,,
1.8245,0,231.09,1380,877,49,1.0,0.2,992,,0,0.0166,271492609237
1.8346,0,231.09,1380,877,49,1.0,0.2,992,,0,,
1.8447,0,212.04,1380,877,49,1.0,0.2,992,,0,,
1.8548,0,212.04,1380,877,49,1.0,0.2,992,,0,,
1.8648,0,205.89,1380,877,49,1.0,0.2,992,,0,,
1.8749,0,205.89,1380,877,49,1.0,0.2,992,,0,,
1.8850,0,202.98,1380,877,49,1.0,0.2,992,,0,,
1.8951,0,202.98,1380,877,49,1.0,0.2,992,,0,,
1.9051,0,202.02,1380,877,49,1.0,0.2,992,,0,,
1.9152,0,202.02,1380,877,49,1.0,0.2,992,,0,,
1.9253,0,202.85,1380,877,49,1.0,0.2,992,,0,0.0152,271502512165
1.9354,0,202.85,1380,877,49,1.0,0.2,992,,0,,
1.9454,0,203.95,1380,877,49,1.0,0.2,992,,0,,
1.9555,0,203.95,1380,877,49,1.0,0.2,992,,0,,
1.9656,0,202.98,1380,877,49,1.0,0.2,992,,0,,
1.9757,0,202.98,1380,877,49,1.0,0.2,992,,0,,
1.9857,0,204.92,1380,877,49,1.0,0.2,992,,0,,
1.9958,0,204.92,1380,877,49,1.0,0.2,992,,0,,
2.0059,0,204.44,1380,877,49,1.0,0.2,992,,0,,
2.0159,0,204.44,1380,877,49,1.0,0.2,992,,0,,
2.0260,0,204.30,1380,877,49,1.0,0.2,992,,0,0.0166,271512407403
2.0361,0,204.30,1380,877,49,1.0,0.2,992,,0,,
2.0462,0,205.41,1380,877,49,1.0,0.2,992,,0,,
2.0562,0,205.41,1380,877,49,1.0,0.2,992,,0,,
2.0663,0,204.92,1380,877,50,1.0,0.2,992,,0,,
2.0764,0,204.92,1380,877,50,1.0,0.2,992,,0,,
2.0865,0,202.98,1380,877,50,1.0,0.2,992,,0,,
2.0965,0,202.98,1380,877,50,1.0,0.2,992,,0,,
2.1066,0,202.02,1380,877,50,1.0,0.2,992,,0,,
2.1167,0,202.02,1380,877,50,1.0,0.2,992,,0,,
2.1267,0,201.88,1380,877,50,1.0,0.2,992,,0,0.0166,271522185211
2.1368,0,201.88,1380,877,50,1.0,0.2,992,,0,,
2.1469,0,205.89,1380,877,50,1.0,0.2,992,,0,,
2.1570,0,205.89,1380,877,50,1.0,0.2,992,,0,,
2.1670,0,206.86,1380,877,50,1.0,0.2,992,,0,,
2.1771,0,206.86,1380,877,50,1.0,0.2,992,,0,,
2.1872,0,205.41,1380,877,50,1.0,0.2,992,,0,,
2.1973,0,205.41,1380,877,50,1.0,0.2,992,,0,,
2.2073,0,204.44,1380,877,50,1.0,0.2,992,,0,,
2.2174,0,204.44,1380,877,50,1.0,0.2,992,,0,,
2.2275,0,203.82,1380,877,50,1.0,0.2,992,,0,0.0165,271531893987
2.2376,0,203.82,1380,877,50,1.0,0.2,992,,0,,
2.2476,0,204.44,1380,877,50,1.0,0.2,992,,0,,
2.2577,0,204.44,1380,877,50,1.0,0.2,992,,0,,
2.2678,0,205.41,1380,877,50,1.0,0.2,992,,0,,
2.2778,0,205.41,1380,877,50,1.0,0.2,992,,0,,
2.2879,0,202.98,1380,877,50,1.0,0.2,992,,0,,
2.2980,0,202.98,1380,877,50,1.0,0.2,992,,0,,
2.3081,0,202.02,1380,877,50,1.0,0.2,992,,0,,
2.3181,0,202.02,1380,877,50,1.0,0.2,992,,0,,
2.3282,0,200.91,1380,877,50,1.0,0.2,992,,0,0.0166,271541617656
2.3383,0,200.91,1380,877,50,1.0,0.2,992,,0,,
2.3484,0,205.27,1380,877,50,1.0,0.2,992,,0,,
2.3584,0,205.27,1380,877,50,1.0,0.2,992,,0,,
2.3685,0,206.86,1380,877,50,1.0,0.2,992,,0,,
2.3786,0,206.86,1380,877,50,1.0,0.2,992,,0,,
2.3886,0,206.86,1380,877,50,1.0,0.2,992,,0,,
2.3987,0,205.41,1380,877,50,1.0,0.2,992,,0,,
2.4088,0,205.41,1380,877,50,1.0,0.2,992,,0,,
2.4189,0,204.92,1380,877,50,1.0,0.2,992,,0,,
2.4517,0,204.30,1380,877,50,1.0,0.2,992,,0,0.0202,271553666453
2.4618,0,202.98,1380,877,50,1.0,0.2,992,,0,,
2.4718,0,202.98,1380,877,50,1.0,0.2,992,,0,,
2.4819,0,202.50,1380,877,50,1.0,0.2,992,,0,,
2.4920,0,202.50,1380,877,50,1.0,0.2,992,,0,,
2.5020,0,202.98,1380,877,50,1.0,0.2,992,,0,,
2.5121,0,202.98,1380,877,50,1.0,0.2,992,,0,,
2.5222,0,200.56,1380,877,50,1.0,0.2,992,,0,,
2.5323,0,200.56,1380,877,50,1.0,0.2,992,,0,,
2.5423,0,198.63,1380,877,50,1.0,0.2,992,,0,,
2.5524,0,198.63,1380,877,50,1.0,0.2,992,,0,0.0152,271563312608
2.5625,0,198.14,1380,877,50,1.0,0.2,992,,0,,
2.5726,0,198.14,1380,877,50,1.0,0.2,992,,0,,
2.5826,0,202.02,1380,877,50,1.0,0.2,992,,0,,
2.5927,0,202.02,1380,877,50,1.0,0.2,992,,0,,
2.6028,0,202.02,1380,877,50,1.0,0.2,992,,0,,
2.6128,0,202.02,1380,877,50,1.0,0.2,992,,0,,
2.6229,0,203.47,1380,877,50,1.0,0.2,992,,0,,
2.6330,0,203.47,1380,877,50,1.0,0.2,992,,0,,
2.6431,0,202.50,1380,877,50,1.0,0.2,992,,0,,
2.6531,0,202.50,1380,877,50,1.0,0.2,992,,0,0.0165,271573154501
2.6632,0,201.05,1380,877,50,1.0,0.2,992,,0,,
2.6733,0,201.05,1380,877,50,1.0,0.2,992,,0,,
2.6834,0,199.59,1380,877,50,1.0,0.2,992,,0,,
2.6934,0,199.59,1380,877,50,1.0,0.2,992,,0,,
2.7035,0,199.46,1380,877,50,1.0,0.2,992,,0,,
2.7136,0,199.46,1380,877,50,1.0,0.2,992,,0,,
2.7237,0,198.98,1380,877,51,1.0,0.2,992,,0,,
2.7337,0,198.98,1380,877,51,1.0,0.2,992,,0,,
2.7438,0,203.47,1380,877,51,1.0,0.2,992,,0,,
2.7539,0,203.47,1380,877,51,1.0,0.2,992,,0,0.0166,271582999996
2.7639,0,204.44,1380,877,51,1.0,0.2,992,,0,,
2.7740,0,204.44,1380,877,51,1.0,0.2,992,,0,,
2.7841,0,202.98,1380,877,51,1.0,0.2,992,,0,,
2.7942,0,202.98,1380,877,51,1.0,0.2,992,,0,,
2.8042,0,204.30,1380,877,51,1.0,0.2,992,,0,,
2.8143,0,204.30,1380,877,51,1.0,0.2,992,,0,,
2.8244,0,203.82,1380,877,51,1.0,0.2,992,,0,,
2.8345,0,203.82,1380,877,51,1.0,0.2,992,,0,,
2.8445,0,204.30,1380,877,51,1.0,0.2,992,,0,,
2.8546,0,204.30,1380,877,51,1.0,0.2,992,,0,0.0166,271592854585
2.8647,0,205.89,1380,877,51,1.0,0.2,992,,0,,
2.8747,0,205.89,1380,877,51,1.0,0.2,992,,0,,
2.8848,0,203.95,1380,877,51,1.0,0.2,992,,0,,
2.8949,0,203.95,1380,877,51,1.0,0.2,992,,0,,
2.9050,0,202.50,1380,877,51,1.0,0.2,992,,0,,
2.9150,0,202.50,1380,877,51,1.0,0.2,992,,0,,
