t_s,gpu_index,power_w,sm_clock_mhz,mem_clock_mhz,temperature_c,util_gpu,util_mem,mem_used_mib,fan_pct,throttle_reasons,cpu_util,rapl_pkg_uj
0.0000,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,0.0000,103693779770
0.0101,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.0201,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.0302,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.0403,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.0503,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.0604,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.0705,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.0805,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.0906,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.1007,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,0.0166,103703163168
0.1107,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.1208,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.1309,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.1410,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.1510,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.1611,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.1712,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.1813,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.1913,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.2014,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,0.0179,103712538998
0.2115,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.2216,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.2316,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.2417,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.2518,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.2619,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.2719,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.2820,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.2921,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.3022,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,0.0152,103721852574
0.3122,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.3223,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.3324,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.3425,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.3525,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.3626,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.3727,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.3828,0,43.52,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.3928,0,43.52,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.4029,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,0.0206,103731233347
0.4130,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.4231,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.4331,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.4432,0,43.52,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.4533,0,43.52,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.4634,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.4734,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.4835,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.4936,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.5036,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,0.0166,103740584276
0.5137,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.5238,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.5339,0,43.04,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.5439,0,42.98,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.5540,0,42.98,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.5641,0,43.44,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.5741,0,43.44,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.5842,0,43.44,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.5942,0,43.44,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.6043,0,43.44,405,877,36,0.0,0.0,273,,0x0000000000000001,0.6819,103761634454
0.6144,0,43.44,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.6244,0,43.44,405,877,36,0.0,0.0,273,,0x0000000000000001,,
0.6345,0,43.44,405,877,36,0.0,0.0,273,,0x0000000000000001,,
