country,mw,tier,tier_name,seed,n_jobs,energy_kwh,co2_g_it,co2_g_facility,co2_tonnes_y,cfe_pct,cfe_abs_pct,ci_weighted_mean,p50_slowdown,p95_slowdown,p99_slowdown,cfe_lift_pp_vs_t0
CH,1.0000,3,T3,20260520,1994,6378.2154,189594.3796,231227.2974,2.3067,47.0740,100.0000,30.1791,10.5867,68.9654,114.3647,1.8051
CH,1.0000,3,T3,20260522,1994,6378.2154,189594.3796,231227.2974,2.3067,47.0740,100.0000,30.1791,10.5867,68.9654,114.3647,1.8051
CH,1.0000,3,T3,20260521,1994,6378.2154,189594.3796,231227.2974,2.3067,47.0740,100.0000,30.1791,10.5867,68.9654,114.3647,1.8051
CH,1.0000,3,T3,20260523,1994,6378.2154,189594.3796,231227.2974,2.3067,47.0740,100.0000,30.1791,10.5867,68.9654,114.3647,1.8051
CH,1.0000,3,T3,20260524,1994,6378.2154,189594.3796,231227.2974,2.3067,47.0740,100.0000,30.1791,10.5867,68.9654,114.3647,1.8051
CH,1.0000,4,T4,20260517,1994,6378.2154,189623.5800,226046.8957,2.3071,47.0411,100.0000,30.5750,15.0185,166.4933,424.2234,1.7722
CH,1.0000,4,T4,20260518,1994,6378.2154,189623.5800,226046.8957,2.3071,47.0411,100.0000,30.5750,15.0185,166.4933,424.2234,1.7722
CH,1.0000,4,T4,20260519,1994,6378.2154,189623.5800,226046.8957,2.3071,47.0411,100.0000,30.5750,15.0185,166.4933,424.2234,1.7722
CH,1.0000,4,T4,20260520,1994,6378.2154,189623.5800,226046.8957,2.3071,47.0411,100.0000,30.5750,15.0185,166.4933,424.2234,1.7722
CH,1.0000,4,T4,20260521,1994,6378.2154,189623.5800,226046.8957,2.3071,47.0411,100.0000,30.5750,15.0185,166.4933,424.2234,1.7722
CH,1.0000,4,T4,20260522,1994,6378.2154,189623.5800,226046.8957,2.3071,47.0411,100.0000,30.5750,15.0185,166.4933,424.2234,1.7722
CH,1.0000,4,T4,20260523,1994,6378.2154,189623.5800,226046.8957,2.3071,47.0411,100.0000,30.5750,15.0185,166.4933,424.2234,1.7722
CH,1.0000,4,T4,20260524,1994,6378.2154,189623.5800,226046.8957,2.3071,47.0411,100.0000,30.5750,15.0185,166.4933,424.2234,1.7722
CH,1.0000,5,T5,20260517,1994,6378.2154,190664.1812,231078.8691,2.3197,45.8709,100.0000,30.6055,15.4610,172.6894,457.1975,0.6020
CH,1.0000,5,T5,20260518,1994,6378.2154,190664.1812,231078.8691,2.3197,45.8709,100.0000,30.6055,15.4610,172.6894,457.1975,0.6020
CH,1.0000,5,T5,20260519,1994,6378.2154,190664.1812,231078.8691,2.3197,45.8709,100.0000,30.6055,15.4610,172.6894,457.1975,0.6020
CH,1.0000,5,T5,20260520,1994,6378.2154,190664.1812,231078.8691,2.3197,45.8709,100.0000,30.6055,15.4610,172.6894,457.1975,0.6020
CH,1.0000,5,T5,20260521,1994,6378.2154,190664.1812,231078.8691,2.3197,45.8709,100.0000,30.6055,15.4610,172.6894,457.1975,0.6020
CH,1.0000,5,T5,20260522,1994,6378.2154,190664.1812,231078.8691,2.3197,45.8709,100.0000,30.6055,15.4610,172.6894,457.1975,0.6020
CH,1.0000,5,T5,20260523,1994,6378.2154,190664.1812,231078.8691,2.3197,45.8709,100.0000,30.6055,15.4610,172.6894,457.1975,0.6020
CH,1.0000,5,T5,20260524,1994,6378.2154,190664.1812,231078.8691,2.3197,45.8709,100.0000,30.6055,15.4610,172.6894,457.1975,0.6020
CH,10.0000,0,T0,20260517,1994,60314.7771,1802207.7595,3831705.9480,21.9269,45.9641,100.0000,30.5914,15.1422,172.4286,457.1975,0.0000
CH,10.0000,0,T0,20260518,1994,60314.7771,1802207.7595,3831705.9480,21.9269,45.9641,100.0000,30.5914,15.1422,172.4286,457.1975,0.0000
CH,10.0000,0,T0,20260519,1994,60314.7771,1802207.7595,3831705.9480,21.9269,45.9641,100.0000,30.5914,15.1422,172.4286,457.1975,0.0000
CH,10.0000,0,T0,20260520,1994,60314.7771,1802207.7595,3831705.9480,21.9269,45.9641,100.0000,30.5914,15.1422,172.4286,457.1975,0.0000
CH,10.0000,0,T0,20260521,1994,60314.7771,1802207.7595,3831705.9480,21.9269,45.9641,100.0000,30.5914,15.1422,172.4286,457.1975,0.0000
CH,10.0000,0,T0,20260522,1994,60314.7771,1802207.7595,3831705.9480,21.9269,45.9641,100.0000,30.5914,15.1422,172.4286,457.1975,0.0000
CH,10.0000,0,T0,20260523,1994,60314.7771,1802207.7595,3831705.9480,21.9269,45.9641,100.0000,30.5914,15.1422,172.4286,457.1975,0.0000
CH,10.0000,0,T0,20260524,1994,60314.7771,1802207.7595,3831705.9480,21.9269,45.9641,100.0000,30.5914,15.1422,172.4286,457.1975,0.0000
CH,10.0000,1,T1,20260517,1994,60306.3771,1792289.8252,3783685.8691,21.8062,47.1139,100.0000,30.2135,10.5867,72.4551,122.6902,1.1498
CH,10.0000,1,T1,20260518,1994,60306.3771,1792289.8252,3783685.8691,21.8062,47.1139,100.0000,30.2135,10.5867,72.4551,122.6902,1.1498
CH,10.0000,1,T1,20260519,1994,60306.3771,1792289.8252,3783685.8691,21.8062,47.1139,100.0000,30.2135,10.5867,72.4551,122.6902,1.1498
CH,10.0000,1,T1,20260520,1994,60306.3771,1792289.8252,3783685.8691,21.8062,47.1139,100.0000,30.2135,10.5867,72.4551,122.6902,1.1498
CH,10.0000,1,T1,20260522,1994,60306.3771,1792289.8252,3783685.8691,21.8062,47.1139,100.0000,30.2135,10.5867,72.4551,122.6902,1.1498
CH,10.0000,1,T1,20260521,1994,60306.3771,1792289.8252,3783685.8691,21.8062,47.1139,100.0000,30.2135,10.5867,72.4551,122.6902,1.1498
CH,10.0000,1,T1,20260523,1994,60306.3771,1792289.8252,3783685.8691,21.8062,47.1139,100.0000,30.2135,10.5867,72.4551,122.6902,1.1498
CH,10.0000,1,T1,20260524,1994,60306.3771,1792289.8252,3783685.8691,21.8062,47.1139,100.0000,30.2135,10.5867,72.4551,122.6902,1.1498
CH,10.0000,2,T2,20260517,1994,60331.3467,1799625.4687,3847764.9263,21.8954,46.3300,100.0000,30.6150,14.2801,159.1382,411.2177,0.3659
CH,10.0000,2,T2,20260518,1994,60331.3467,1799625.4687,3847764.9263,21.8954,46.3300,100.0000,30.6150,14.2801,159.1382,411.2177,0.3659
CH,10.0000,2,T2,20260519,1994,60331.3467,1799625.4687,3847764.9263,21.8954,46.3300,100.0000,30.6150,14.2801,159.1382,411.2177,0.3659
CH,10.0000,2,T2,20260520,1994,60331.3467,1799625.4687,3847764.9263,21.8954,46.3300,100.0000,30.6150,14.2801,159.1382,411.2177,0.3659
CH,10.0000,2,T2,20260521,1994,60331.3467,1799625.4687,3847764.9263,21.8954,46.3300,100.0000,30.6150,14.2801,159.1382,411.2177,0.3659
CH,10.0000,2,T2,20260522,1994,60331.3467,1799625.4687,3847764.9263,21.8954,46.3300,100.0000,30.6150,14.2801,159.1382,411.2177,0.3659
CH,10.0000,2,T2,20260523,1994,60331.3467,1799625.4687,3847764.9263,21.8954,46.3300,100.0000,30.6150,14.2801,159.1382,411.2177,0.3659
CH,10.0000,2,T2,20260524,1994,60331.3467,1799625.4687,3847764.9263,21.8954,46.3300,100.0000,30.6150,14.2801,159.1382,411.2177,0.3659
CH,10.0000,3,T3,20260517,1994,60331.3467,1788798.7570,3805766.0410,21.7637,47.6172,100.0000,30.2226,10.1139,67.9301,115.6954,1.6531
CH,10.0000,3,T3,20260518,1994,60331.3467,1788798.7570,3805766.0410,21.7637,47.6172,100.0000,30.2226,10.1139,67.9301,115.6954,1.6531
CH,10.0000,3,T3,20260519,1994,60331.3467,1788798.7570,3805766.0410,21.7637,47.6172,100.0000,30.2226,10.1139,67.9301,115.6954,1.6531
CH,10.0000,3,T3,20260520,1994,60331.3467,1788798.7570,3805766.0410,21.7637,47.6172,100.0000,30.2226,10.1139,67.9301,115.6954,1.6531
CH,10.0000,3,T3,20260521,1994,60331.3467,1788798.7570,3805766.0410,21.7637,47.6172,100.0000,30.2226,10.1139,67.9301,115.6954,1.6531
CH,10.0000,3,T3,20260522,1994,60331.3467,1788798.7570,3805766.0410,21.7637,47.6172,100.0000,30.2226,10.1139,67.9301,115.6954,1.6531
CH,10.0000,3,T3,20260523,1994,60331.3467,1788798.7570,3805766.0410,21.7637,47.6172,100.0000,30.2226,10.1139,67.9301,115.6954,1.6531
CH,10.0000,3,T3,20260524,1994,60331.3467,1788798.7570,3805766.0410,21.7637,47.6172,100.0000,30.2226,10.1139,67.9301,115.6954,1.6531
CH,10.0000,4,T4,20260518,1994,60331.3467,1790313.8115,3849745.8220,21.7822,47.4370,100.0000,30.5835,14.2135,152.9736,411.2177,1.4730
CH,10.0000,4,T4,20260517,1994,60331.3467,1790313.8115,3849745.8220,21.7822,47.4370,100.0000,30.5835,14.2135,152.9736,411.2177,1.4730
CH,10.0000,4,T4,20260519,1994,60331.3467,1790313.8115,3849745.8220,21.7822,47.4370,100.0000,30.5835,14.2135,152.9736,411.2177,1.4730
CH,10.0000,4,T4,20260520,1994,60331.3467,1790313.8115,3849745.8220,21.7822,47.4370,100.0000,30.5835,14.2135,152.9736,411.2177,1.4730
CH,10.0000,4,T4,20260521,1994,60331.3467,1790313.8115,3849745.8220,21.7822,47.4370,100.0000,30.5835,14.2135,152.9736,411.2177,1.4730
CH,10.0000,4,T4,20260522,1994,60331.3467,1790313.8115,3849745.8220,21.7822,47.4370,100.0000,30.5835,14.2135,152.9736,411.2177,1.4730
CH,10.0000,4,T4,20260523,1994,60331.3467,1790313.8115,3849745.8220,21.7822,47.4370,100.0000,30.5835,14.2135,152.9736,411.2177,1.4730
CH,10.0000,4,T4,20260524,1994,60331.3467,1790313.8115,3849745.8220,21.7822,47.4370,100.0000,30.5835,14.2135,152.9736,411.2177,1.4730
CH,10.0000,5,T5,20260517,1994,60331.3467,1799625.4687,3847764.9263,21.8954,46.3300,100.0000,30.6150,14.2801,159.1382,411.2177,0.3659
CH,10.0000,5,T5,20260518,1994,60331.3467,1799625.4687,3847764.9263,21.8954,46.3300,100.0000,30.6150,14.2801,159.1382,411.2177,0.3659
CH,10.0000,5,T5,20260519,1994,60331.3467,1799625.4687,3847764.9263,21.8954,46.3300,100.0000,30.6150,14.2801,159.1382,411.2177,0.3659
CH,10.0000,5,T5,20260520,1994,60331.3467,1799625.4687,3847764.9263,21.8954,46.3300,100.0000,30.6150,14.2801,159.1382,411.2177,0.3659
CH,10.0000,5,T5,20260521,1994,60331.3467,1799625.4687,3847764.9263,21.8954,46.3300,100.0000,30.6150,14.2801,159.1382,411.2177,0.3659
CH,10.0000,5,T5,20260522,1994,60331.3467,1799625.4687,3847764.9263,21.8954,46.3300,100.0000,30.6150,14.2801,159.1382,411.2177,0.3659
CH,10.0000,5,T5,20260523,1994,60331.3467,1799625.4687,3847764.9263,21.8954,46.3300,100.0000,30.6150,14.2801,159.1382,411.2177,0.3659
CH,10.0000,5,T5,20260524,1994,60331.3467,1799625.4687,3847764.9263,21.8954,46.3300,100.0000,30.6150,14.2801,159.1382,411.2177,0.3659
CH,50.0000,0,T0,20260517,1994,300022.1538,8963054.1555,200387825.1914,109.0505,46.0028,100.0000,30.5953,15.0694,170.7893,451.3987,0.0000
CH,50.0000,0,T0,20260518,1994,300022.1538,8963054.1555,200387825.1914,109.0505,46.0028,100.0000,30.5953,15.0694,170.7893,451.3987,0.0000
CH,50.0000,0,T0,20260519,1994,300022.1538,8963054.1555,200387825.1914,109.0505,46.0028,100.0000,30.5953,15.0694,170.7893,451.3987,0.0000
CH,50.0000,0,T0,20260520,1994,300022.1538,8963054.1555,200387825.1914,109.0505,46.0028,100.0000,30.5953,15.0694,170.7893,451.3987,0.0000
CH,50.0000,0,T0,20260521,1994,300022.1538,8963054.1555,200387825.1914,109.0505,46.0028,100.0000,30.5953,15.0694,170.7893,451.3987,0.0000
CH,50.0000,0,T0,20260522,1994,300022.1538,8963054.1555,200387825.1914,109.0505,46.0028,100.0000,30.5953,15.0694,170.7893,451.3987,0.0000
CH,50.0000,0,T0,20260523,1994,300022.1538,8963054.1555,200387825.1914,109.0505,46.0028,100.0000,30.5953,15.0694,170.7893,451.3987,0.0000
CH,50.0000,0,T0,20260524,1994,300022.1538,8963054.1555,200387825.1914,109.0505,46.0028,100.0000,30.5953,15.0694,170.7893,451.3987,0.0000
CH,50.0000,1,T1,20260517,1994,299981.3538,8914340.7857,196365369.4441,108.4578,47.1384,100.0000,30.2149,10.5491,71.5507,122.7706,1.1357
CH,50.0000,1,T1,20260518,1994,299981.3538,8914340.7857,196365369.4441,108.4578,47.1384,100.0000,30.2149,10.5491,71.5507,122.7706,1.1357
CH,50.0000,1,T1,20260519,1994,299981.3538,8914340.7857,196365369.4441,108.4578,47.1384,100.0000,30.2149,10.5491,71.5507,122.7706,1.1357
CH,50.0000,1,T1,20260520,1994,299981.3538,8914340.7857,196365369.4441,108.4578,47.1384,100.0000,30.2149,10.5491,71.5507,122.7706,1.1357
CH,50.0000,1,T1,20260521,1994,299981.3538,8914340.7857,196365369.4441,108.4578,47.1384,100.0000,30.2149,10.5491,71.5507,122.7706,1.1357
CH,50.0000,1,T1,20260522,1994,299981.3538,8914340.7857,196365369.4441,108.4578,47.1384,100.0000,30.2149,10.5491,71.5507,122.7706,1.1357
CH,50.0000,1,T1,20260523,1994,299981.3538,8914340.7857,196365369.4441,108.4578,47.1384,100.0000,30.2149,10.5491,71.5507,122.7706,1.1357
CH,50.0000,1,T1,20260524,1994,299981.3538,8914340.7857,196365369.4441,108.4578,47.1384,100.0000,30.2149,10.5491,71.5507,122.7706,1.1357
CH,50.0000,2,T2,20260517,1994,300102.6346,8949262.4456,203000331.8175,108.8827,46.3899,100.0000,30.6146,14.1739,157.9583,411.2177,0.3871
CH,50.0000,2,T2,20260518,1994,300102.6346,8949262.4456,203000331.8175,108.8827,46.3899,100.0000,30.6146,14.1739,157.9583,411.2177,0.3871
CH,50.0000,2,T2,20260519,1994,300102.6346,8949262.4456,203000331.8175,108.8827,46.3899,100.0000,30.6146,14.1739,157.9583,411.2177,0.3871
CH,50.0000,2,T2,20260520,1994,300102.6346,8949262.4456,203000331.8175,108.8827,46.3899,100.0000,30.6146,14.1739,157.9583,411.2177,0.3871
CH,50.0000,2,T2,20260522,1994,300102.6346,8949262.4456,203000331.8175,108.8827,46.3899,100.0000,30.6146,14.1739,157.9583,411.2177,0.3871
CH,50.0000,2,T2,20260521,1994,300102.6346,8949262.4456,203000331.8175,108.8827,46.3899,100.0000,30.6146,14.1739,157.9583,411.2177,0.3871
CH,50.0000,2,T2,20260523,1994,300102.6346,8949262.4456,203000331.8175,108.8827,46.3899,100.0000,30.6146,14.1739,157.9583,411.2177,0.3871
CH,50.0000,2,T2,20260524,1994,300102.6346,8949262.4456,203000331.8175,108.8827,46.3899,100.0000,30.6146,14.1739,157.9583,411.2177,0.3871
CH,50.0000,3,T3,20260517,1994,300102.6346,8895532.9570,199938200.5325,108.2290,47.6741,100.0000,30.2229,10.0155,67.3147,114.9748,1.6713
CH,50.0000,3,T3,20260518,1994,300102.6346,8895532.9570,199938200.5325,108.2290,47.6741,100.0000,30.2229,10.0155,67.3147,114.9748,1.6713
CH,50.0000,3,T3,20260519,1994,300102.6346,8895532.9570,199938200.5325,108.2290,47.6741,100.0000,30.2229,10.0155,67.3147,114.9748,1.6713
CH,50.0000,3,T3,20260520,1994,300102.6346,8895532.9570,199938200.5325,108.2290,47.6741,100.0000,30.2229,10.0155,67.3147,114.9748,1.6713
CH,50.0000,3,T3,20260522,1994,300102.6346,8895532.9570,199938200.5325,108.2290,47.6741,100.0000,30.2229,10.0155,67.3147,114.9748,1.6713
CH,50.0000,3,T3,20260521,1994,300102.6346,8895532.9570,199938200.5325,108.2290,47.6741,100.0000,30.2229,10.0155,67.3147,114.9748,1.6713
CH,50.0000,3,T3,20260523,1994,300102.6346,8895532.9570,199938200.5325,108.2290,47.6741,100.0000,30.2229,10.0155,67.3147,114.9748,1.6713
CH,50.0000,3,T3,20260524,1994,300102.6346,8895532.9570,199938200.5325,108.2290,47.6741,100.0000,30.2229,10.0155,67.3147,114.9748,1.6713
CH,50.0000,4,T4,20260518,1994,300102.6346,8904959.2448,203531734.8369,108.3437,47.4488,100.0000,30.5890,14.1227,154.6558,411.2177,1.4460
CH,50.0000,4,T4,20260517,1994,300102.6346,8904959.2448,203531734.8369,108.3437,47.4488,100.0000,30.5890,14.1227,154.6558,411.2177,1.4460
CH,50.0000,4,T4,20260519,1994,300102.6346,8904959.2448,203531734.8369,108.3437,47.4488,100.0000,30.5890,14.1227,154.6558,411.2177,1.4460
CH,50.0000,4,T4,20260520,1994,300102.6346,8904959.2448,203531734.8369,108.3437,47.4488,100.0000,30.5890,14.1227,154.6558,411.2177,1.4460
CH,50.0000,4,T4,20260522,1994,300102.6346,8904959.2448,203531734.8369,108.3437,47.4488,100.0000,30.5890,14.1227,154.6558,411.2177,1.4460
CH,50.0000,4,T4,20260521,1994,300102.6346,8904959.2448,203531734.8369,108.3437,47.4488,100.0000,30.5890,14.1227,154.6558,411.2177,1.4460
CH,50.0000,4,T4,20260523,1994,300102.6346,8904959.2448,203531734.8369,108.3437,47.4488,100.0000,30.5890,14.1227,154.6558,411.2177,1.4460
CH,50.0000,4,T4,20260524,1994,300102.6346,8904959.2448,203531734.8369,108.3437,47.4488,100.0000,30.5890,14.1227,154.6558,411.2177,1.4460
CH,50.0000,5,T5,20260517,1994,300102.6346,8949262.4456,203000331.8175,108.8827,46.3899,100.0000,30.6146,14.1739,157.9583,411.2177,0.3871
CH,50.0000,5,T5,20260518,1994,300102.6346,8949262.4456,203000331.8175,108.8827,46.3899,100.0000,30.6146,14.1739,157.9583,411.2177,0.3871
CH,50.0000,5,T5,20260519,1994,300102.6346,8949262.4456,203000331.8175,108.8827,46.3899,100.0000,30.6146,14.1739,157.9583,411.2177,0.3871
CH,50.0000,5,T5,20260520,1994,300102.6346,8949262.4456,203000331.8175,108.8827,46.3899,100.0000,30.6146,14.1739,157.9583,411.2177,0.3871
CH,50.0000,5,T5,20260522,1994,300102.6346,8949262.4456,203000331.8175,108.8827,46.3899,100.0000,30.6146,14.1739,157.9583,411.2177,0.3871
CH,50.0000,5,T5,20260521,1994,300102.6346,8949262.4456,203000331.8175,108.8827,46.3899,100.0000,30.6146,14.1739,157.9583,411.2177,0.3871
CH,50.0000,5,T5,20260523,1994,300102.6346,8949262.4456,203000331.8175,108.8827,46.3899,100.0000,30.6146,14.1739,157.9583,411.2177,0.3871
CH,50.0000,5,T5,20260524,1994,300102.6346,8949262.4456,203000331.8175,108.8827,46.3899,100.0000,30.6146,14.1739,157.9583,411.2177,0.3871
FR,1.0000,0,T0,20260517,1994,6375.8483,331032.3772,397934.2793,4.0276,50.9796,100.0000,53.3249,16.3300,181.0000,469.4052,0.0000
FR,1.0000,0,T0,20260518,1994,6375.8483,331032.3772,397934.2793,4.0276,50.9796,100.0000,53.3249,16.3300,181.0000,469.4052,0.0000
FR,1.0000,0,T0,20260519,1994,6375.8483,331032.3772,397934.2793,4.0276,50.9796,100.0000,53.3249,16.3300,181.0000,469.4052,0.0000
FR,1.0000,0,T0,20260520,1994,6375.8483,331032.3772,397934.2793,4.0276,50.9796,100.0000,53.3249,16.3300,181.0000,469.4052,0.0000
FR,1.0000,0,T0,20260521,1994,6375.8483,331032.3772,397934.2793,4.0276,50.9796,100.0000,53.3249,16.3300,181.0000,469.4052,0.0000
FR,1.0000,0,T0,20260522,1994,6375.8483,331032.3772,397934.2793,4.0276,50.9796,100.0000,53.3249,16.3300,181.0000,469.4052,0.0000
FR,1.0000,0,T0,20260523,1994,6375.8483,331032.3772,397934.2793,4.0276,50.9796,100.0000,53.3249,16.3300,181.0000,469.4052,0.0000
FR,1.0000,0,T0,20260524,1994,6375.8483,331032.3772,397934.2793,4.0276,50.9796,100.0000,53.3249,16.3300,181.0000,469.4052,0.0000
FR,1.0000,1,T1,20260517,1994,6374.6483,328839.3459,394231.2627,4.0009,52.2049,100.0000,52.4225,11.1552,72.4769,120.1289,1.2253
FR,1.0000,1,T1,20260518,1994,6374.6483,328839.3459,394231.2627,4.0009,52.2049,100.0000,52.4225,11.1552,72.4769,120.1289,1.2253
FR,1.0000,1,T1,20260519,1994,6374.6483,328839.3459,394231.2627,4.0009,52.2049,100.0000,52.4225,11.1552,72.4769,120.1289,1.2253
FR,1.0000,1,T1,20260520,1994,6374.6483,328839.3459,394231.2627,4.0009,52.2049,100.0000,52.4225,11.1552,72.4769,120.1289,1.2253
FR,1.0000,1,T1,20260521,1994,6374.6483,328839.3459,394231.2627,4.0009,52.2049,100.0000,52.4225,11.1552,72.4769,120.1289,1.2253
FR,1.0000,1,T1,20260522,1994,6374.6483,328839.3459,394231.2627,4.0009,52.2049,100.0000,52.4225,11.1552,72.4769,120.1289,1.2253
FR,1.0000,1,T1,20260523,1994,6374.6483,328839.3459,394231.2627,4.0009,52.2049,100.0000,52.4225,11.1552,72.4769,120.1289,1.2253
FR,1.0000,1,T1,20260524,1994,6374.6483,328839.3459,394231.2627,4.0009,52.2049,100.0000,52.4225,11.1552,72.4769,120.1289,1.2253
FR,1.0000,2,T2,20260517,1994,6378.2154,329973.1941,401079.5825,4.0147,51.6590,100.0000,53.3079,15.4610,172.6894,457.1975,0.6794
FR,1.0000,2,T2,20260518,1994,6378.2154,329973.1941,401079.5825,4.0147,51.6590,100.0000,53.3079,15.4610,172.6894,457.1975,0.6794
FR,1.0000,2,T2,20260519,1994,6378.2154,329973.1941,401079.5825,4.0147,51.6590,100.0000,53.3079,15.4610,172.6894,457.1975,0.6794
FR,1.0000,2,T2,20260520,1994,6378.2154,329973.1941,401079.5825,4.0147,51.6590,100.0000,53.3079,15.4610,172.6894,457.1975,0.6794
FR,1.0000,2,T2,20260521,1994,6378.2154,329973.1941,401079.5825,4.0147,51.6590,100.0000,53.3079,15.4610,172.6894,457.1975,0.6794
FR,1.0000,2,T2,20260522,1994,6378.2154,329973.1941,401079.5825,4.0147,51.6590,100.0000,53.3079,15.4610,172.6894,457.1975,0.6794
FR,1.0000,2,T2,20260523,1994,6378.2154,329973.1941,401079.5825,4.0147,51.6590,100.0000,53.3079,15.4610,172.6894,457.1975,0.6794
FR,1.0000,2,T2,20260524,1994,6378.2154,329973.1941,401079.5825,4.0147,51.6590,100.0000,53.3079,15.4610,172.6894,457.1975,0.6794
FR,1.0000,3,T3,20260517,1994,6378.2154,329973.3434,400355.5383,4.0147,51.6589,100.0000,53.3079,15.4610,172.6894,457.1975,0.6793
FR,1.0000,3,T3,20260518,1994,6378.2154,329973.3434,400355.5383,4.0147,51.6589,100.0000,53.3079,15.4610,172.6894,457.1975,0.6793
FR,1.0000,3,T3,20260519,1994,6378.2154,329973.3434,400355.5383,4.0147,51.6589,100.0000,53.3079,15.4610,172.6894,457.1975,0.6793
FR,1.0000,3,T3,20260520,1994,6378.2154,329973.3434,400355.5383,4.0147,51.6589,100.0000,53.3079,15.4610,172.6894,457.1975,0.6793
FR,1.0000,3,T3,20260521,1994,6378.2154,329973.3434,400355.5383,4.0147,51.6589,100.0000,53.3079,15.4610,172.6894,457.1975,0.6793
FR,1.0000,3,T3,20260522,1994,6378.2154,329973.3434,400355.5383,4.0147,51.6589,100.0000,53.3079,15.4610,172.6894,457.1975,0.6793
FR,1.0000,3,T3,20260523,1994,6378.2154,329973.3434,400355.5383,4.0147,51.6589,100.0000,53.3079,15.4610,172.6894,457.1975,0.6793
FR,1.0000,3,T3,20260524,1994,6378.2154,329973.3434,400355.5383,4.0147,51.6589,100.0000,53.3079,15.4610,172.6894,457.1975,0.6793
FR,1.0000,4,T4,20260517,1994,6378.2154,327053.1336,387081.3245,3.9791,53.3373,100.0000,53.2230,14.4720,159.8359,411.2177,2.3577
FR,1.0000,4,T4,20260518,1994,6378.2154,327053.1336,387081.3245,3.9791,53.3373,100.0000,53.2230,14.4720,159.8359,411.2177,2.3577
FR,1.0000,4,T4,20260519,1994,6378.2154,327053.1336,387081.3245,3.9791,53.3373,100.0000,53.2230,14.4720,159.8359,411.2177,2.3577
FR,1.0000,4,T4,20260520,1994,6378.2154,327053.1336,387081.3245,3.9791,53.3373,100.0000,53.2230,14.4720,159.8359,411.2177,2.3577
FR,1.0000,4,T4,20260521,1994,6378.2154,327053.1336,387081.3245,3.9791,53.3373,100.0000,53.2230,14.4720,159.8359,411.2177,2.3577
FR,1.0000,4,T4,20260522,1994,6378.2154,327053.1336,387081.3245,3.9791,53.3373,100.0000,53.2230,14.4720,159.8359,411.2177,2.3577
FR,1.0000,4,T4,20260523,1994,6378.2154,327053.1336,387081.3245,3.9791,53.3373,100.0000,53.2230,14.4720,159.8359,411.2177,2.3577
FR,1.0000,4,T4,20260524,1994,6378.2154,327053.1336,387081.3245,3.9791,53.3373,100.0000,53.2230,14.4720,159.8359,411.2177,2.3577
FR,1.0000,5,T5,20260518,1994,6378.2154,329973.1941,401079.5825,4.0147,51.6590,100.0000,53.3079,15.4610,172.6894,457.1975,0.6794
FR,1.0000,5,T5,20260517,1994,6378.2154,329973.1941,401079.5825,4.0147,51.6590,100.0000,53.3079,15.4610,172.6894,457.1975,0.6794
FR,1.0000,5,T5,20260519,1994,6378.2154,329973.1941,401079.5825,4.0147,51.6590,100.0000,53.3079,15.4610,172.6894,457.1975,0.6794
FR,1.0000,5,T5,20260520,1994,6378.2154,329973.1941,401079.5825,4.0147,51.6590,100.0000,53.3079,15.4610,172.6894,457.1975,0.6794
FR,1.0000,5,T5,20260522,1994,6378.2154,329973.1941,401079.5825,4.0147,51.6590,100.0000,53.3079,15.4610,172.6894,457.1975,0.6794
FR,1.0000,5,T5,20260521,1994,6378.2154,329973.1941,401079.5825,4.0147,51.6590,100.0000,53.3079,15.4610,172.6894,457.1975,0.6794
FR,1.0000,5,T5,20260523,1994,6378.2154,329973.1941,401079.5825,4.0147,51.6590,100.0000,53.3079,15.4610,172.6894,457.1975,0.6794
FR,1.0000,5,T5,20260524,1994,6378.2154,329973.1941,401079.5825,4.0147,51.6590,100.0000,53.3079,15.4610,172.6894,457.1975,0.6794
FR,10.0000,0,T0,20260517,1994,60314.7771,3118618.6885,6626904.9011,37.9432,51.7641,100.0000,53.2767,15.1422,172.4286,457.1975,0.0000
FR,10.0000,0,T0,20260518,1994,60314.7771,3118618.6885,6626904.9011,37.9432,51.7641,100.0000,53.2767,15.1422,172.4286,457.1975,0.0000
FR,10.0000,0,T0,20260519,1994,60314.7771,3118618.6885,6626904.9011,37.9432,51.7641,100.0000,53.2767,15.1422,172.4286,457.1975,0.0000
FR,10.0000,0,T0,20260520,1994,60314.7771,3118618.6885,6626904.9011,37.9432,51.7641,100.0000,53.2767,15.1422,172.4286,457.1975,0.0000
FR,10.0000,0,T0,20260522,1994,60314.7771,3118618.6885,6626904.9011,37.9432,51.7641,100.0000,53.2767,15.1422,172.4286,457.1975,0.0000
FR,10.0000,0,T0,20260521,1994,60314.7771,3118618.6885,6626904.9011,37.9432,51.7641,100.0000,53.2767,15.1422,172.4286,457.1975,0.0000
FR,10.0000,0,T0,20260523,1994,60314.7771,3118618.6885,6626904.9011,37.9432,51.7641,100.0000,53.2767,15.1422,172.4286,457.1975,0.0000
FR,10.0000,0,T0,20260524,1994,60314.7771,3118618.6885,6626904.9011,37.9432,51.7641,100.0000,53.2767,15.1422,172.4286,457.1975,0.0000
FR,10.0000,1,T1,20260517,1994,60306.3771,3096836.5301,6532391.2786,37.6782,53.0619,100.0000,52.4421,10.5867,72.4551,122.6902,1.2977
FR,10.0000,1,T1,20260518,1994,60306.3771,3096836.5301,6532391.2786,37.6782,53.0619,100.0000,52.4421,10.5867,72.4551,122.6902,1.2977
